	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene															
pseudo_3085	pseudo_transcript_0	0.10861706463657446	0.29126934443306474	10.0	10.0	pseudo_transcript_0	0.8575836779943731	0.0676523483308604	10.0	10.0	pseudo_transcript_0	0.221152106105041	0.12213900985136344	10.0	10.0
pseudo_3086	pseudo_transcript_0	0.055538820212185584	0.3097940967020409	10.0	10.0	pseudo_transcript_0	0.2622857717806091	0.2815858813337822	10.0	10.0	pseudo_transcript_0	0.004417037743443075	0.17554548551822755	10.0	10.0
pseudo_3087	pseudo_transcript_0	0.7834620171291085	0.06950958175924414	10.0	10.0	pseudo_transcript_0	0.8788551886689607	-0.06806600041303065	10.0	10.0	pseudo_transcript_0	0.9059043916630704	-0.049191658088957896	10.0	10.0
pseudo_3088	pseudo_transcript_0	0.7116237193817874	0.1645677082004172	10.0	10.0	pseudo_transcript_0	0.15609217702145337	-0.15841724018381706	10.0	10.0	pseudo_transcript_0	0.25779593703632664	0.07949800121015839	10.0	10.0
pseudo_3089	pseudo_transcript_0	0.3953086653517828	0.09842076199328335	10.0	10.0	pseudo_transcript_0	0.7898168984089061	0.1260017014586763	10.0	10.0	pseudo_transcript_0	0.8312707551001116	0.04024676320697473	10.0	10.0
pseudo_309	pseudo_transcript_0	0.6208412262623217	-0.055741126267182056	10.0	10.0	pseudo_transcript_0	0.5092610000356748	0.05183817852845765	10.0	10.0	pseudo_transcript_0	0.9142611258298042	0.04028152959447044	10.0	10.0
pseudo_3090	pseudo_transcript_0	0.46289864472019426	0.06664702004309926	10.0	10.0	pseudo_transcript_0	0.8375881691411853	0.043994259235750795	10.0	10.0	pseudo_transcript_0	0.7753753014567996	0.08370353696407039	10.0	10.0
pseudo_3091	pseudo_transcript_0	0.9130667042861492	0.2675631777393854	10.0	10.0	pseudo_transcript_0	0.5820682894761038	-0.1851877174819421	10.0	10.0	pseudo_transcript_0	0.9405826424539642	0.04510911937146781	10.0	10.0
pseudo_3092	pseudo_transcript_1	0.4058439894987387	-0.29606965178847716	5.0	5.0	pseudo_transcript_0	0.7416878660379593	0.027259159270957	10.0	10.0	pseudo_transcript_1	0.47541055223539497	-0.28910457174362375	5.0	5.0
pseudo_3093	pseudo_transcript_0	0.09040162599838691	-0.390496013179851	10.0	10.0	pseudo_transcript_0	0.4987186016017148	0.0011823776491884468	10.0	10.0	pseudo_transcript_0	0.04496459485394737	-0.21941103841908996	10.0	10.0
pseudo_3094	pseudo_transcript_0	0.40798636161865565	0.30584828871409425	10.0	10.0	pseudo_transcript_0	0.4751966676822019	-0.06738994386743742	10.0	10.0	pseudo_transcript_0	0.9873851719164186	0.1114544030527281	10.0	10.0
pseudo_3095	pseudo_transcript_0	0.6680297956701697	-0.09361702581950822	9.0	9.0	pseudo_transcript_0	0.8764870728878713	-0.041188532872446976	10.0	10.0	pseudo_transcript_0	0.8364120421970017	-0.0347148448043312	9.0	9.0
pseudo_3096	pseudo_transcript_0	0.4148457221698427	-0.10005531851255671	10.0	10.0	pseudo_transcript_0	0.4541055618745703	0.12284432414025924	10.0	10.0	pseudo_transcript_0	0.8125287747869275	-0.005879951227378805	10.0	10.0
pseudo_3097	pseudo_transcript_0	0.2083541665897416	0.2501358728710981	10.0	10.0	pseudo_transcript_0	0.1425416455912122	-0.043437753048189025	10.0	10.0	pseudo_transcript_0	0.988586497852163	0.060162832119623505	10.0	10.0
pseudo_3098	pseudo_transcript_0	0.9513709241262983	0.08641853051566918	10.0	10.0	pseudo_transcript_0	0.5800104395236498	-0.11272904552718761	10.0	10.0	pseudo_transcript_0	0.7904121902641142	-0.06636071260656227	10.0	10.0
pseudo_3099	pseudo_transcript_0	0.6904189021558671	0.0014619731687700542	10.0	10.0	pseudo_transcript_0	0.0659433637367868	0.2587301005576767	10.0	10.0	pseudo_transcript_0	0.14598534715858646	0.17903317009997	10.0	10.0
pseudo_31	pseudo_transcript_0	0.9633682795986998	-0.04071642347245463	10.0	10.0	pseudo_transcript_0	0.4424219181547131	-0.01893903310265124	10.0	10.0	pseudo_transcript_0	0.5023236156797972	-0.023294651672879276	10.0	10.0
pseudo_310	pseudo_transcript_0	0.7206203838506584	0.06083149308716306	10.0	10.0	pseudo_transcript_0	0.3338781974123596	-0.02869173234261994	10.0	10.0	pseudo_transcript_0	0.8371478947647445	-0.06806776994757711	10.0	10.0
pseudo_3100	pseudo_transcript_0	0.0769650913805323	-0.2326477215298536	10.0	10.0	pseudo_transcript_0	0.7247301153699304	0.07150771319926598	10.0	10.0	pseudo_transcript_0	0.2018941371407562	-0.12647512897370775	10.0	10.0
pseudo_3101	pseudo_transcript_0	0.860744266568369	0.06391613725433568	10.0	10.0	pseudo_transcript_0	0.3338781974123596	-0.09014443978430274	10.0	10.0	pseudo_transcript_0	0.6639790639364167	-0.04539980379488185	10.0	10.0
pseudo_3102	pseudo_transcript_0	0.9226273490576165	0.10400808787227422	10.0	10.0	pseudo_transcript_0	0.18860342790471718	0.10269889483370587	10.0	10.0	pseudo_transcript_0	0.39866588658946356	0.08257511209670944	10.0	10.0
pseudo_3103	pseudo_transcript_0	0.6144769024525347	-0.0670316482427833	10.0	10.0	pseudo_transcript_0	0.6967685762270907	0.23725660144844052	10.0	10.0	pseudo_transcript_0	0.9321991862970058	0.001421426174531092	10.0	10.0
pseudo_3104	pseudo_transcript_0	0.28264560600524946	0.18168009960932907	10.0	10.0	pseudo_transcript_0	0.5336481155076405	0.07858215913571835	10.0	10.0	pseudo_transcript_0	0.23927924487138197	0.051090729482617475	10.0	10.0
pseudo_3105	pseudo_transcript_0	0.36030747762666726	-0.043555012182073104	10.0	10.0	pseudo_transcript_0	0.81070384051389	0.18239760581040187	10.0	10.0	pseudo_transcript_0	0.5851649320179242	-0.010050046945318738	10.0	10.0
pseudo_3106	pseudo_transcript_0	0.8336204982886202	0.002948711652588291	10.0	10.0	pseudo_transcript_0	0.4550114527546991	-0.046192666126557196	10.0	10.0	pseudo_transcript_0	0.40035091579403737	-0.06687375346894063	10.0	10.0
pseudo_3107	pseudo_transcript_0	0.2008318111335956	0.25575625337873964	10.0	10.0	pseudo_transcript_0	0.619678817332983	0.14883620360183175	10.0	10.0	pseudo_transcript_0	0.21945155838820285	0.10772435391776118	10.0	10.0
pseudo_3108	pseudo_transcript_0	0.9861838745819259	-0.13569201954767138	10.0	10.0	pseudo_transcript_0	0.4977659876287478	0.11420349709518436	10.0	10.0	pseudo_transcript_0	0.6563437862500063	-0.006918894215834743	10.0	10.0
pseudo_3109	pseudo_transcript_1	0.6100732038857689	0.07242696702780134	8.0	8.0	pseudo_transcript_0	0.2648511985315908	-0.06813957814187013	10.0	10.0	pseudo_transcript_0	0.5615844898287521	-0.02365814589076945	10.0	10.0
pseudo_311	pseudo_transcript_0	0.976574852279331	0.06689612748241232	10.0	10.0	pseudo_transcript_0	0.23049204746386953	0.04725855527357783	10.0	10.0	pseudo_transcript_0	0.5071325827967417	0.017235557079676344	10.0	10.0
pseudo_3110	pseudo_transcript_0	0.8560143284491171	0.18821254120342312	10.0	10.0	pseudo_transcript_0	0.15829493626535962	0.1563268702249653	10.0	10.0	pseudo_transcript_0	0.5295615075306959	0.14970107201780578	10.0	10.0
pseudo_3111	pseudo_transcript_0	0.056897646537640525	-0.17116434212960654	10.0	10.0	pseudo_transcript_0	0.9515040888740979	0.19722433962723718	10.0	10.0	pseudo_transcript_0	0.2641834263171846	0.0676474049198424	10.0	10.0
pseudo_3112	pseudo_transcript_0	0.22746818567273108	0.07451324565503854	10.0	10.0	pseudo_transcript_0	0.6879050573916787	0.21865701075280505	10.0	10.0	pseudo_transcript_0	0.3012585178535291	0.1760083523013055	10.0	10.0
pseudo_3113	pseudo_transcript_0	0.4438523294063428	0.009347634184094048	10.0	10.0	pseudo_transcript_0	0.024527299257944744	-0.02133264068711767	10.0	10.0	pseudo_transcript_0	0.2559007528492814	-0.06142490161871177	10.0	10.0
pseudo_3114	pseudo_transcript_0	0.391136252522461	0.06947866159991943	10.0	10.0	pseudo_transcript_0	0.8247047276490671	0.030773636696293318	10.0	10.0	pseudo_transcript_0	0.46289864472019426	0.04355283930384152	10.0	10.0
pseudo_3115	pseudo_transcript_0	0.6250999701980928	0.0021334729616305087	10.0	10.0	pseudo_transcript_0	0.2553195468013907	0.16396035031254907	10.0	10.0	pseudo_transcript_0	0.6596117130098547	0.07997654076739563	10.0	10.0
pseudo_3116	pseudo_transcript_0	0.5404639136804095	-0.009413399221208105	10.0	10.0	pseudo_transcript_0	0.4317913098277154	-0.07854361706112069	10.0	10.0	pseudo_transcript_0	0.4852129895185757	-0.05999804891251891	10.0	10.0
pseudo_3117	pseudo_transcript_0	0.5595559282582149	0.011775884697066493	10.0	10.0	pseudo_transcript_0	0.7690798941286277	-0.003155430515485632	10.0	10.0	pseudo_transcript_0	0.36347887806670875	-0.05973955650248645	10.0	10.0
pseudo_3118	pseudo_transcript_0	0.6661670384907712	0.07093064440971264	10.0	10.0	pseudo_transcript_0	0.4016439244215696	0.07710809625621165	10.0	10.0	pseudo_transcript_0	0.39950786676580785	0.052608073737821205	10.0	10.0
pseudo_3119	pseudo_transcript_0	0.04512581976430963	-0.08781170354022179	10.0	10.0	pseudo_transcript_0	0.5395876108473601	0.11948442032240247	10.0	10.0	pseudo_transcript_0	0.266768718835552	-0.048175363068370856	10.0	10.0
pseudo_312	pseudo_transcript_0	0.40434752132144003	0.06149990661793414	9.0	9.0	pseudo_transcript_0	0.8293843472298255	0.15843994095194094	10.0	10.0	pseudo_transcript_0	0.9026593072789543	-0.029441986388175422	9.0	9.0
pseudo_3120	pseudo_transcript_0	0.8512895569201496	-0.20209050951994445	10.0	10.0	pseudo_transcript_0	0.7428229651265223	0.17837310750414737	10.0	10.0	pseudo_transcript_0	0.915455741033016	-3.24619494422862e-05	10.0	10.0
pseudo_3121	pseudo_transcript_0	0.1527841205626981	0.3819255532494788	10.0	10.0	pseudo_transcript_0	0.4696433725773971	-0.043839349649255455	10.0	10.0	pseudo_transcript_0	0.44295666449817006	0.17341314754860723	10.0	10.0
pseudo_3122	pseudo_transcript_0	0.03640967804767894	0.4293436891137499	10.0	10.0	pseudo_transcript_0	0.27462526436756474	0.18259785310256604	10.0	10.0	pseudo_transcript_0	0.04626812217202979	0.30516074067424515	10.0	10.0
pseudo_3123	pseudo_transcript_0	0.1634303275146547	-0.0706668874122189	10.0	10.0	pseudo_transcript_0	0.23519650887802324	-0.2631390076734636	10.0	10.0	pseudo_transcript_0	0.09658077978792896	-0.11498262378866915	10.0	10.0
pseudo_3124	pseudo_transcript_0	0.4994498551447867	-0.04687607769725829	10.0	10.0	pseudo_transcript_0	0.09244603759996993	0.24698596494410896	10.0	10.0	pseudo_transcript_0	0.5325237664493164	0.08279468396548485	10.0	10.0
pseudo_3125	pseudo_transcript_0	0.32657549506324557	0.06361736220399127	10.0	10.0	pseudo_transcript_0	0.03774845192005188	-0.20645809195891798	10.0	10.0	pseudo_transcript_0	0.4786450981020066	-0.06538870937457347	10.0	10.0
pseudo_3126	pseudo_transcript_0	0.0303029997888881	0.05836799328498557	10.0	10.0	pseudo_transcript_0	0.2584699048660246	-0.09439274248028436	10.0	10.0	pseudo_transcript_0	0.7127461393684279	0.07906249874016162	10.0	10.0
pseudo_3127	pseudo_transcript_0	0.9345937331085511	0.19896707151275775	10.0	10.0	pseudo_transcript_0	0.7496452048663542	0.05552140454457565	10.0	10.0	pseudo_transcript_0	0.867848497538983	0.13113763290694422	10.0	10.0
pseudo_3128	pseudo_transcript_0	0.8797123543018741	-0.048919474187986735	10.0	10.0	pseudo_transcript_0	0.5356242731296769	0.002965862788127188	10.0	10.0	pseudo_transcript_0	0.606036154359245	0.0006259903802835384	10.0	10.0
pseudo_3129	pseudo_transcript_0	0.7962167874625627	0.0389353779833829	10.0	10.0	pseudo_transcript_0	0.1821240275776449	-0.062340048104108516	10.0	10.0	pseudo_transcript_0	0.5042443036027346	-0.05694969134353153	10.0	10.0
pseudo_313	pseudo_transcript_0	0.8136971264591478	0.265561298414312	10.0	10.0	pseudo_transcript_0	0.08844515544156847	-0.10771361368718818	10.0	10.0	pseudo_transcript_0	0.10088471426766499	0.04480361926527269	10.0	10.0
pseudo_3130	pseudo_transcript_0	0.6926399269459027	0.07196229582978979	10.0	10.0	pseudo_transcript_0	0.9073511617431569	0.06157619799858812	10.0	10.0	pseudo_transcript_0	0.7973790723927555	0.05394646374696294	10.0	10.0
pseudo_3131	pseudo_transcript_0	0.21440631641600982	0.07486733309420339	10.0	10.0	pseudo_transcript_0	0.12138556307613063	-0.18137948133371065	10.0	10.0	pseudo_transcript_0	0.7776833495111819	-0.021707463242089876	10.0	10.0
pseudo_3132	pseudo_transcript_0	0.043692174099921884	-0.1965734082243865	10.0	10.0	pseudo_transcript_0	0.19576967578762472	0.14289726834337466	10.0	10.0	pseudo_transcript_0	0.40884006760497427	-0.0366248961871827	10.0	10.0
pseudo_3133	pseudo_transcript_0	0.6401036456713691	-0.08692445471551113	10.0	10.0	pseudo_transcript_0	0.03651991841163122	-0.24996814559861616	10.0	10.0	pseudo_transcript_0	0.32880805779099265	-0.15590128828135072	10.0	10.0
pseudo_3134	pseudo_transcript_0	0.834795928770023	0.2505840763308373	10.0	10.0	pseudo_transcript_0	0.5415747810831858	0.20031005023431267	10.0	10.0	pseudo_transcript_0	0.7973790723927555	0.16906370600794896	10.0	10.0
pseudo_3135	pseudo_transcript_0	0.8195450547859062	0.09117404219607754	10.0	10.0	pseudo_transcript_0	0.6260489333622152	-0.12608833898298677	10.0	10.0	pseudo_transcript_0	0.902326066243471	-0.07938982867921289	10.0	10.0
pseudo_3136	pseudo_transcript_0	0.1281041651207599	0.24003090765122312	10.0	10.0	pseudo_transcript_0	0.9730463455578804	-0.032337256790661	10.0	10.0	pseudo_transcript_0	0.30621440695684676	0.14414901409191783	10.0	10.0
pseudo_3137	pseudo_transcript_0	0.09068847784692821	0.3436335703957356	10.0	10.0	pseudo_transcript_0	0.10958945053683176	-0.08164278915619867	10.0	10.0	pseudo_transcript_0	0.9981978081498489	0.1028011227694865	10.0	10.0
pseudo_3138	pseudo_transcript_0	0.20103127070536542	0.10681265973038605	9.0	9.0	pseudo_transcript_0	0.7360208644994282	0.5984016265264757	10.0	10.0	pseudo_transcript_0	0.7006969250611331	0.1424226900353004	9.0	9.0
pseudo_3139	pseudo_transcript_0	0.8125287719724638	-0.22668032842272146	10.0	10.0	pseudo_transcript_0	0.9180699938793293	0.1782408657338231	10.0	10.0	pseudo_transcript_0	0.9011337267711454	-0.05998539991704031	10.0	10.0
pseudo_314	pseudo_transcript_0	0.32140457670862566	-0.17445180475577757	10.0	10.0	pseudo_transcript_0	0.48453169938503604	0.05074469553835668	10.0	10.0	pseudo_transcript_0	0.5168225912995759	-0.006100640958822169	10.0	10.0
pseudo_3140	pseudo_transcript_0	0.7330539858026772	0.05537237254984834	10.0	10.0	pseudo_transcript_0	0.8340700279970779	0.02696105525197103	10.0	10.0	pseudo_transcript_0	0.8642950108133467	0.05395758714441401	10.0	10.0
pseudo_3141	pseudo_transcript_0	0.9333963843678499	-0.03657373513706703	10.0	10.0	pseudo_transcript_0	0.9085413466253074	-0.019987354006238484	10.0	10.0	pseudo_transcript_0	0.8904130416502724	0.036511849081978374	10.0	10.0
pseudo_3142	pseudo_transcript_0	0.7997049880761676	-0.019467528508337644	10.0	10.0	pseudo_transcript_0	0.7485067873445173	-0.059968588843599846	10.0	10.0	pseudo_transcript_0	0.9717715284409818	0.019930459497179365	10.0	10.0
pseudo_3143	pseudo_transcript_0	0.22573300440779065	-0.4179242749908223	10.0	10.0	pseudo_transcript_0	0.38172125856023453	-0.06795414391874126	10.0	10.0	pseudo_transcript_0	0.2752908901177612	-0.28127190740305374	10.0	10.0
pseudo_3144	pseudo_transcript_0	0.039620010524485355	-0.2633444572141649	10.0	10.0	pseudo_transcript_0	0.12466869457857521	-0.07136517966696727	10.0	10.0	pseudo_transcript_0	0.026705279887637223	-0.20412881349531278	10.0	10.0
pseudo_3145	pseudo_transcript_0	0.3812321282706883	0.2896807371505373	10.0	10.0	pseudo_transcript_0	0.0024852090399086714	0.26892974221573857	10.0	10.0	pseudo_transcript_0	0.009831197325233439	0.21284384269764378	10.0	10.0
pseudo_3146	pseudo_transcript_0	0.6760478912123284	0.030249906991716036	10.0	10.0	pseudo_transcript_0	0.3168894556405649	-0.012226041732768386	10.0	10.0	pseudo_transcript_0	0.36109869477427603	0.02657148008797275	10.0	10.0
pseudo_3147	pseudo_transcript_0	0.6144768970370993	-0.0942854836006235	10.0	10.0	pseudo_transcript_0	0.4522968274777298	0.24306991866435693	10.0	10.0	pseudo_transcript_0	0.6826663886964988	-0.03363584536258307	10.0	10.0
pseudo_3148	pseudo_transcript_0	0.6113055527031502	0.13990139336235755	10.0	10.0	pseudo_transcript_0	0.7101414960037221	0.16609612121950604	10.0	10.0	pseudo_transcript_0	0.5717802932222399	0.11066491345898477	10.0	10.0
pseudo_3149	pseudo_transcript_0	0.6018353286619694	-0.0840556404440842	10.0	10.0	pseudo_transcript_0	0.07071969937310088	0.20089085380480057	10.0	10.0	pseudo_transcript_0	0.5799997813676958	0.06319852920188036	10.0	10.0
pseudo_315	pseudo_transcript_0	0.8160350713166437	0.17197899968793576	10.0	10.0	pseudo_transcript_0	0.2642082265233163	-0.026020754746899688	10.0	10.0	pseudo_transcript_0	0.6552559329750605	0.041237194607651906	10.0	10.0
pseudo_3150	pseudo_transcript_0	0.5256249032567271	0.08018598537828821	10.0	10.0	pseudo_transcript_0	0.019342253070410344	0.24072543923665526	10.0	10.0	pseudo_transcript_0	0.30337589181839586	0.152134896057624	10.0	10.0
pseudo_3151	pseudo_transcript_0	0.036007749384671155	0.18445278139399005	10.0	10.0	pseudo_transcript_0	0.1931877334995482	-0.06360338283883374	10.0	10.0	pseudo_transcript_0	0.5575309283125482	0.04631334779031024	10.0	10.0
pseudo_3152	pseudo_transcript_0	0.6476615415355007	0.033144477692920504	10.0	10.0	pseudo_transcript_0	0.9574851695260254	-0.02858123598069537	10.0	10.0	pseudo_transcript_0	0.6993188062034217	-0.00472896395891383	10.0	10.0
pseudo_3153	pseudo_transcript_0	0.9228144345032754	0.2969822734683283	9.0	9.0	pseudo_transcript_0	0.33689165248275144	0.11631390464505036	10.0	10.0	pseudo_transcript_0	0.745920854178471	0.21814905316628255	9.0	9.0
pseudo_3154	pseudo_transcript_0	0.22058421287271202	0.1585047667812871	10.0	10.0	pseudo_transcript_0	0.6703070911214178	0.002563005635961485	10.0	10.0	pseudo_transcript_0	0.6325829056352225	0.09765557570654138	10.0	10.0
pseudo_3155	pseudo_transcript_0	0.8856545969194081	0.09082828857402303	10.0	10.0	pseudo_transcript_0	0.5405807425249094	0.11402372454869475	10.0	10.0	pseudo_transcript_0	0.9609680576314557	0.18025914779219918	10.0	10.0
pseudo_3156	pseudo_transcript_0	0.6837718702910047	0.08845729969829612	10.0	10.0	pseudo_transcript_0	0.2264308464265855	0.1104305751473812	10.0	10.0	pseudo_transcript_0	0.531535415639321	0.06824654274338304	10.0	10.0
pseudo_3157	pseudo_transcript_0	0.6229690164833759	0.05326376826725785	10.0	10.0	pseudo_transcript_0	0.6583118687387046	-0.021744167913142366	10.0	10.0	pseudo_transcript_0	0.8090262299365243	-0.01868777593428526	10.0	10.0
pseudo_3158	pseudo_transcript_0	0.6007871774752955	-0.10799232834681767	10.0	10.0	pseudo_transcript_0	0.5336481155076405	0.04511527857172295	10.0	10.0	pseudo_transcript_0	0.3779652754085566	-0.06580761454110347	10.0	10.0
pseudo_3159	pseudo_transcript_0	0.11611011427056069	-0.14870711130420422	10.0	10.0	pseudo_transcript_0	0.15261624393923137	-0.018975897655920688	10.0	10.0	pseudo_transcript_0	0.06031313696142739	-0.04223365671071037	10.0	10.0
pseudo_316	pseudo_transcript_0	0.8289225192380278	-0.050297268056051225	10.0	10.0	pseudo_transcript_0	0.2179007842271562	-0.37626705581791203	10.0	10.0	pseudo_transcript_0	0.5414605788191849	-0.2455746143132549	10.0	10.0
pseudo_3160	pseudo_transcript_0	0.35951734961715376	-0.2581274812420366	10.0	10.0	pseudo_transcript_0	0.00573882757525089	0.3149092968638984	10.0	10.0	pseudo_transcript_0	0.283997005621072	0.06818961973717592	10.0	10.0
pseudo_3161	pseudo_transcript_0	0.5004068042202902	0.08653217700437632	10.0	10.0	pseudo_transcript_0	0.9910139289760328	0.047484731991956484	10.0	10.0	pseudo_transcript_0	0.6028843036791044	0.03241220075928768	10.0	10.0
pseudo_3162	pseudo_transcript_0	0.4758452251825488	0.12379321407526345	10.0	10.0	pseudo_transcript_0	0.9610749888133385	0.09992671164493427	10.0	10.0	pseudo_transcript_0	0.6870923624301921	0.046882433659527246	10.0	10.0
pseudo_3163	pseudo_transcript_0	0.9393845808285824	0.06754067701552142	10.0	10.0	pseudo_transcript_0	0.5820682894761038	0.12858276340965488	10.0	10.0	pseudo_transcript_0	0.6283022722597105	0.09716101393777356	10.0	10.0
pseudo_3164	pseudo_transcript_0	0.5424581545933611	-0.05086391235361326	10.0	10.0	pseudo_transcript_0	0.5208935300467452	-0.055927438197808044	10.0	10.0	pseudo_transcript_0	0.4429566575213435	0.03613822696554003	10.0	10.0
pseudo_3165	pseudo_transcript_0	0.1079552991867589	-0.24788263124814416	10.0	10.0	pseudo_transcript_0	0.33840491793961414	0.02539987433150609	10.0	10.0	pseudo_transcript_0	0.651996767757879	-0.11001531248376334	10.0	10.0
pseudo_3166	pseudo_transcript_0	0.6848780255462675	-0.09414729833028297	10.0	10.0	pseudo_transcript_0	0.8753034281318169	0.13085465263847806	10.0	10.0	pseudo_transcript_0	0.8371478947647445	-0.02881187045671904	10.0	10.0
pseudo_3167	pseudo_transcript_0	0.2453442905394133	-0.09581499555627056	10.0	10.0	pseudo_transcript_0	0.4152658247141846	0.13374060055158507	10.0	10.0	pseudo_transcript_0	0.8359717284457158	-0.07658746334035355	10.0	10.0
pseudo_3168	pseudo_transcript_0	0.3454815927532683	0.2761286151616048	10.0	10.0	pseudo_transcript_0	0.5576024081872961	-0.057177209019581836	10.0	10.0	pseudo_transcript_0	0.5158492921153133	0.0541455831750064	10.0	10.0
pseudo_3169	pseudo_transcript_0	0.5004068042202902	-0.09741758754054801	10.0	10.0	pseudo_transcript_0	0.5475581071167808	-0.06354348392235092	10.0	10.0	pseudo_transcript_0	0.2441227345789705	-0.035442052524222036	10.0	10.0
pseudo_317	pseudo_transcript_0	0.2706792158002834	0.09095399668686587	10.0	10.0	pseudo_transcript_0	0.17106733951742215	-0.09668546703359641	10.0	10.0	pseudo_transcript_0	0.9345937331085511	0.017369394204503397	10.0	10.0
pseudo_3170	pseudo_transcript_0	0.8642950108133467	-0.060368771463587906	10.0	10.0	pseudo_transcript_0	0.32273312211977645	0.08044048401947627	10.0	10.0	pseudo_transcript_0	0.4483461365119775	0.02725477306867227	10.0	10.0
pseudo_3171	pseudo_transcript_0	0.3431767186257494	-0.056574726355218215	10.0	10.0	pseudo_transcript_0	0.4247872299872554	-0.046112731333389965	10.0	10.0	pseudo_transcript_0	0.2508943288400802	-0.13378713539175516	10.0	10.0
pseudo_3172	pseudo_transcript_0	0.0708841927568403	0.40315654752374463	10.0	10.0	pseudo_transcript_0	0.5376041106401843	0.07292969995783437	10.0	10.0	pseudo_transcript_0	0.10598914016982144	0.2585154806464927	10.0	10.0
pseudo_3173	pseudo_transcript_0	0.1366209745482485	-0.06996881507619059	10.0	10.0	pseudo_transcript_0	0.6692130784762744	0.08885951551972045	10.0	10.0	pseudo_transcript_0	0.31266523085412057	0.04423802777284077	10.0	10.0
pseudo_3174	pseudo_transcript_0	0.9669692282780312	-0.10616777144210665	10.0	10.0	pseudo_transcript_0	0.42740594724560343	0.11883869673740288	10.0	10.0	pseudo_transcript_0	0.800868613899035	0.026286125001781735	10.0	10.0
pseudo_3175	pseudo_transcript_0	0.3348098069403028	0.08817246387063198	10.0	10.0	pseudo_transcript_0	0.30968308712256165	0.040397305141836	10.0	10.0	pseudo_transcript_0	0.3005549188413763	0.1460244994068216	10.0	10.0
pseudo_3176	pseudo_transcript_0	0.9465749128686826	0.12000391896569472	10.0	10.0	pseudo_transcript_0	0.16141822974126974	0.17625926209972517	10.0	10.0	pseudo_transcript_0	0.4349423082328595	0.13797317655930733	10.0	10.0
pseudo_3177	pseudo_transcript_0	0.2935791863509828	0.2676341705411276	10.0	10.0	pseudo_transcript_0	0.4987186016017148	0.0634484982087256	10.0	10.0	pseudo_transcript_0	0.2648281258294658	0.1577442288890328	10.0	10.0
pseudo_3178	pseudo_transcript_0	0.6563437862500063	0.036207495052058995	10.0	10.0	pseudo_transcript_0	0.19680950377435413	-0.05141398960528254	10.0	10.0	pseudo_transcript_0	0.1878954397589635	-0.04171902061942114	10.0	10.0
pseudo_3179	pseudo_transcript_0	0.9501717495531958	0.030596255558932205	10.0	10.0	pseudo_transcript_0	0.12138556307613063	0.25416414810321014	10.0	10.0	pseudo_transcript_0	0.3333027919718129	0.12353230262535915	10.0	10.0
pseudo_318	pseudo_transcript_0	0.2880774162932519	-0.14208394043900044	10.0	10.0	pseudo_transcript_0	0.6485624257529394	0.09412471913401053	10.0	10.0	pseudo_transcript_0	0.8571963350913151	-0.0028642495313381997	10.0	10.0
pseudo_3180	pseudo_transcript_0	0.774222019707431	0.04783741149253864	10.0	10.0	pseudo_transcript_0	0.4033318489870156	-0.22304216193870718	10.0	10.0	pseudo_transcript_0	0.5595559282582149	-0.17627276413572582	10.0	10.0
pseudo_3181	pseudo_transcript_0	0.39950786676580785	0.048033588526106785	10.0	10.0	pseudo_transcript_0	0.21179392046337342	-0.0049978174137263924	10.0	10.0	pseudo_transcript_0	0.6347278590456337	-0.005092069164100432	10.0	10.0
pseudo_3182	pseudo_transcript_0	0.30692677737219143	-0.25602806221919955	10.0	10.0	pseudo_transcript_0	0.530690802799928	-0.07315709352800191	10.0	10.0	pseudo_transcript_0	0.941780838556586	-0.18867119937810237	10.0	10.0
pseudo_3183	pseudo_transcript_0	0.8560143262705713	-0.017022983601303082	10.0	10.0	pseudo_transcript_0	0.8481618177366469	-0.04100881393860239	10.0	10.0	pseudo_transcript_0	0.7432794587591194	-0.004211906548376471	10.0	10.0
pseudo_3184	pseudo_transcript_0	0.8336204982886202	-0.08217594409132796	10.0	10.0	pseudo_transcript_0	0.7045583102248745	-0.038999470813122744	10.0	10.0	pseudo_transcript_0	0.9238232448286232	-0.06376988789088216	10.0	10.0
pseudo_3185	pseudo_transcript_0	0.5728046945070444	0.14735194012550062	10.0	10.0	pseudo_transcript_0	0.6901169786357555	0.10480456479494969	10.0	10.0	pseudo_transcript_0	0.5810310999467854	0.23717195910772157	10.0	10.0
pseudo_3186	pseudo_transcript_0	0.17848288671515866	0.13355447537147966	10.0	10.0	pseudo_transcript_0	0.6122829705788727	0.03641682714559663	10.0	10.0	pseudo_transcript_0	0.5934733252594913	0.08472188319053937	10.0	10.0
