	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene															
pseudo_3187	pseudo_transcript_0	0.9681696978333756	0.2762169686287	10.0	10.0	pseudo_transcript_0	0.41269112942034336	0.12029989464062456	10.0	10.0	pseudo_transcript_0	0.3090704697244765	0.22811591996524982	10.0	10.0
pseudo_3188	pseudo_transcript_0	0.8312707551001116	-0.01798727087537394	10.0	10.0	pseudo_transcript_0	0.8446341337748694	0.10576124504273199	10.0	10.0	pseudo_transcript_0	0.6672620934978604	0.09676655414926671	10.0	10.0
pseudo_3189	pseudo_transcript_0	0.13425600957752168	-0.05020450324927835	10.0	10.0	pseudo_transcript_0	0.5892974879526267	-0.13981417505414295	10.0	10.0	pseudo_transcript_0	0.1247413588924608	-0.04904568338626669	10.0	10.0
pseudo_319	pseudo_transcript_0	0.11095854801760162	-0.14050693831589497	10.0	10.0	pseudo_transcript_0	0.711260014124578	0.13592063758208264	10.0	10.0	pseudo_transcript_0	0.18141659111712893	-0.03585308174252894	10.0	10.0
pseudo_3190	pseudo_transcript_0	0.417435456534065	-0.0934965531669244	10.0	10.0	pseudo_transcript_0	0.24480841290953226	0.05127249331271431	10.0	10.0	pseudo_transcript_0	0.1422641523097811	-0.10794527242647221	10.0	10.0
pseudo_3191	pseudo_transcript_0	0.04949198987989078	-0.13887977065960502	10.0	10.0	pseudo_transcript_0	0.5385954059072594	-0.07735753335486496	10.0	10.0	pseudo_transcript_0	0.03560960993953137	-0.08470868825661892	10.0	10.0
pseudo_3192	pseudo_transcript_0	0.8336204982886202	0.16674151981654747	10.0	10.0	pseudo_transcript_0	0.6692130784762744	-0.04998434557858794	10.0	10.0	pseudo_transcript_0	0.8619275389211014	0.05958534084321535	10.0	10.0
pseudo_3193	pseudo_transcript_0	0.9861838745819259	-0.045446263073459815	10.0	10.0	pseudo_transcript_0	0.26549524801556745	0.26444864608102325	10.0	10.0	pseudo_transcript_0	0.429646243302528	0.141496464013227	10.0	10.0
pseudo_3194	pseudo_transcript_0	0.678251304847411	0.07610727883420663	10.0	10.0	pseudo_transcript_0	0.36718464328093314	-0.05131176261499539	10.0	10.0	pseudo_transcript_0	0.7251333493857178	0.036288696228229	10.0	10.0
pseudo_3195	pseudo_transcript_0	0.317015152312476	-0.05291454092495642	10.0	10.0	pseudo_transcript_0	0.530690802799928	-0.10269560701884162	10.0	10.0	pseudo_transcript_0	0.19043225087789362	-0.05916281476968421	10.0	10.0
pseudo_3196	pseudo_transcript_0	0.8148658928036849	-0.06794664694987144	10.0	10.0	pseudo_transcript_0	0.38664420600934646	0.23178652523849844	10.0	10.0	pseudo_transcript_0	0.65852167825097	0.03816571268577542	10.0	10.0
pseudo_3197	pseudo_transcript_0	0.7985418037363992	-0.03969011971653283	10.0	10.0	pseudo_transcript_0	0.16096921630241234	0.18851454347909594	10.0	10.0	pseudo_transcript_0	0.5474597666420045	0.0750059569318718	10.0	10.0
pseudo_3198	pseudo_transcript_0	0.2508943288400802	-0.06183221190006035	10.0	10.0	pseudo_transcript_0	0.19680950377435413	-0.09930316655141813	10.0	10.0	pseudo_transcript_0	0.08319632248692058	-0.14278653785961667	10.0	10.0
pseudo_3199	pseudo_transcript_0	0.06476518473607545	-0.09793315999690184	10.0	10.0	pseudo_transcript_0	0.8682075074157198	0.03436226271114879	10.0	10.0	pseudo_transcript_0	0.11929013669540203	-0.11460207044583148	10.0	10.0
pseudo_32	pseudo_transcript_0	0.39280199884385447	-0.09353160343182775	10.0	10.0	pseudo_transcript_0	0.788660778712248	-0.09126120798802166	10.0	10.0	pseudo_transcript_0	0.565652249091785	-0.12577123961811706	10.0	10.0
pseudo_320	pseudo_transcript_0	0.6113055527031502	-0.08195786023111622	10.0	10.0	pseudo_transcript_0	0.4696433725773971	0.07591695119363799	10.0	10.0	pseudo_transcript_0	0.8619275389211014	0.040909320759064616	10.0	10.0
pseudo_3200	pseudo_transcript_0	0.20889919006892932	-0.10638792806163731	10.0	10.0	pseudo_transcript_0	0.8682075074157198	0.07621170415385188	10.0	10.0	pseudo_transcript_0	0.2901323762719109	-0.03207651334078871	10.0	10.0
pseudo_3201	pseudo_transcript_0	0.9849826085718324	-0.20541534945118797	10.0	10.0	pseudo_transcript_0	0.4604681205240275	-0.05892487719070024	10.0	10.0	pseudo_transcript_0	0.6904189021558671	-0.06913233446962448	10.0	10.0
pseudo_3202	pseudo_transcript_0	0.4420620337291137	0.05819832922630309	10.0	10.0	pseudo_transcript_0	0.0819121470951496	-0.16370471557486327	10.0	10.0	pseudo_transcript_0	0.5335130466104181	-0.042619690205233395	10.0	10.0
pseudo_3203	pseudo_transcript_0	0.7206203838506584	-0.0991985722427352	10.0	10.0	pseudo_transcript_0	0.8270437697269465	0.09393827155066299	10.0	10.0	pseudo_transcript_0	0.5687123266912282	0.054976589487335886	10.0	10.0
pseudo_3204	pseudo_transcript_0	0.4546806605233532	-0.08044699663029621	10.0	10.0	pseudo_transcript_0	0.10760513436814077	-0.20620677523906397	10.0	10.0	pseudo_transcript_0	0.23450393211794496	-0.20515493512353136	10.0	10.0
pseudo_3205	pseudo_transcript_0	0.3961463646600252	0.07123190484213442	10.0	10.0	pseudo_transcript_0	0.1425416455912122	0.05360625881550015	10.0	10.0	pseudo_transcript_0	0.24048371525694856	0.1637054440745307	10.0	10.0
pseudo_3206	pseudo_transcript_0	0.6611082019100216	0.0797580107122826	9.0	9.0	pseudo_transcript_0	0.10727719856465097	-0.07726987916545323	10.0	10.0	pseudo_transcript_0	0.46986564621821125	-0.062060778279569184	9.0	9.0
pseudo_3207	pseudo_transcript_0	0.011438565684091444	-0.08695669975706971	10.0	10.0	pseudo_transcript_0	0.5073355572525236	0.025478101105301798	10.0	10.0	pseudo_transcript_0	0.06971657787868084	-0.029950623722670114	10.0	10.0
pseudo_3208	pseudo_transcript_0	0.8916032750885456	-0.013824322989549498	10.0	10.0	pseudo_transcript_0	0.4733415691426657	0.12215763498853575	10.0	10.0	pseudo_transcript_0	0.5139055440396638	0.06504550832117718	10.0	10.0
pseudo_3209	pseudo_transcript_0	0.2915078178833157	-0.09761992869422637	10.0	10.0	pseudo_transcript_0	0.11817044754415301	-0.2605592309175386	10.0	10.0	pseudo_transcript_0	0.03231370360806556	-0.15651647190347753	10.0	10.0
pseudo_321	pseudo_transcript_0	0.05592426866029334	0.11443682104140769	10.0	10.0	pseudo_transcript_0	0.7736744395471252	0.008036655605104304	10.0	10.0	pseudo_transcript_0	0.13076807896965748	0.07627695708053127	10.0	10.0
pseudo_3210	pseudo_transcript_0	0.9837813766090724	-0.11005659602745303	10.0	10.0	pseudo_transcript_0	0.435318296673298	0.17846617282586738	10.0	10.0	pseudo_transcript_0	0.7172420216279174	0.04379872645109651	10.0	10.0
pseudo_3211	pseudo_transcript_0	0.15759623946280776	0.30703341686961777	10.0	10.0	pseudo_transcript_0	0.8493383953067826	0.03760716580793994	10.0	10.0	pseudo_transcript_0	0.2846743431151192	0.17987494717034846	10.0	10.0
pseudo_3212	pseudo_transcript_0	0.46565626599629595	0.10228065692453377	10.0	10.0	pseudo_transcript_0	0.22470605127404553	0.07142813395692495	10.0	10.0	pseudo_transcript_0	0.3408816930889629	0.1620576164588519	10.0	10.0
pseudo_3213	pseudo_transcript_0	0.38537973946727544	0.08858268755225097	11.0	11.0	pseudo_transcript_0	0.6104906308603697	-0.11727374204622737	11.0	11.0	pseudo_transcript_0	0.37525203308648036	0.013412971722361689	11.0	11.0
pseudo_3214	pseudo_transcript_0	0.7973790723927555	-0.07105452600159178	10.0	10.0	pseudo_transcript_0	0.7782769282583035	-0.0518116119848471	10.0	10.0	pseudo_transcript_0	0.4564997432480916	0.044451252940271184	10.0	10.0
pseudo_3215	pseudo_transcript_0	0.48709845387127393	-0.0061404645834733556	10.0	10.0	pseudo_transcript_0	0.7269835726248347	0.10556058917759613	10.0	10.0	pseudo_transcript_0	0.9549690977745293	0.05455325330917621	10.0	10.0
pseudo_3216	pseudo_transcript_0	0.9190407205815102	0.07537323800874596	10.0	10.0	pseudo_transcript_0	0.43003403714604993	-0.06097721560050399	10.0	10.0	pseudo_transcript_0	0.27861758570495165	-0.11348631914126102	10.0	10.0
pseudo_3217	pseudo_transcript_0	0.5830963076983267	0.09910182733325357	10.0	10.0	pseudo_transcript_0	0.5986525433162115	-0.05160825484778498	10.0	10.0	pseudo_transcript_0	0.8172046594913763	0.08626539880499895	10.0	10.0
pseudo_3218	pseudo_transcript_0	0.1066413464489837	-0.2076177931511003	10.0	10.0	pseudo_transcript_0	0.5759050041634322	0.030053407823068794	10.0	10.0	pseudo_transcript_0	0.07621365575968632	-0.1264955789635538	10.0	10.0
pseudo_3219	pseudo_transcript_0	0.15982116206268904	0.11784389258368849	10.0	10.0	pseudo_transcript_0	0.8776709939355601	0.07459096463223923	10.0	10.0	pseudo_transcript_0	0.4011950331169999	0.04547122516939566	10.0	10.0
pseudo_322	pseudo_transcript_0	0.035084603867254115	0.30335835126835803	10.0	10.0	pseudo_transcript_0	0.20797270180388006	-0.11128802926133034	10.0	10.0	pseudo_transcript_0	0.5285759529473228	0.07574343325729883	10.0	10.0
pseudo_3220	pseudo_transcript_0	0.6039341007938405	-0.0885683246592167	10.0	10.0	pseudo_transcript_0	0.5034961717711395	-0.03347119766645512	10.0	10.0	pseudo_transcript_0	0.8832769089312894	0.01959536063269485	10.0	10.0
pseudo_3221	pseudo_transcript_0	0.8078595648018854	-0.17182679014200067	10.0	10.0	pseudo_transcript_0	0.11852434966088891	-0.12621580353748366	10.0	10.0	pseudo_transcript_0	0.2603379601948346	-0.12549631889939547	10.0	10.0
pseudo_3222	pseudo_transcript_0	0.08400318196668216	0.052521519266230506	10.0	10.0	pseudo_transcript_0	0.42391640494746474	-0.06027297594461736	10.0	10.0	pseudo_transcript_0	0.3508978963549575	0.0012535262930273479	10.0	10.0
pseudo_3223	pseudo_transcript_0	0.3333027919718129	-0.15842336711725116	10.0	10.0	pseudo_transcript_0	0.8528701250412468	0.04564141263583802	10.0	10.0	pseudo_transcript_0	0.4420620337291137	-0.03791216665091243	10.0	10.0
pseudo_3224	pseudo_transcript_0	0.33030191660588004	0.1868418754546617	10.0	10.0	pseudo_transcript_0	0.3982808187671797	0.13744818845346407	10.0	10.0	pseudo_transcript_0	0.274628816249864	0.2016996554861525	10.0	10.0
pseudo_3225	pseudo_transcript_0	0.1992459960948203	0.2291853803275419	10.0	10.0	pseudo_transcript_0	0.9586816837609335	0.016473812150906115	10.0	10.0	pseudo_transcript_0	0.6893093871375393	0.18034595318158564	10.0	10.0
pseudo_3226	pseudo_transcript_0	0.3787803693869589	-0.07157343831644987	10.0	10.0	pseudo_transcript_0	0.6757876083025246	0.11858484554791998	10.0	10.0	pseudo_transcript_0	0.5830963076983267	-0.010240879465137742	10.0	10.0
pseudo_3227	pseudo_transcript_0	0.8654792051442912	0.012827943625999668	10.0	10.0	pseudo_transcript_0	0.9574851695260254	0.035099827733488104	10.0	10.0	pseudo_transcript_0	0.9921906200326256	0.05847566623216982	10.0	10.0
pseudo_3228	pseudo_transcript_0	0.23867860786799833	0.29082675507603944	10.0	10.0	pseudo_transcript_0	0.2983797951566026	-0.2393650385930054	10.0	10.0	pseudo_transcript_0	0.7398658333583217	0.014391880735106258	10.0	10.0
pseudo_3229	pseudo_transcript_0	0.7206203838506584	0.022719187299000455	10.0	10.0	pseudo_transcript_0	0.47612570758469397	-0.05963255300802134	10.0	10.0	pseudo_transcript_0	0.5325237664493164	-0.07792727980136381	10.0	10.0
pseudo_323	pseudo_transcript_0	0.10214208375731658	0.6663873496229562	10.0	10.0	pseudo_transcript_0	0.4996721838250838	0.08145970211198465	10.0	10.0	pseudo_transcript_0	0.15937428773344575	0.3237231140657291	10.0	10.0
pseudo_3230	pseudo_transcript_0	0.7535504258423709	-0.05193085398244283	10.0	10.0	pseudo_transcript_0	0.2713402362458731	0.1377898827029093	10.0	10.0	pseudo_transcript_0	0.6705515051555231	0.03118933304522108	10.0	10.0
pseudo_3231	pseudo_transcript_0	0.14349637093543435	-0.2305758499892044	10.0	10.0	pseudo_transcript_0	0.4195780118653536	0.16680785703523723	10.0	10.0	pseudo_transcript_0	0.7183675317273808	0.02215441509655544	10.0	10.0
pseudo_3232	pseudo_transcript_0	0.10501676661228684	-0.2872523224401409	10.0	10.0	pseudo_transcript_0	0.19942675638671015	-0.11179966110583443	10.0	10.0	pseudo_transcript_0	0.01675781958560533	-0.14108160502721978	10.0	10.0
pseudo_3233	pseudo_transcript_0	0.42876722131714096	-0.11936245307765703	10.0	10.0	pseudo_transcript_0	0.021887407229134053	0.24386267103368264	10.0	10.0	pseudo_transcript_0	0.3953086653517828	0.1352505683942423	10.0	10.0
pseudo_3234	pseudo_transcript_0	0.055538820212185584	-0.1795777311725613	10.0	10.0	pseudo_transcript_0	0.216781131580289	0.15915760632549172	10.0	10.0	pseudo_transcript_0	0.8242306507219958	-0.05185001039421214	10.0	10.0
pseudo_3235	pseudo_transcript_0	0.18890715512142553	0.23025410512255054	10.0	10.0	pseudo_transcript_0	0.7023294651919323	0.09391477993461071	10.0	10.0	pseudo_transcript_0	0.22172104653882152	0.15105342317539197	10.0	10.0
pseudo_3236	pseudo_transcript_0	0.43317278397071246	-0.171712308666036	10.0	10.0	pseudo_transcript_0	0.26292551350929005	0.03694135118249031	10.0	10.0	pseudo_transcript_0	0.7915721911996434	-0.04647603275499727	10.0	10.0
pseudo_3237	pseudo_transcript_0	0.3869906923845936	0.07487812480669812	10.0	10.0	pseudo_transcript_0	0.35612029573396853	0.1092488555951849	10.0	10.0	pseudo_transcript_0	0.1506341061740813	0.10627699174990919	10.0	10.0
pseudo_3238	pseudo_transcript_0	0.958568189394763	0.0958456676725189	10.0	10.0	pseudo_transcript_0	0.48735146705732524	-0.01896666152495938	10.0	10.0	pseudo_transcript_0	0.7398658333583217	-0.021427970235362425	10.0	10.0
pseudo_3239	pseudo_transcript_0	0.31050507543656136	0.26136810963791335	10.0	10.0	pseudo_transcript_0	0.017410980719503144	-0.18346390202547588	10.0	10.0	pseudo_transcript_0	0.7037843875403609	-0.005657645692295446	10.0	10.0
pseudo_324	pseudo_transcript_0	0.3690707012454867	0.1971812342158814	10.0	10.0	pseudo_transcript_0	0.6207385445383248	0.14917759207758416	10.0	10.0	pseudo_transcript_0	0.23688308328546548	0.23533749540809504	10.0	10.0
pseudo_3240	pseudo_transcript_0	0.8737768783877539	0.24026908215938217	10.0	10.0	pseudo_transcript_0	0.028184631640725506	0.12174962468592056	10.0	10.0	pseudo_transcript_0	0.08785268499768052	0.14824323890028687	10.0	10.0
pseudo_3241	pseudo_transcript_0	0.05345821893168324	-0.1866977659039325	10.0	10.0	pseudo_transcript_0	0.7956043911691003	-0.09212605138307868	10.0	10.0	pseudo_transcript_0	0.12772707501231445	-0.1310877739814472	10.0	10.0
pseudo_3242	pseudo_transcript_0	0.06697862783045225	-0.2994919758066037	10.0	10.0	pseudo_transcript_0	0.3874684478791385	0.0661691821359815	10.0	10.0	pseudo_transcript_0	0.22979651982967386	-0.12447916215499695	10.0	10.0
pseudo_3243	pseudo_transcript_0	0.8465701175589408	0.06985345609221008	10.0	10.0	pseudo_transcript_0	0.9228388228631187	0.017835768423799542	10.0	10.0	pseudo_transcript_0	0.941780838556586	0.07940345880633563	10.0	10.0
pseudo_3244	pseudo_transcript_0	0.3026690042372927	0.08543587687964517	10.0	10.0	pseudo_transcript_0	0.0675050361959729	0.002708828990161699	10.0	10.0	pseudo_transcript_0	0.852470256369866	-0.029038744371637226	10.0	10.0
pseudo_3245	pseudo_transcript_0	0.20349528780093518	0.3446812738911575	10.0	10.0	pseudo_transcript_0	0.5830984918863905	-0.1480415564710125	10.0	10.0	pseudo_transcript_0	0.74441846518788	0.007164894305357508	10.0	10.0
pseudo_3246	pseudo_transcript_0	0.724004208446303	0.26342866613279764	10.0	10.0	pseudo_transcript_0	0.31471608706241005	0.06085310115383069	10.0	10.0	pseudo_transcript_0	0.37148348761856786	0.1490948089319856	10.0	10.0
pseudo_3247	pseudo_transcript_0	0.200302190580113	-0.17318698580575564	10.0	10.0	pseudo_transcript_0	0.18559211513956375	0.2093463285771543	10.0	10.0	pseudo_transcript_0	0.9753739348682837	0.030805765388529412	10.0	10.0
pseudo_3248	pseudo_transcript_0	0.8637980603816939	-0.062483731197358366	9.0	9.0	pseudo_transcript_0	0.9911533002531483	0.20407917864872557	9.0	9.0	pseudo_transcript_0	0.8376528315305157	0.09243710683413907	9.0	9.0
pseudo_3249	pseudo_transcript_0	0.28399699825478364	0.10955601220483663	10.0	10.0	pseudo_transcript_0	0.8328980458882244	0.03599926365748159	10.0	10.0	pseudo_transcript_0	0.5555094960248236	0.1546437064188379	10.0	10.0
pseudo_325	pseudo_transcript_0	0.7811490968692613	0.04310051946387622	10.0	10.0	pseudo_transcript_0	0.3338781974123596	0.06513604621107964	10.0	10.0	pseudo_transcript_0	0.662886148420479	0.029828159109054005	10.0	10.0
pseudo_3250	pseudo_transcript_1	0.42432618627751484	-0.05207923728096136	9.0	9.0	pseudo_transcript_0	0.1821240209452203	-0.17425789745925613	10.0	10.0	pseudo_transcript_0	0.6904188976652279	-0.17842014417393534	10.0	10.0
pseudo_3251	pseudo_transcript_0	0.43494231525884197	0.18135535225491217	10.0	10.0	pseudo_transcript_0	0.7690798941286277	0.047207168243346476	10.0	10.0	pseudo_transcript_0	0.6113055527031502	0.19350244957368998	10.0	10.0
pseudo_3252	pseudo_transcript_0	0.5080972702856276	0.0034460442295243254	10.0	10.0	pseudo_transcript_0	0.005281027430034042	-0.26174202682145514	10.0	10.0	pseudo_transcript_0	0.027120737744744463	-0.09932299222997808	10.0	10.0
pseudo_3253	pseudo_transcript_0	0.7217477214250747	0.08853464004210325	10.0	10.0	pseudo_transcript_0	0.8800396544803132	0.052548306986483745	10.0	10.0	pseudo_transcript_0	0.7387290908703122	0.046651883687335215	10.0	10.0
pseudo_3254	pseudo_transcript_0	0.22001736619964296	0.2539208025616827	10.0	10.0	pseudo_transcript_0	0.36004748671192643	0.19892699271298686	10.0	10.0	pseudo_transcript_0	0.0935974389963929	0.14730210827747225	10.0	10.0
pseudo_3255	pseudo_transcript_0	0.8904130416502724	0.18288886306691646	10.0	10.0	pseudo_transcript_0	0.6539714848932698	0.27260472690981297	10.0	10.0	pseudo_transcript_0	0.6804574823817391	0.20762014622316838	10.0	10.0
pseudo_3256	pseudo_transcript_0	0.2490346617502005	-0.3962288564661218	10.0	10.0	pseudo_transcript_0	0.9359668959382486	-0.09816975031674828	10.0	10.0	pseudo_transcript_0	0.417435456534065	-0.18415989875283378	10.0	10.0
pseudo_3257	pseudo_transcript_0	0.9861838743705956	0.10281963644593961	10.0	10.0	pseudo_transcript_0	0.7805811004456864	0.07143731645534782	10.0	10.0	pseudo_transcript_0	0.5810310941622785	0.09623768270577791	10.0	10.0
pseudo_3258	pseudo_transcript_0	0.35479946932012696	0.15687980940476767	10.0	10.0	pseudo_transcript_0	0.8048876888113613	0.011323016827054824	10.0	10.0	pseudo_transcript_0	0.4261364389793987	0.07690389128773847	10.0	10.0
pseudo_3259	pseudo_transcript_0	0.5285759529473228	0.2906807043527589	10.0	10.0	pseudo_transcript_0	0.10276873801370812	0.4149734859103669	10.0	10.0	pseudo_transcript_0	0.015303900341202077	0.21385586775978893	10.0	10.0
pseudo_326	pseudo_transcript_0	0.4054316242635465	0.10041291739444512	10.0	10.0	pseudo_transcript_0	0.83524237634594	0.07610929058841863	10.0	10.0	pseudo_transcript_0	0.38123213555496693	0.13516007535139843	10.0	10.0
pseudo_3260	pseudo_transcript_0	0.06925397450737049	0.1143252130716796	10.0	10.0	pseudo_transcript_0	0.2976826056054148	-0.08513455969025331	10.0	10.0	pseudo_transcript_0	0.36030747762666726	0.0356830102302674	10.0	10.0
pseudo_3261	pseudo_transcript_0	0.2552711813226629	0.41946780609083195	10.0	10.0	pseudo_transcript_0	0.3506677901156454	0.21492995824441605	10.0	10.0	pseudo_transcript_0	0.2110896137972783	0.22116571601453136	10.0	10.0
pseudo_3262	pseudo_transcript_0	0.18006189855747123	-0.44902705909732715	9.0	9.0	pseudo_transcript_0	0.9922120308014091	0.6125469089768278	10.0	10.0	pseudo_transcript_0	0.3728956927448065	-0.2922359240006524	9.0	9.0
pseudo_3263	pseudo_transcript_0	0.5748561062534647	-0.06807226520407329	10.0	10.0	pseudo_transcript_0	0.9586816837609335	0.24741502654971934	10.0	10.0	pseudo_transcript_0	0.6039341007938405	0.00852845759707875	10.0	10.0
pseudo_3264	pseudo_transcript_0	0.2453442833183962	0.23974037563534187	10.0	10.0	pseudo_transcript_0	0.6143920863211951	0.06949296221517372	10.0	10.0	pseudo_transcript_0	0.28399699825478364	0.1002663816951258	10.0	10.0
pseudo_3265	pseudo_transcript_0	0.7489800454241207	-0.11909320287651337	10.0	10.0	pseudo_transcript_0	0.0014211464406832484	-0.23858309316245715	10.0	10.0	pseudo_transcript_0	0.034566219695713385	-0.10156406025073457	10.0	10.0
pseudo_3266	pseudo_transcript_1	0.6773025923016888	0.07594903056078241	9.0	9.0	pseudo_transcript_1	0.45467571582518673	0.18875962890680564	9.0	9.0	pseudo_transcript_1	0.343005822577224	0.04219183388382632	9.0	9.0
pseudo_3267	pseudo_transcript_0	0.6959764191581871	-0.12022587739305844	10.0	10.0	pseudo_transcript_0	0.9970045867031121	0.07902048982829307	10.0	10.0	pseudo_transcript_0	0.6650726946309774	-0.0008076355904491442	10.0	10.0
pseudo_3268	pseudo_transcript_0	0.6848780255462675	-0.06359153700555198	10.0	10.0	pseudo_transcript_0	0.9790344708556299	0.010126815196429625	10.0	10.0	pseudo_transcript_0	0.5646339835930199	-0.03752451939669079	10.0	10.0
