		gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma
		Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
		Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene	transcripts												
LH13619	CUFF.42773.8	0.9529369971861685	0.054571233340264015	10	10	0.02997211592336243	0.18930897192460894	10	10	0.19102082915751073	0.1302356983397693	10	10
LH13621	ENST00000591892	0.3312228064485502	-0.13746444654374482	10	10	0.20064924061263645	0.058324097947098176	10	10	0.9744798311804572	0.0353037103141303	10	10
LH13623	ENST00000415586	0.1735243223710824	-0.1433456219346169	7	7	0.5773926628451825	-0.14147458370290952	7	7	0.22706355800128586	-0.1498210349525557	7	7
LH13625	ENST00000590703,ENST00000593175	0.2527927881684454	0.2326941275702339	8	8	0.9956317515137819	0.03296272340559208	8	8	0.44004517877394544	0.08105626836208335	8	8
LH13626	ENST00000589489	0.8689713546498478	0.07496924870154859	10	10	0.025610421129384615	0.27746404223942767	10	10	0.2136524480897628	0.2062078041328855	10	10
LH13629	CUFF.42789.1	0.9892040107223066	0.051198404791382636	10	10	0.9708334672142459	0.04266358500712814	10	10	0.9721816101778743	0.03181515053073153	10	10
LH13630	CUFF.42793.1	0.7234693373573775	-0.010592019690984425	10	10	0.7101344135427656	0.07205643725314184	10	10	0.9841344511103534	0.04610288605431203	10	10
LH13632	CUFF.42803.1,CUFF.42803.2	0.03843253410862049	0.27660971238371435	9	9	0.47789012752102944	0.04830200657199251	9	9	0.0245357181557089	0.14896020152205683	9	9
LH13633	CUFF.42805.1	0.5877421462483281	0.10903043596368779	10	10	0.2953269527296194	0.060312972480919796	10	10	0.338509964020953	0.0633156059103445	10	10
LH13636	P1P2	0.337565638627902	0.09509705801396894	10	10	0.041662643040415906	-0.17105077338475028	10	10	0.6150277682691149	-0.047915079536833605	10	10
LH13644	CUFF.42849.1	0.5349573649949089	0.06325830676449852	9	9	0.8440619527590565	0.014275422298854964	9	9	0.6537840512446864	0.04687956328613335	9	9
LH13645	CUFF.42859.1	0.05760610155118083	0.22334690446982094	10	10	0.13400181173703066	-0.05921980476700702	10	10	0.664057537707075	0.05804601578459704	10	10
LH13646	ENST00000472053	0.06713940243009983	0.139288749842392	10	10	0.9364380115430934	0.02195922826479732	10	10	0.19121651789537075	0.029899854631581953	10	10
LH13647	CUFF.42881.1	0.2937356291363815	0.20977502173410034	10	10	0.4574433878327967	0.12709245099095778	10	10	0.2558000061824447	0.08014019608230945	10	10
LH13651	CUFF.42882.2	0.12855861022834023	-0.17617054030303958	10	10	0.19923482965272	-0.16458257930031328	10	10	0.027371817208979365	-0.11130080029888993	10	10
LH13652	CUFF.42882.3	0.5087889536617367	-0.14923136659696692	10	10	0.7303851688930316	-0.1950582834500775	10	10	0.3061189468241282	-0.04861474096412866	10	10
LH13655	CUFF.42914.1	0.7399302395812313	-0.08009937576443532	10	10	0.2874279296018444	-0.10251933714563578	10	10	0.3188202522517056	-0.09673061468504711	10	10
LH13656	P1P2	0.24842606503496079	-0.023597910161663817	10	10	0.9919603242246536	0.026544489687969252	10	10	0.44040324100864137	-0.05466499253948127	10	10
LH13657	ENST00000412161	0.0775906253725852	-0.05420697465589635	9	9	0.008269025401810527	-0.1771249792656001	10	10	0.028768394861850437	-0.11087622412223831	9	9
LH13658	P1P2	0.02102708216074196	-0.26872404241964354	10	10	0.9662428674764805	-0.0925486713659162	10	10	0.04237734241295722	-0.15378228926905876	10	10
LH13660	P1P2	0.06765693769131254	0.31877558854154703	10	10	0.0777408162823601	-0.31386767785713304	10	10	0.9450852224001535	-0.04220882421579478	10	10
LH13661	CUFF.42937.1	0.6879659864796914	-0.0019292485562131811	10	10	0.2650857860840553	-0.052092415727358725	10	10	0.6707669977297868	-0.025618910745991975	10	10
LH13662	CUFF.42936.5	0.5263012802725016	-0.002710050391478184	10	10	0.5743286980486336	-0.14232078928305283	10	10	0.5311447731074381	-0.0725154198372655	10	10
LH13663	CUFF.42938.1	0.017692719476674192	0.34772631604476584	10	10	0.129720715014802	-0.1421972806934949	10	10	0.4288797546699218	0.07632067174316204	10	10
LH13667	CUFF.43018.2	0.08508501013047441	0.2641571351712415	10	10	0.49777268718392054	-0.02992594369954996	10	10	0.28173567261154653	0.09462737830039579	10	10
LH13668	ENST00000603032	0.7399302395812313	-0.03813890547607367	10	10	0.36829086338511496	-0.13511372021640308	10	10	0.5668788637160387	-0.05951166567746874	10	10
LH13674	CUFF.43057.8	0.9650953864051947	0.12731178494563059	10	10	0.7740864926411839	-0.03640336872598821	10	10	0.6013171535779478	0.03476507081568649	10	10
LH13679	CUFF.43069.1	0.29188636643614774	-0.07800245579836011	10	10	0.9249959939306514	0.030593510137851828	10	10	0.36381511782226617	-0.08978959851996464	10	10
LH13680	ENST00000604521	0.5548704890385345	0.0782878636991298	10	10	0.37724632227112176	0.046685374828238035	10	10	0.41258462930817263	0.13776534225346812	10	10
LH13681	CUFF.43094.1	0.9970936312934957	0.057200347893216784	9	9	0.5054182006683183	0.10879862079594273	9	9	0.578155212931988	0.06756380163717368	9	9
LH13687	CUFF.43217.1	0.09954547587609551	-0.01828541098351466	10	10	0.7243325956819611	0.04848706124791808	10	10	0.10462010031881164	-0.0009416653139406409	10	10
LH13688	CUFF.43220.1	0.367066096743334	0.09455870536508487	10	10	0.8971472187246574	-0.015592787244933964	10	10	0.6053353592533083	0.03885135583183282	10	10
LH13689	CUFF.43221.1	0.9446845382876571	-0.05563562720895685	10	10	0.915396577040666	-0.007916698623466565	10	10	0.8165369899898711	-0.055801502068112074	10	10
LH13690	CUFF.43218.1	0.24513722048055375	-0.16508388821187522	10	10	0.4572691126534001	0.20752390822674824	10	10	0.7955641373504554	0.06276393916824746	10	10
LH13691	CUFF.43353.10,CUFF.43353.9,CUFF.43353.4	0.9149397584529746	-0.08184545606284886	10	10	0.8149379288923206	0.022712252428093226	10	10	0.7593328290166506	0.0008738425988620938	10	10
LH13693	TUCPT_00001985	0.4711511918961907	-0.3561937692748094	10	10	0.5633923160340506	-0.18873247508948787	10	10	0.8865593441780442	-0.2793413975692949	10	10
LH13695	CUFF.43289.1	0.17427719896135996	-0.14444206257919942	10	10	0.577865185508216	-0.0853449366467906	10	10	0.1514657436841407	-0.13680194598350545	10	10
LH13696	CUFF.43335.8,CUFF.43335.11	0.07412715769270878	-0.16218064000901533	10	10	0.5399202356325103	0.03522559864571078	10	10	0.14309937767302316	-0.0308184166751522	10	10
LH13699	P1P2	0.7935536984368281	-0.07635375271349827	10	10	0.29879459704180167	0.18136346130443118	10	10	0.7475134213583758	0.05908836830625339	10	10
LH13706	CUFF.43327.5	0.24842606503496079	-0.20270507319262818	10	10	0.18779481384789365	-0.09629086264375135	10	10	0.09523791787688747	-0.10071800478284128	10	10
LH13707	ENST00000586101	0.43951966946985477	-0.03292939272009421	10	10	0.9442262340754444	-0.029095496017671293	10	10	0.5509837694588019	-0.006927720549930502	10	10
LH13709	NLT_00006522	0.23454653752449128	-0.23256344205187407	10	10	0.877135947486259	0.1377497407914797	10	10	0.28457966965408354	0.050798362118764706	10	10
LH13718	CUFF.40364.2,CUFF.40364.3	0.25055655147291056	0.10538874595156526	10	10	0.009983679902094781	-0.13127980220976884	10	10	0.355651767570784	0.00930444117430032	10	10
LH13727	ENST00000606441	0.6744545232789501	0.018349560669774556	10	10	0.43172229009496144	0.18699847710094766	10	10	0.3461275754776828	0.08672629161548047	10	10
LH13729	CUFF.40384.1	0.9639479776007702	0.008149542385752004	10	10	0.2595707320314894	0.10465833350672844	10	10	0.33909208450036654	0.021875250290086235	10	10
LH13735	CUFF.40460.2	0.6589619865037917	0.0472149878983683	10	10	0.15321729024799377	-0.19029244326925143	10	10	0.41357162128308256	-0.04081457740491538	10	10
LH13738	CUFF.40433.1	0.0009065870637769233	0.21753034411510805	10	10	0.9520197917296136	-0.010098303579870007	10	10	0.008866794190055358	0.13239170487328403	10	10
LH13739	CUFF.40432.1	0.20762354404947936	0.2361301749723436	10	10	0.23026808664759835	0.09545125020819784	10	10	0.1015748088283196	0.15456876929544902	10	10
LH13743	CUFF.40520.11	0.09010347545875592	-0.0552543450726141	10	10	0.8590114339508921	-0.039339955273687305	10	10	0.25797658121373745	-0.059032464616466516	10	10
LH13747	CUFF.40529.12	0.2067940277993665	0.06139550403024612	10	10	0.656879395475652	0.04941328539524433	10	10	0.27055293058212115	0.04820117091897427	10	10
LH13748	CUFF.40534.1	0.0827128642875316	0.23536801926763098	10	10	0.8176210331605754	-0.1046076359046469	10	10	0.26359717590350995	0.08113860524039095	10	10
LH13751	ENST00000606627	0.1772164752894143	-0.16661767911713546	10	10	0.5080505808418285	0.047745016458706	10	10	0.5296338394764486	-0.044480909657142444	10	10
LH13753	P1P2	0.3606777959844131	0.17046355456440387	10	10	0.05077410850194263	-0.1636157866654182	10	10	0.5345523487093519	-0.04018854325651103	10	10
LH13755	NLT_00006541	0.08358320521050869	0.1455967685832197	10	10	0.37880382630628795	-0.03360773503084636	10	10	0.45801704580581615	0.12956331580571345	10	10
LH13759	ENST00000414740	0.7105632160675341	0.07756674829891295	10	10	0.2210080836764332	-0.11480448553769905	10	10	0.3324364673489585	-0.03155970152274252	10	10
LH13760	CUFF.40945.37,CUFF.40945.41	0.4477415958288268	0.021023408435398322	10	10	0.3701327773247781	0.10559729354760224	10	10	0.1763919334435008	0.05249754441419463	10	10
LH13761	CUFF.40945.32,CUFF.40945.38,CUFF.40945.39	0.11683976894484926	-0.1444172002321373	10	10	0.0945597550407967	0.16562412427454526	10	10	0.9574792771688719	-0.020889699568814823	10	10
LH13763	ENST00000607711	0.5762921489670123	0.08013029295392789	10	10	0.22892859741087002	0.3598650221794893	10	10	0.37333111427261534	0.12255131921793401	10	10
LH13764	CUFF.40650.1	0.12413173523874785	0.05946769078828801	10	10	0.8328647893068173	-0.04826714589538126	10	10	0.43123779962410047	0.09964877368530456	10	10
LH13765	CUFF.40717.5	0.5905216234566264	-0.09920602804666563	10	10	0.6994444977371455	-0.023183623578197716	10	10	0.4332649512175688	0.047847654342547834	10	10
LH13768	CUFF.40720.3	0.2861254172803369	-0.05539363366208353	10	10	0.5762921484720342	-0.07605072540601637	10	10	0.21195932076940494	-0.05686287392605338	10	10
LH13773	CUFF.40728.1	0.47719656768829355	0.27725692939753166	10	10	0.061498571732161576	-0.10161509652006062	10	10	0.4998809207323722	0.04901142235228658	10	10
LH13774	CUFF.40728.2	0.08312151719727731	-0.4265158022158149	10	10	0.6137806717968353	-0.33178914054583697	10	10	0.07080465639165014	-0.29789016813716823	10	10
LH13775	CUFF.40763.8	0.2790483531571778	0.016192682753476295	9	9	0.29554551922766303	0.10297744547862535	9	9	0.8970028078808211	0.061505645331082215	9	9
LH13778	CUFF.40818.12	0.7917784261738673	-0.20347739238143658	10	10	0.5739363883076536	0.10644916704646057	10	10	0.8511757563573975	-0.10996021167373864	10	10
LH13779	ENST00000608931	0.00770885026645725	0.18419410723961818	9	9	0.8721866968893504	-0.19689924799848846	9	9	0.04643861506795253	0.11923307357517039	8	8
LH13780	CUFF.40819.6	0.38067804734669475	0.234111594471113	10	10	0.8391602912306535	-0.09102445598496593	10	10	0.4172025316098841	0.07576857374231823	10	10
LH13783	CUFF.40808.1	0.6597957649321631	0.03850661769563751	10	10	0.941476802205645	0.14857880224608558	10	10	0.4650308427508614	0.16252379032631561	10	10
LH13785	CUFF.40821.1,CUFF.40821.2	0.6333293445695911	-0.006411895397060339	10	10	0.16904279758059781	-0.13236954976926685	10	10	0.43801634863521266	-0.06939072258316359	10	10
LH13786	CUFF.40822.1	0.4586643567580626	0.08144965367321763	10	10	0.9896633882349466	-0.022096051594093363	10	10	0.9455440430803737	0.09485556653630019	10	10
LH13788	ENST00000456172	0.6660625171394132	0.016044079435108882	10	10	0.04810770211920435	-0.270385470629096	10	10	0.16752763109456326	-0.15800626600330567	10	10
LH13793	CUFF.40834.1	0.7135673901352575	-0.10007090398678346	10	10	0.6494042075250086	0.0735618168011508	10	10	0.6868067248443999	-0.06044193591066901	10	10
LH13794	CUFF.40835.1	0.6223005548522058	0.035157908502046	10	10	0.42869309931370936	0.03273411885689651	10	10	0.4309004765145865	0.029998278813775998	10	10
LH13795	ENST00000607175	0.90991663989535	0.13236462238455463	10	10	0.2512695395079795	-0.07956932034547744	10	10	0.5024484160276669	-0.0259341942879696	10	10
LH13796	CUFF.40860.6	0.04218483466582011	-0.17251804770642631	10	10	0.7170061755734551	0.08867433502053257	10	10	0.21217042986963597	-0.021292915563949393	10	10
LH13797	CUFF.40887.4	0.7412349867954302	0.039192047693683896	10	10	0.381304050435209	0.011151557031271256	10	10	0.9253751719226513	0.002463255563458814	10	10
LH13799	CUFF.40874.1	0.7815918205930446	-0.04207651192912117	10	10	0.2786495482845607	-0.2551434346912351	10	10	0.3179815364865859	-0.16615040901559755	10	10
LH13800	P1P2	0.46409340692825185	0.042402276668909	10	10	0.9616533862444133	0.031119886667133407	10	10	0.6383158342964799	0.019339749447644165	10	10
LH13801	CUFF.40889.1	0.6960361472636123	-0.039177364802002755	10	10	0.39331786754004383	0.19382832303575873	10	10	0.5135304743230823	0.09530010343598061	10	10
LH13809	CUFF.40923.1	0.9012489331702634	-0.20739305208024883	10	10	0.7926659277005933	-0.31450909659774956	10	10	0.7915643533244849	-0.21360414286366478	10	10
LH13813	P1P2	0.11764799165752061	-0.16663883732670703	10	10	0.06472542245360151	0.1470242071188164	10	10	0.9418739961787419	-0.04048000411275337	10	10
LH13814	CUFF.40935.1	0.4412253876148663	0.04148891404851033	10	10	0.8310680227612043	-0.05964578428876328	10	10	0.7676842047685009	0.03524473622943608	10	10
LH13815	ENST00000434086	0.7582631758219107	0.018252611587614303	10	10	0.1932555600510636	-0.15146181462967287	10	10	0.27483692629648615	-0.12621060456652847	10	10
LH13818	CUFF.40994.1	0.8382602935106463	0.04466462581321138	10	10	0.027615675485691906	0.3507920630167622	10	10	0.048329358296838126	0.1552357423134074	10	10
LH13819	CUFF.40996.1	0.8319662964912121	0.05338004154652847	10	10	0.05267818902927811	0.17153982779533658	10	10	0.2063166370997559	0.1413879915475049	10	10
LH13829	CUFF.41359.6,CUFF.41359.8,ENST00000602516	0.39172412921043887	-0.06480057296455233	10	10	0.09264471322732966	-0.2576337563135335	10	10	0.07382328346055697	-0.17447280087310235	10	10
LH13831	P1P2	0.8916825578070384	0.22095302861538088	10	10	0.2550960492510931	-0.14894524523839617	10	10	0.5981112845433663	0.04341489403740162	10	10
LH13832	CUFF.41016.1	0.5361195696072844	0.17231410656729904	10	10	0.14879367227603432	-0.081659338605431	10	10	0.6146225573116078	-0.03275526199291765	10	10
LH13834	CUFF.41018.1	0.8006654030567542	0.040195157125228365	10	10	0.6288261066935664	-0.0816151603281081	10	10	0.46679357792768994	-0.031419434922659174	10	10
LH13835	CUFF.41017.1	0.4879676634094008	0.18093466592304805	10	10	0.032733640432376705	0.29920019959275873	10	10	0.031625653726118266	0.22761912534326512	10	10
LH13838	CUFF.41035.13,CUFF.41035.3	0.814720516919378	0.06175986693324955	9	9	0.2804417843143765	0.1947205212043153	10	10	0.4576891642785883	0.018978829755064434	9	9
LH13839	CUFF.41035.16	0.1061011809665909	-0.08215015340010644	10	10	0.227372881687393	0.029613314448444204	10	10	0.8322417768803736	-0.07336001062135201	10	10
LH13840	P1P2	0.37044031903899544	-0.049711447751144645	10	10	0.8894071176883162	-0.02878345032356582	10	10	0.3138096633273628	-0.07605707609930352	10	10
LH13848	P1P2	0.1847259680398904	0.05513498491274421	10	10	0.9121994413649143	0.010883267318353818	10	10	0.5094523329454431	0.10637359809593379	10	10
LH13849	CUFF.41079.1	0.7984411897155402	0.0695819360281609	10	10	0.6337394071698705	0.08468784575068855	10	10	0.6203061645255141	0.1333696053663116	10	10
LH13853	CUFF.41038.1	0.8812801123201376	-0.5212723962794136	9	9	0.20689076435484577	-0.6532491532709245	9	9	0.6109781310680067	-0.5206425754067325	9	9
LH13858	CUFF.41056.1	0.24211075632918788	0.08515900495919343	10	10	0.3725975469313435	-0.022335691809197266	10	10	0.2253367039474249	-0.029661479086260212	10	10
LH13860	P1P2	0.2544834024133086	-0.07486800414680016	9	9	0.7538854047958291	-0.23962606256689314	10	10	0.742316747751813	-0.0906299400559664	9	9
LH13861	CUFF.41134.1	0.601298703254765	-0.16883221464595263	10	10	0.3092230316129979	0.16354591618676162	10	10	0.9025147917876977	0.006877104153688089	10	10
LH13862	CUFF.41077.1	0.16081124943387037	-0.16321152880505796	10	10	0.37600316598175465	-0.07159383301183321	10	10	0.07419622388440063	-0.11338494730667799	10	10
LH13863	P1P2	0.749515530136287	-0.07741866418979355	10	10	0.2699303670841722	0.12833369040235523	10	10	0.7128494446886927	0.006568530445401716	10	10
LH13864	CUFF.41095.2	0.4570948757396679	0.048959086371874024	10	10	0.679509317389227	-0.031153728808749837	10	10	0.8584119553967784	0.03920303380547085	10	10
LH13865	CUFF.41096.1,CUFF.41096.2	0.4567465122581843	0.047158762442805535	10	10	0.8866777935347587	-0.06828967744077523	10	10	0.46926762292833246	0.02392798327602384	10	10
LH13865	CUFF.41096.3	0.16871710767919712	-0.12163805646385771	5	5	0.2902699453302171	-0.13491905885314504	5	5	0.04017063949126311	-0.11381930975580183	5	5
LH13867	CUFF.41105.2	0.7295194769754122	-0.03466089559534675	10	10	0.11470581880384896	0.11541880659227427	10	10	0.4441691011075738	0.02712587291171344	10	10
LH13868	CUFF.41105.3	0.8948696686060208	-0.03238258003592789	10	10	0.0026028669240159316	0.2571977546671725	10	10	0.08107594990736078	0.17343913337573139	10	10
LH13870	CUFF.41108.1	0.6008979728919474	0.1557407231355746	10	10	0.5721725670797465	0.12221403105830309	10	10	0.8851937778562078	0.07931912106043883	10	10
LH13872	CUFF.41109.1	0.6276003348045038	0.05837833363133658	10	10	0.3901343146916144	0.1595305142796661	10	10	0.26089861071393006	0.03869269211260442	10	10
LH13873	CUFF.41110.1	0.8576549631223626	-0.009038469418820352	10	10	0.5285588590600885	0.07138305419299314	10	10	0.9098222441287906	0.057091286797962305	10	10
LH13875	CUFF.41121.1	0.423672014955804	0.059180882481918	10	10	0.3387272113912423	0.18068752146426667	10	10	0.27205967178744817	0.09836176412028752	10	10
LH13877	CUFF.41165.12	0.4843627920846335	-0.18264296578064176	10	10	0.42067595154262427	0.08193679540843314	10	10	0.8697421454032079	0.03923024364727747	10	10
LH13879	CUFF.41156.1	0.692633924552176	-0.13282644233928476	10	10	0.7582631755179773	-0.04637449070929223	10	10	0.8856489289489642	-0.019535851037245918	10	10
LH13884	CUFF.41183.1	0.4812856896276294	0.20485031040814386	9	9	0.38665055727387543	-0.20417320936644479	10	10	0.7728292276890202	0.06525461640015005	9	9
LH13886	P1P2	0.5583490662059429	-0.10587221689496597	10	10	0.227372881687393	0.10115109799208083	10	10	0.4486432700561308	0.02156837322335801	10	10
LH13888	CUFF.41212.1	0.14637860637874406	0.3345052243725983	10	10	0.49631350422332254	0.09191039368038818	10	10	0.11916225867346057	0.20992370381884543	10	10
LH13889	CUFF.41221.8,CUFF.41221.9,CUFF.41221.10,CUFF.41221.11,CUFF.41221.12,CUFF.41221.13,CUFF.41221.15,CUFF.41221.16,CUFF.41221.17,CUFF.41221.18,CUFF.41221.19,CUFF.41221.20	0.45275107202721354	0.05512673445588236	10	10	0.8803146499944036	-0.059742959366573645	10	10	0.4195228634617506	-0.026773211642369194	10	10
LH13890	CUFF.41221.1,CUFF.41221.2,CUFF.41221.4	0.02997211613653202	0.22153386964738672	10	10	0.18207130708986974	-0.2090920335659672	10	10	0.5486761780683996	-0.02136497070059466	10	10
LH13892	CUFF.41246.1	0.902616762928865	-0.12506272064169496	10	10	0.2683088043846664	-0.07178338947148033	10	10	0.6113851109224242	-0.014013143678045042	10	10
LH13893	CUFF.41246.2	0.0745946477433898	-0.054449075219905246	10	10	0.09365464327384199	0.1985699494904867	10	10	0.968504944908683	0.034323688244742856	10	10
LH13894	CUFF.41244.2,CUFF.41244.3	0.0018445290434103722	-0.28225728203746575	10	10	0.0044692885336015415	-0.2526652239915211	10	10	7.258335297816611e-05	-0.21899739739635085	10	10
LH13902	P1P2	0.21358468617248083	0.15512957079020115	12	12	0.48834839105420047	0.009421797012438268	12	12	0.206226621235438	0.09378813376696811	12	12
LH13905	ENST00000562471	0.25896288984970495	-0.04322551606734613	10	10	0.2945305702658061	0.03443764020680876	10	10	0.9455440430803737	-0.03668920624995601	10	10
LH13906	CUFF.41385.1	0.5861565952763969	0.0984435301898285	10	10	0.5452637254348395	0.012741507921198778	10	10	0.9290390566503861	0.027145498874019205	10	10
LH13907	CUFF.41387.3	0.31183284471234574	0.033210575039494705	10	10	0.7578250468684848	-0.05328558481426468	10	10	0.48031080052899167	0.0564525288941915	10	10
LH13908	CUFF.41394.1	0.8189633893413639	0.18751180066346787	10	10	0.6765589183759684	0.20273582794524267	10	10	0.9363712633527143	0.18198061788890985	10	10
LH13909	CUFF.41394.2	0.76264871115392	0.11981041988800868	10	10	0.6247441965541252	0.12676703666584233	10	10	0.8425990662181777	0.05349965732027626	10	10
LH13910	CUFF.41395.2	0.5203052476087631	-0.14595925335832635	10	10	0.8744129194425821	-0.045691411444017394	10	10	0.4165409718642086	-0.07593054150371782	10	10
LH13912	ENST00000607790	0.31570527405827475	-0.07777159849228857	10	10	0.31765328053940645	0.15837840934182154	10	10	0.8883806226619346	0.02930825351385605	10	10
LH13913	ENST00000606123	0.1059767416534079	0.2726835298635522	10	10	0.7882311274736422	0.14727808414813545	10	10	0.4611658857726626	0.23526374549202075	10	10
LH13914	CUFF.41399.2	0.512860032544337	0.0761460161925666	10	10	0.3857037462955062	0.10502357659724841	10	10	0.6569581342828554	0.04625949749729	10	10
LH13926	CUFF.41515.22,CUFF.41515.23	0.7024317838128504	-0.008854081587744136	10	10	0.6702533760771443	0.07166420603069923	10	10	0.6619663100611	0.0033445066118564883	10	10
LH13927	P1P2	0.8522333202323062	0.030173893778848004	10	10	0.9318594954118228	-0.030029201292489306	10	10	0.9011455444681578	-0.01605837426502822	10	10
LH13929	CUFF.41425.1	0.6648072823717674	0.08484895521705743	10	10	0.7165760117978874	-0.03671438169459844	10	10	0.99793044650866	0.05899656702755551	10	10
LH13930	CUFF.41413.3	0.29585867550634604	-0.07130998260960134	10	10	0.9570651753650289	-0.016908284797325448	10	10	0.41258462930817263	-0.04153672293151963	10	10
LH13932	CUFF.41423.1,CUFF.41423.3	0.3372756456915955	-0.09146714553694903	10	10	0.3162610446635944	-0.10734257490366106	10	10	0.9698836201392314	-0.09524427217573715	10	10
LH13933	CUFF.41420.1	0.5758992056177873	0.03185149974572121	10	10	0.8662528808165714	-0.05135002462279683	10	10	0.49294725324960154	-0.0208743619429199	10	10
LH13938	CUFF.41469.2	0.045386538502985886	0.15308421017458826	3	3	0.9705954161880415	-0.011374738790810237	3	3	0.141931679939121	0.07085473569188903	3	3
LH13938	ENST00000604014	0.5062071132072936	-0.09199385103073654	10	10	0.5206789648834453	-0.07101514511425962	10	10	0.3423052187016662	-0.07383798786901385	10	10
LH13942	CUFF.41631.6	0.3869664764576798	-0.06242472944482235	10	10	0.3378557911096076	0.055406162191621776	10	10	0.9565608094533233	-0.046470325690461084	10	10
LH13946	CUFF.41624.1	0.9680789816996351	0.01445985966009237	10	10	0.4584898205192265	-0.04007260934578754	10	10	0.6728691309122852	-0.05246811844670294	10	10
LH13947	CUFF.41761.17	0.1470196721300761	0.026754869951666465	10	10	0.18702409743683845	0.13009185633326178	10	10	0.047291154142117396	0.023793846106036447	10	10
LH13948	ENST00000589549,ENST00000589263	0.09164354623582056	-0.2009347397492859	10	10	0.3857037462955062	-0.010794289512362632	10	10	0.10511400635206641	-0.13466692654314363	10	10
LH13949	P1P2	0.7144265444017387	-0.19805152237199572	10	10	0.6752959766886886	-0.15108493566184958	10	10	0.6758164140658438	-0.17003834511854435	10	10
LH13951	CUFF.41638.1	0.007014409832860717	-0.3638346446941332	10	10	0.6419641558508291	-0.15263582234217318	10	10	0.022678925687203907	-0.18521670601376028	10	10
LH13953	CUFF.41677.1,CUFF.41677.16	0.9121994414783963	0.030824417687097604	10	10	0.011063245702654665	0.2054906394476279	10	10	0.1657604308078937	0.17876546698786955	10	10
LH13955	ENST00000607490	0.020145864071947465	0.3503720220661683	10	10	0.35078096226049427	-0.046339316815692484	10	10	0.18255581755210515	0.1779035588278158	10	10
LH13958	P1P2			0	0			0	0			0	0
LH13961	P1P2	0.1575709285940209	-0.276749381566976	10	10	0.5017971858257029	0.12492207769096915	10	10	0.31215104306071073	-0.06175882588445151	10	10
LH13966	CUFF.41933.28	0.8698778584837987	-0.09144010375088056	10	10	0.0534207780816847	0.16832547810672863	10	10	0.3699369729808254	0.12733495556913985	10	10
LH13967	CUFF.41933.29	0.4147212831593856	0.20873942304081247	10	10	0.6602128123274044	0.06770942785127622	10	10	0.5575477547326633	0.04028699569231755	10	10
LH13973	ENST00000423099	0.247962834708658	0.07777835544376994	9	9	0.9570651753650289	0.15892395003886772	10	10	0.5409442903668353	0.03748372169384467	9	9
LH13974	P1P2	0.4715056287077237	-0.05741742159305505	10	10	0.9071782609032022	0.0010526298379683423	10	10	0.6863827756630222	-0.03963035139523701	10	10
LH13976	CUFF.41798.1	0.2845676733370315	0.08011299350223433	10	10	0.8252346740604144	-0.09199782448302125	10	10	0.4629204552123527	0.022881529853958343	10	10
LH13977	CUFF.41799.1	0.9804766913218559	0.07380120414920742	10	10	0.511377678402595	-0.02181673723251414	10	10	0.6982902113732663	0.03090826953978185	10	10
LH13982	CUFF.41891.1	0.40166844188871254	-0.20804946708848862	10	10	0.9451428606663896	-0.053977412457759964	10	10	0.5224868681052364	-0.10946980709396133	10	10
LH13983	CUFF.41891.4	0.9044409850034532	0.14543913077094472	10	10	0.6306666840329804	-0.0058095528947470915	10	10	0.959775690783036	-0.028215076239551815	10	10
LH13985	CUFF.41876.1	0.6547994670318971	-0.04893708000097143	10	10	0.33582808323256164	0.11040183068693055	10	10	0.7448948175578916	-0.036791676351125686	10	10
LH13986	CUFF.41886.1	0.0767762198742809	-0.17494959582160227	10	10	0.33208316989104414	0.0967542836593022	10	10	0.42518944391684	-0.008420313313186106	10	10
LH13987	CUFF.41878.1	0.5825963789913242	0.13390921324515503	10	10	0.4210082318153444	0.09277185594329723	10	10	0.5641495707699613	-0.004400025766270151	10	10
LH13988	CUFF.41881.1	0.3436924773048714	0.07905808112699167	10	10	0.2491348140021713	-0.15964546395498883	10	10	0.9882729393150362	0.007389519447237323	10	10
LH13989	ENST00000454172	0.3255239247824956	-0.2823361226285817	10	10	0.6100765802339873	-0.07618660084776559	9	9	0.31979992381763533	-0.017116749348779523	9	9
LH13990	CUFF.41973.15	0.512489234358696	-0.29587627851016	10	10	0.12625868861983683	0.2812843470427164	10	10	0.765043961312052	0.0943285570448781	10	10
LH13991	P1P2	0.24443646073213343	0.08413293361780223	10	10	0.6037056138980244	0.16621367051017685	10	10	0.09421323183412057	0.07439301008105549	10	10
LH13992	CUFF.41910.2	0.32354447246176155	-0.12966033811465158	10	10	0.40555816962615776	-0.011713976089156938	10	10	0.24324130497535768	-0.03399013644978749	10	10
LH13993	CUFF.41912.1,CUFF.41912.2	0.23659270574339164	-0.2650096951456367	10	10	0.02167691330855044	-0.43759256665001584	10	10	0.025990877104735445	-0.3885155527395547	10	10
