		gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma
		Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
		Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene	transcripts												
LH00367	CUFF.2071.1	0.6312807207771118	-0.09747721000338956	10	10	0.8657999547577132	-0.10943227365447328	10	10	0.6416137899480525	-0.1485569470400349	10	10
LH00370	P1P2	0.9131127660992769	0.006952113441592041	10	10	0.49631350422332254	-0.0644729638911679	10	10	0.5120455501842076	-0.009196548635096313	10	10
LH00371	ENST00000451213	0.8676119221283826	0.07036402174677746	10	10	0.4429348912311325	-0.12312122670654514	10	10	0.4860654533947124	-0.07628036196095943	10	10
LH00372	CUFF.2109.3	0.8333141179977254	-0.036651535203803896	10	10	0.42601089270257175	0.04223402592716552	10	10	0.7102723723434199	0.02333056303544624	10	10
LH00381	CUFF.2203.1	0.9304863733389322	0.2263639683297456	10	10	0.5030813102326572	-0.056648691207785005	10	10	0.9698836201392314	-0.04218026972928296	10	10
LH00383	P1	0.32685575946507894	0.2642646063303368	9	9	0.04082327207350874	-0.16274336250990798	9	9	0.6568565134464371	-0.05205859301861011	9	9
LH00383	P2	0.6368576427198577	0.0414352390634997	5	5	0.41253384484487376	0.03808938372975127	5	5	0.7826370943372634	0.07853444193612182	5	5
LH00386	P1P2	0.42936518304073223	-0.10311401856521152	10	10	0.1502572456463139	-0.17746061958480253	10	10	0.10061536221943612	-0.14251787081989323	10	10
LH00389	P1P2	0.2139219431119026	-0.16848409597556926	10	10	0.4240056791264447	-0.0888589971290719	10	10	0.199569177245845	-0.08671587484077263	10	10
LH00399	ENST00000599202	0.5893296781406939	0.016338271991571812	10	10	0.3971588337599271	0.11814732135980545	10	10	0.4115990347409997	0.03297347394114814	10	10
LH00400	CUFF.2288.2	0.9823138625858278	0.02745434035580197	10	10	0.8989698702030515	0.05780780509795439	10	10	0.9272069213475248	0.03168982938326875	10	10
LH00402	CUFF.2280.1	0.12078688503164724	0.11528982082688775	10	10	0.4683209947420909	0.04785765981885959	10	10	0.06374014107350359	0.08277971295964136	10	10
LH00403	CUFF.2281.1	0.9846104574347104	0.08506786167061475	10	10	0.778057320232722	-0.08677935803508459	10	10	0.9340793395304312	-0.07610477935707485	10	10
LH00404	P1P2	0.8976028312324003	0.07444231202026086	10	10	0.23727755752757584	-0.12001757261068952	10	10	0.3890007188077018	-0.048819304333448464	10	10
LH00405	CUFF.2306.5	0.062464485685163676	0.08039258316019404	10	10	0.6719326066868664	0.03256468408732689	10	10	0.12801251668678634	0.06164256180179756	10	10
LH00407	P1P2	0.2743180617594281	0.16904699253286545	18	18	0.07014676533527177	-0.2452849563519148	18	18	0.9868307856150073	-0.08623088443364953	18	18
LH00410	CUFF.2382.1	0.01464331921036556	-0.24151732831058384	10	10	0.34427966617295913	-0.0462095288233908	10	10	0.005213676815294145	-0.10814615829730882	10	10
LH00411	CUFF.2312.1	0.7780573205132014	0.10228005918418236	10	10	0.9834621428498816	-0.14295213566864828	10	10	0.6991436332056948	-0.08698951485104867	10	10
LH00414	CUFF.2320.2	0.1966274217253653	0.09072192063552866	10	10	0.7971074449666876	0.0020559583977842466	10	10	0.5394938010464404	0.1042703847572246	10	10
LH00415	CUFF.2321.1	0.6345598711341185	0.04708811510664116	10	10	0.6276003343579566	-0.13605277697122756	10	10	0.3890007188077018	-0.07264845970219146	10	10
LH00417	CUFF.2326.1	0.1237097185976882	0.04475974594617751	10	10	0.47363533352341536	-0.06390932049314844	10	10	0.46891374455531853	-0.0064369388507506675	10	10
LH00418	CUFF.2326.2	0.20803920613767712	0.22750891171707166	10	10	0.758701381814237	-0.02498034981524543	10	10	0.5475241742776193	0.09186220427627274	10	10
LH00420	CUFF.2440.2	0.9281982980753477	0.07016760507517399	10	10	0.7251962050223945	-0.05821960392922365	10	10	0.7422791587849628	0.01484144878743555	10	10
LH00421	CUFF.2370.1	0.9350642291423875	0.09676849415796825	10	10	0.9492685617054701	0.05589294389831817	10	10	0.775621011894507	-0.058476109137250674	10	10
LH00422	CUFF.2370.2	0.4354414271381979	-0.19052662775178456	10	10	0.936895981296529	0.05589294389831817	10	10	0.6130028902765259	-0.06401687926416956	10	10
LH00425	CUFF.2395.1	0.5996965062891433	-0.06885285780484218	10	10	0.5247989685179724	0.01933807242622343	10	10	0.6037266331712492	-0.04685299447502056	10	10
LH00426	CUFF.2428.2	0.8925929846645931	0.030209505738301834	10	10	0.1444682390981641	0.16733109938998814	10	10	0.46151650207747963	0.07041792267038703	10	10
LH00427	CUFF.2428.4	0.5708024899399815	-0.04630498763705776	10	10	0.1924683900805969	0.18193705563686535	10	10	0.4828238815291249	0.02842869410856404	10	10
LH00429	CUFF.2432.1	0.7312512051039024	0.058078561130897155	10	10	0.44499128571796187	0.0334295170747395	10	10	0.5594855568628107	0.08877496370170196	10	10
LH00432	P1P2	0.11273320665669785	0.2631312931844944	10	10	0.22538376941952043	0.11428460232812121	10	10	0.11780264610284215	0.2150784455261022	10	10
LH00433	CUFF.2442.1	0.32016941377945307	-0.12117474095567767	10	10	0.9997702910938676	-0.009533981669038988	10	10	0.6387276893691287	-0.12203468695521286	10	10
LH00439	CUFF.2466.1	0.2995986676003779	-0.06561574331266647	10	10	0.782918426046179	0.011234788175100851	10	10	0.30693692467720723	-0.11320992817236704	10	10
LH00441	CUFF.2473.3	0.33007789879811533	-0.10088051812909093	10	10	0.21690790710895602	0.3328337932876633	10	10	0.8888360347568909	0.10899812385378754	10	10
LH00442	P1P2	0.8055643412052341	-0.09993185908292035	10	10	0.745153680970674	0.062365441384445774	10	10	0.8679274541704831	-0.06313638158460057	10	10
LH00446	CUFF.2664.7,CUFF.2664.10,CUFF.2664.16,ENST00000447407,ENST00000428930,CUFF.2664.14	0.8735055723578911	0.22533670132337227	10	10	0.4782677879247582	-0.19526972052983416	10	10	0.854792329251387	0.04858139721263339	10	10
LH00459	CUFF.2506.1	0.21819674474513007	0.2813074468914789	10	10	0.33582808323256164	0.15786073005059226	10	10	0.2018001827487651	0.19166257864395272	10	10
LH00460	CUFF.2513.7	0.9254533928569483	0.028685601918983384	10	10	0.7024317834451063	-0.03605622902878482	10	10	0.847110853894343	-0.028359366243390038	10	10
LH00464	ENST00000437377	0.2987945976688927	0.10588550468724339	10	10	0.8292721388249397	-0.3627705342443663	10	10	0.7871265801797999	-0.14869961105294563	10	10
LH00465	P1P2	0.7486425141187707	0.029836314645417042	10	10	0.2910962246443698	-0.028218965595205817	10	10	0.6478165119838765	0.011517613552974404	10	10
LH00466	P1P2	0.27055583217445645	-0.13335524455304254	10	10	0.22937447613269824	0.1272863004100563	10	10	0.9818354683349128	-0.04056833998667186	10	10
LH00467	ENST00000606152	0.9048971197188538	-0.06740651016655824	10	10	0.6182370617554136	-0.04572257783241945	10	10	0.6033247520387129	0.06576807625617605	10	10
LH00468	CUFF.2548.1	0.5349820016061675	-0.19210728218581855	10	10	0.22340711457185858	0.07260191035348236	10	10	0.6573748982163639	-0.0792270135683937	10	10
LH00473	ENST00000594699,ENST00000598757	0.06046615442517672	-0.01501963333312444	10	10	0.6841555776318893	0.035858184525754566	10	10	0.32078288303912805	-0.039809829273740306	10	10
LH00481	CUFF.2602.1	0.0022775810154642587	0.41171085124786294	10	10	0.2589628892316088	-0.19385577481462316	10	10	0.08846471516740344	0.13475267656540815	10	10
LH00487	P1P2	0.4276861233108761	-0.03615217489427027	10	10	0.006038604969534801	-0.21401854799774112	10	10	0.03758373670199321	-0.17694604013317447	10	10
LH00488	P1P2	0.1037565668333165	-0.04514050991740848	10	10	0.32524066402780494	-0.13569580713059748	10	10	0.06431955470373568	-0.10357376090666699	10	10
LH00491	CUFF.2604.1	0.7582631758219107	-0.05282040154981482	10	10	0.4058833263794621	-0.11481246507610687	10	10	0.47388145668397197	-0.08381643331296085	10	10
LH00492	CUFF.2606.1	0.5825963789913242	-0.04671573076906527	10	10	0.8535880867725851	-0.03100746716620842	10	10	0.5837818894847557	-0.04716509707055131	10	10
LH00493	CUFF.2615.1	0.2837909571622671	-0.06923628489669494	10	10	0.5556425893482738	0.1679952414853584	10	10	0.947379504925896	0.021623906100176477	10	10
LH00494	CUFF.2628.4	0.48148932200918093	-0.09515637359200795	10	10	0.09570098856734868	-0.15291229895009428	10	10	0.13721315519436486	-0.1361516373203764	10	10
LH00497	CUFF.2646.4	0.3182112986375766	-0.13260250258197973	10	10	0.400054351049586	0.2752290843192298	10	10	0.3373476489320919	0.11966009809731132	10	10
LH00498	CUFF.2646.5	0.669414377972045	-0.09357210851513946	10	10	0.8472696005181872	0.054009243037659145	10	10	0.9102792198413757	-0.00308072999764591	10	10
LH00499	CUFF.2665.1,CUFF.2665.2,CUFF.2665.4,CUFF.2665.5,CUFF.2665.6,TUCPT_00000083	0.19602927721140007	-0.14628839263287552	10	10	0.7710021465839428	0.06795688207539778	10	10	0.3096739641456929	-0.04527151517300657	10	10
LH00500	CUFF.2653.1	0.6833099072914786	0.011124432584913496	10	10	0.06493426893975289	-0.09389542936165995	10	10	0.12039639649881173	-0.06662447651115855	10	10
LH00504	ENST00000412838	0.4487754472226937	-0.07915553987791286	10	10	0.8594636836556739	0.048872685217012435	10	10	0.7197376112505693	-0.05718215904125539	10	10
LH00508	P1P2	0.48220681866623394	0.11797348117070282	10	10	0.29267794685619974	0.11535245647089305	10	10	0.21965520022845753	0.08404926073866709	10	10
LH00509	CUFF.2675.1	0.5877421462483281	0.044168971139687783	10	10	0.5349820010762215	0.0421649858967009	10	10	0.9349960445638683	0.03992821361590084	10	10
LH00511	P1P2	0.4294120967095797	-0.20576392181871864	14	14	0.7953665087430776	0.06758211207658217	14	14	0.59597934311246	-0.05168325540422449	14	14
LH00512	P1P2	0.27737416151308847	-0.18715463486950845	10	10	0.3719804031216337	0.03483397593166149	10	10	0.72535108138129	-0.06268517457051283	10	10
LH00514	CUFF.2685.1	0.1248375914250163	-0.1108126270588529	10	10	0.461286859307924	0.020045820125668	10	10	0.4148897826432397	-0.047403913439166424	10	10
LH00515	CUFF.2782.1	0.9850697923182153	0.029650019842443018	10	10	0.5917146766856245	0.07957470673700485	10	10	0.7742965571488053	0.05674626549653843	10	10
LH00516	P1P2	0.47470216713223057	0.1316886238125102	10	10	0.7762917855892438	0.046907621025654454	10	10	0.7435866182945075	0.09520506673989448	10	10
LH00519	CUFF.2728.4	0.8953251099449511	-0.05367988411297295	10	10	0.19583019172242433	0.11981907057204987	10	10	0.3855194951817609	0.0855165525475805	10	10
LH00520	CUFF.2728.6	0.38665055789013125	-0.1529203569904247	10	10	0.9474347422727543	0.02438560528564423	10	10	0.4842631285151544	-0.07309507020553836	10	10
LH00521	ENST00000608147	0.7776158290338187	-0.09086457086845083	10	10	0.46902766011562846	0.1456077342433442	10	10	0.9386637145490426	0.11217143428126679	10	10
LH00525	CUFF.2764.1,CUFF.2764.2	0.4850738869972664	-0.16915439574109245	9	9	0.6510623463314504	-0.28030113272877616	10	10	0.2891913619805242	-0.07593484543703538	9	9
LH00527	P1P2	0.16132744869878668	-0.24846866581323532	10	10	0.16098317646926608	0.14983286275182237	10	10	0.9423326861623367	0.05064173995056052	10	10
LH00530	ENST00000436772	0.546412165031327	-0.06298836734141983	10	10	0.9937979219069537	-0.04815674374222054	10	10	0.6753950679738037	-0.0365546795672689	10	10
LH00532	ENST00000422665	0.509158350591849	-0.03445502685722296	10	10	0.13823819306290158	-0.1242623246265766	10	10	0.5406373763285834	-0.03575268844319079	10	10
LH00539	CUFF.2816.1	0.6109521843280592	-0.10337612942233092	10	10	0.12385026571649013	-0.1497041333322355	10	10	0.8670203688268918	-0.19581805863649138	10	10
LH00547	P1P2	0.40199172828067875	-0.04269508800279673	10	10	0.44739727913455785	0.010025856208339762	10	10	0.36564498676420654	-0.09276651830923799	10	10
LH00552	CUFF.2906.36	0.2806984564009768	-0.058453458641217676	10	10	0.3537616583779988	0.10319718918635297	10	10	0.89248063999575	0.007550696277545145	10	10
LH00555	P1P2	0.7464613854746013	-0.13618938648423887	10	10	0.16975768991905238	-0.040176631051037574	10	10	0.16806054115682156	-0.11275429043655905	10	10
LH00556	CUFF.2893.1	0.5414442695938069	0.027949924324541766	10	10	0.20105470082492094	-0.07512923476325513	10	10	0.10723378493637052	0.010473326345861006	10	10
LH00560	ENST00000608740	0.41209084014176056	-0.13837722840622071	10	10	0.6296438572715526	-0.06746463016113295	10	10	0.28250938898700784	-0.13468950766886317	10	10
LH00565	ENST00000609669	0.6556311182804249	0.06566803059255032	10	10	0.7011509520345276	0.007501061229154444	10	10	0.6194928201930404	0.026281821832835426	10	10
LH00568	CUFF.3018.1	0.7028589156744056	0.007289133405346575	10	10	0.658961986089207	-0.2678498423501617	10	10	0.9016019277657904	-0.13428663204937805	10	10
LH00569	CUFF.3036.1	0.22057388845281056	-0.07622893492948091	10	10	0.9662428674764805	-0.04521030411538302	10	10	0.33792848547685894	-0.05164145613188495	10	10
LH00571	CUFF.3054.1	0.07356933340411757	-0.004663801397959476	10	10	0.09616055837117182	0.18798567064964014	10	10	0.8956715361840338	0.07361131364212288	10	10
LH00573	P1P2	0.9834621428713406	-0.05778223502987099	10	10	0.011527103637800075	-0.3377701986199964	10	10	0.0191406138273999	-0.15290077744022998	10	10
LH00574	CUFF.3071.1	0.4623382022432415	-0.0651464519038455	10	10	0.400054351049586	-0.18249647743503192	10	10	0.6399639229575178	0.03371845610780952	10	10
LH00576	CUFF.3080.2	0.5965339963121237	0.054914879614410904	9	9	0.771667915242504	-0.05479695772756767	9	9	0.5969905914136917	-0.020833857286812807	9	9
LH00581	CUFF.3114.1	0.15074753564669052	-0.03906079785712682	10	10	0.5184387341072734	-0.23791532378434063	10	10	0.06616893682981793	-0.16385052343058368	10	10
LH00582	P1P2	0.5945027653351677	0.05551754586530005	10	10	0.3987658908299858	-0.05181022060465031	10	10	0.9997700493574125	0.0030142593523470734	10	10
LH00584	ENST00000602767	0.4665569137733565	0.1014551712425374	10	10	0.39076976902428684	0.02515647313656898	10	10	0.847110853894343	0.08076869066970105	10	10
LH00588	ENST00000564300	0.6053126231732868	0.04719201424306153	10	10	0.21733690946213946	-0.1837592867720231	10	10	0.34701350430674105	-0.09870475465068702	10	10
LH00589	ENST00000608190	0.7277891273735313	-0.03552799070679463	10	10	0.5247989685179724	0.15505629125457382	10	10	0.8670203688268918	0.04433735300581082	10	10
LH00590	CUFF.3187.2	0.21647951494853768	-0.1444342377525053	10	10	0.43883844299961705	0.18667856996982476	10	10	0.788013587008064	0.04025895803242147	10	10
LH00592	P1P2	0.2039096698511933	0.15336142101141637	10	10	0.12540452607213004	-0.18333273342756606	10	10	0.5696144701076125	0.020424475785806456	10	10
LH00593	CUFF.3338.6	0.6960361472636123	0.3541771685366011	10	10	0.7421052317509607	-0.14153086874090534	10	10	0.4643267864359327	0.19415098573093528	10	10
LH00595	CUFF.3280.1	0.5857605177475987	0.05551962565099066	10	10	0.9460595598918531	-0.08310200944905767	10	10	0.8489169817818423	-0.02600761173233433	10	10
LH00599	CUFF.3308.1	0.07020482244307198	0.06930552617470119	10	10	0.10523253424622636	-0.26687806249722396	10	10	0.9185097130253668	-0.07930125847808155	10	10
LH00611	CUFF.3512.4	0.6081294900020109	0.04370739709147629	10	10	0.6668998601469863	0.1546625963556371	10	10	0.9974705471334389	-0.014972948711617556	10	10
LH00612	CUFF.3515.1	0.9405604783242093	-0.017363819020275482	10	10	0.4771965671165872	-0.09919370274965965	10	10	0.841246529772318	-0.1029017783063458	10	10
LH00613	CUFF.3516.1,CUFF.3516.2	0.36678506680341616	0.06899433919883478	2	2	0.2822389184873607	-0.21531850193669166	3	3	0.5451075958634527	0.031320801385999714	2	2
LH00616	P1P2	0.19090112584989571	-0.17660791244930038	10	10	0.9552302807020565	-0.037641938871034224	10	10	0.24698608078690887	-0.09413500221560932	10	10
LH00618	P1P2	0.13266165838297014	-0.002538375762861672	10	10	0.9717517080119511	-0.05399443617097249	10	10	0.4781624183591776	-0.0115920427387308	10	10
LH00619	CUFF.3556.1	0.3286503714101834	0.18375819491381393	10	10	0.46973491496821684	0.08262261120753665	10	10	0.210275910554777	0.13376342088944096	10	10
LH00620	CUFF.3559.1	0.2579923936844395	0.17092504036391168	10	10	0.9240812708015476	0.029748722918800808	10	10	0.4636233237785935	0.10635340137185918	10	10
LH00622	ENST00000441932	0.8590114341319435	-0.041719479861592086	10	10	0.7264922743474211	-0.06809572326665041	10	10	0.679190829706809	-0.045532469431642464	10	10
LH00623	CUFF.3591.1,CUFF.3591.2	0.12769235339738363	-0.19420944462313572	10	10	0.267562652237463	0.12878517054133135	10	10	0.837642066311586	-0.03650406284795465	10	10
LH00628	P1P2	0.3869664764576798	0.05615357511349061	10	10	0.5945027648567877	-0.007472339826255586	10	10	0.8299939756585264	0.04210675440607203	10	10
LH00629	P1P2	0.8064558838708518	0.012112192853103604	10	10	0.7626487108551487	0.07421600294277181	10	10	0.7991240202513623	0.0032319589467993174	10	10
LH00630	CUFF.3607.1	0.9676199369087907	-0.017246303925123312	10	10	0.10498538896802029	0.15377815613991805	10	10	0.2796794621979827	0.09935424953050705	10	10
LH00631	CUFF.3608.1	0.11143305482650241	-0.22560429811771932	10	10	0.004445125360442676	0.4358508724775618	10	10	0.2745836516055328	0.1299342707103896	10	10
LH00632	CUFF.3620.2	0.24771440020655122	-0.1280649343524725	9	9	0.7347187642075139	-0.03978206456199893	10	10	0.422779722971539	-0.05102687110943064	9	9
LH00637	CUFF.3657.1	0.08560790558607577	-0.17689253822104445	10	10	0.2020709658409442	-0.12330909965086727	10	10	0.026457400045157505	-0.11591480359906209	10	10
LH00642	CUFF.3719.3	0.27483533145468364	-0.1284498347626011	10	10	0.017803308867133476	0.23506827175225764	10	10	0.2799359291981808	0.044301565759413214	10	10
LH00644	P1P2	0.10314645624212072	-0.20176537178205556	10	10	0.4883289443466118	0.1258346083703833	10	10	0.3668680852179471	-0.039800034825369	10	10
LH00646	P1P2	0.4029625235772428	0.1946388819338758	10	10	0.12120109256039881	0.20895515324503033	10	10	0.05317014714311661	0.13039173755815622	10	10
LH00648	ENST00000563421	0.9951761422980041	-0.09289610295750937	10	10	0.13946734938871289	0.1543360796715123	10	10	0.5330365097266162	0.06830170795701392	10	10
LH00650	CUFF.3774.1	0.09593055361785852	-0.04434820935410252	10	10	0.19090112527412662	-0.22211914304963562	10	10	0.5849698784420471	-0.1171801798418012	10	10
LH00657	CUFF.3818.1	0.8011104403618782	-0.485370028539666	10	10	0.6960361468888072	-0.10788751866461371	10	10	0.7115604965764524	-0.2909152681168604	10	10
LH00658	CUFF.3817.1	0.14462670339245892	0.14798420639514365	10	10	0.3792718479650643	0.00015257763955540496	10	10	0.10536165242214664	0.08412760340048682	10	10
LH00659	CUFF.3815.1	0.9291134580120204	0.06180776664481811	10	10	0.023343350470463452	0.29039085844833606	10	10	0.09860052288665117	0.17207096797699165	10	10
LH00660	CUFF.3813.1,CUFF.3813.2	0.5610619348482272	0.05789473937257402	10	10	0.6296438572715526	-0.0050130955256876275	10	10	0.4792359523262164	-0.024372185955766585	10	10
LH00661	CUFF.3841.1	0.39973200218250604	-0.046921915505683955	10	10	0.5579620341772409	0.0017439364945807528	10	10	0.3532553588467826	-0.020731983357134172	10	10
LH00662	CUFF.3852.1	0.37849200991348386	0.16653357673049038	10	10	0.8283745306759335	0.040489342117175774	10	10	0.5525248112760167	0.09616094809222621	10	10
LH00663	CUFF.4074.1	0.0793046816065287	-0.16774897374025796	10	10	0.22231434654533	0.11246023870484478	10	10	0.5475241742776193	0.06360874563034356	10	10
LH00664	NLT_00000301	0.5595109431543637	-0.08575296571414259	10	10	0.8472696005181872	-0.06104506616541974	10	10	0.5703972273502009	-0.06526620783455021	10	10
LH00666	CUFF.4208.4	0.502530759350126	-0.050781094440378205	10	10	0.10387893195812406	0.27614309772362816	10	10	0.3151962681816892	0.05789368105598647	10	10
LH00667	CUFF.3940.1	0.11351901884004176	0.26521906765800196	10	10	0.624336635255693	0.21538226190205748	10	10	0.1427848223395482	0.18044256475154488	10	10
LH00669	P1P2	0.0884765849760763	0.06008684403886621	10	10	0.0015287240436208573	-0.3287405884559968	10	10	0.2884890529819376	-0.1157633452249982	10	10
