	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene															
pseudo_7778	pseudo_transcript_0	0.8416575771874605	-0.3160717576520515	10.0	10.0	pseudo_transcript_0	0.9488100811188578	-0.14842446630730055	10.0	10.0	pseudo_transcript_0	0.6614645885185331	-0.07545823492495711	10.0	10.0
pseudo_7779	pseudo_transcript_0	0.5002753566190816	-0.3865051756256724	10.0	10.0	pseudo_transcript_0	0.9598179408294151	-0.2101394345452353	10.0	10.0	pseudo_transcript_0	0.8739592249916244	-0.3387794305294476	10.0	10.0
pseudo_778	pseudo_transcript_0	0.8755151240268542	0.1451698969432603	10.0	10.0	pseudo_transcript_0	0.20288666847524206	-0.10229980164133501	10.0	10.0	pseudo_transcript_0	0.6531374489890632	0.044531145223618035	10.0	10.0
pseudo_7780	pseudo_transcript_0	0.33341927076348044	-0.08078689870083647	10.0	10.0	pseudo_transcript_0	0.6125677543709085	0.24215393555696385	10.0	10.0	pseudo_transcript_0	0.7798240011673849	-0.02650905157481301	10.0	10.0
pseudo_7781	pseudo_transcript_0	0.9699626077121987	-0.09718574113490956	10.0	10.0	pseudo_transcript_0	0.018308490442280907	-0.3804993743118363	10.0	10.0	pseudo_transcript_0	0.05633023590751074	-0.2118975682351255	10.0	10.0
pseudo_7782	pseudo_transcript_0	0.13657341608887694	0.11746039213687332	10.0	10.0	pseudo_transcript_0	0.5176930978621247	-0.11053372258115869	10.0	10.0	pseudo_transcript_0	0.22781660048244157	0.20059362389801186	10.0	10.0
pseudo_7783	pseudo_transcript_0	0.9777561980623021	0.028233539320545203	10.0	10.0	pseudo_transcript_0	0.7303851681084262	-0.018642637634237676	10.0	10.0	pseudo_transcript_0	0.911286232632745	-0.05628179212140231	10.0	10.0
pseudo_7784	pseudo_transcript_0	0.7737722511194919	-0.12277226741711549	10.0	10.0	pseudo_transcript_0	0.8135971875937626	-0.11313280690452367	10.0	10.0	pseudo_transcript_0	0.7355865027520188	-0.0816811965418182	10.0	10.0
pseudo_7785	pseudo_transcript_0	0.17096909954962802	0.28996151817575005	10.0	10.0	pseudo_transcript_0	0.5610619331538262	-0.031476108137562415	10.0	10.0	pseudo_transcript_0	0.5510178699622981	0.08651263050373299	10.0	10.0
pseudo_7786	pseudo_transcript_0	0.7586319253993712	0.039147859540458636	10.0	10.0	pseudo_transcript_0	0.9204233938195181	-0.1130588438103942	10.0	10.0	pseudo_transcript_0	0.7815918201326264	-0.061375998211791606	10.0	10.0
pseudo_7787	pseudo_transcript_0	0.20298603938765836	-0.48416367017909523	10.0	10.0	pseudo_transcript_0	0.21054585247266344	-0.6451130461725861	10.0	10.0	pseudo_transcript_0	0.22253259299360173	-0.5646383581758406	10.0	10.0
pseudo_7788	pseudo_transcript_0	0.4704344891205149	0.0006437177977712908	10.0	10.0	pseudo_transcript_0	0.8572028986928832	-0.13407125191935176	10.0	10.0	pseudo_transcript_0	0.5136020471580561	-0.16224922067539763	10.0	10.0
pseudo_7789	pseudo_transcript_0	0.3755149630839433	-0.0792141133544061	10.0	10.0	pseudo_transcript_0	0.5743286968896055	-0.06615455174798768	10.0	10.0	pseudo_transcript_0	0.2510317190938858	-0.03845353692883927	10.0	10.0
pseudo_779	pseudo_transcript_0	0.7251801119223705	-0.16888979130368045	10.0	10.0	pseudo_transcript_0	0.5618382085155805	-0.1344208490614688	10.0	10.0	pseudo_transcript_0	0.5184387337454003	-0.12363508948583124	10.0	10.0
pseudo_7790	pseudo_transcript_0	0.6400194173732856	-0.12243269578892145	10.0	10.0	pseudo_transcript_0	0.25969241785637387	-0.3185634939286994	10.0	10.0	pseudo_transcript_0	0.8153849629899805	-0.14812757613565797	10.0	10.0
pseudo_7791	pseudo_transcript_0	0.36690431132892987	0.06176721104152508	10.0	10.0	pseudo_transcript_0	0.30148043687935266	0.06352430910416969	10.0	10.0	pseudo_transcript_0	0.2347732675807569	0.14515531363033415	10.0	10.0
pseudo_7792	pseudo_transcript_0	0.5455145450170891	-0.004697825794125518	10.0	10.0	pseudo_transcript_0	0.6837326917704243	-0.06959027488221955	10.0	10.0	pseudo_transcript_0	0.5560288360249114	-0.06377271802581301	10.0	10.0
pseudo_7793	pseudo_transcript_0	0.14289284818466894	0.14609608501245588	10.0	10.0	pseudo_transcript_0	0.36340704796964207	0.17732590677420265	10.0	10.0	pseudo_transcript_0	0.09388026683990977	0.1716284333460325	10.0	10.0
pseudo_7794	pseudo_transcript_0	0.06410802651929534	0.3574565877406825	10.0	10.0	pseudo_transcript_0	0.6481617407482365	0.07356601847213752	10.0	10.0	pseudo_transcript_0	0.21159671432278715	0.16974247946513196	10.0	10.0
pseudo_7795	pseudo_transcript_0	0.634273808414394	-0.16102951802735763	10.0	10.0	pseudo_transcript_0	0.18638351178073187	0.11094141417194521	9.0	9.0	pseudo_transcript_0	0.44376147087003015	0.09896999834555904	9.0	9.0
pseudo_7796	pseudo_transcript_0	0.617574740887693	0.25881436240232164	10.0	10.0	pseudo_transcript_0	0.6727728360292176	0.06665942083213798	10.0	10.0	pseudo_transcript_0	0.8553951135124216	0.0592116771014968	10.0	10.0
pseudo_7797	pseudo_transcript_0	0.5597423798250605	0.021177244557919528	10.0	10.0	pseudo_transcript_0	0.7477698191339143	0.039388400758351816	10.0	10.0	pseudo_transcript_0	0.67613783623937	-0.06742105709611627	10.0	10.0
pseudo_7798	pseudo_transcript_0	0.14814030080338209	-0.3128114545548042	10.0	10.0	pseudo_transcript_0	0.7824761531452499	-0.0833878312397482	10.0	10.0	pseudo_transcript_0	0.23161313861292276	-0.22369854680946866	10.0	10.0
pseudo_7799	pseudo_transcript_0	0.108664275493841	-0.20314616981365205	10.0	10.0	pseudo_transcript_0	0.3929988044845244	-0.32103562056418883	10.0	10.0	pseudo_transcript_0	0.17029534451914374	-0.3233697892126139	10.0	10.0
pseudo_78	pseudo_transcript_0	0.36022587758568636	-0.11712957318566099	10.0	10.0	pseudo_transcript_0	0.07083148247337362	-0.2999461693118493	10.0	10.0	pseudo_transcript_0	0.053849025830859674	-0.22623640652878688	10.0	10.0
pseudo_780	pseudo_transcript_0	0.7969761201998259	-0.2575925070459159	10.0	10.0	pseudo_transcript_0	0.03752013158347557	0.26709314445713533	10.0	10.0	pseudo_transcript_0	0.32779577887276745	0.04169398055217175	10.0	10.0
pseudo_7800	pseudo_transcript_0	0.8457063400887253	-0.1997458077855445	10.0	10.0	pseudo_transcript_0	0.009182498810986501	0.24134305366304484	10.0	10.0	pseudo_transcript_0	0.17981849467914757	-0.003961411958294377	10.0	10.0
pseudo_7801	pseudo_transcript_0	0.6338642445482464	-0.10080818159051012	10.0	10.0	pseudo_transcript_0	0.06552199717108972	0.1916707152057184	10.0	10.0	pseudo_transcript_0	0.19903336677945216	0.14359474302320738	10.0	10.0
pseudo_7802	pseudo_transcript_0	0.866687604741484	0.10852177414732689	10.0	10.0	pseudo_transcript_0	0.48724553132021275	0.15739561402520527	10.0	10.0	pseudo_transcript_0	0.7195890391676142	0.09629594408670568	10.0	10.0
pseudo_7803	pseudo_transcript_0	0.7420622934579628	-0.15540471969315434	10.0	10.0	pseudo_transcript_0	0.7434112170518905	-0.1705347427676338	10.0	10.0	pseudo_transcript_0	0.7578250466655195	-0.1615318358231181	10.0	10.0
pseudo_7804	pseudo_transcript_0	0.9488905636396825	0.13158960179482312	10.0	10.0	pseudo_transcript_0	0.1137819113345852	0.4937542372712748	10.0	10.0	pseudo_transcript_0	0.18094229758114178	0.09844741742768359	10.0	10.0
pseudo_7805	pseudo_transcript_0	0.4647971705391546	-0.0038101998727688344	10.0	10.0	pseudo_transcript_0	0.16288355305448532	0.2078358552064774	10.0	10.0	pseudo_transcript_0	0.45744338744360036	-0.03398615962685111	10.0	10.0
pseudo_7806	pseudo_transcript_0	0.5098254800541973	-0.10644153866403279	10.0	10.0	pseudo_transcript_0	0.29320646615338875	-0.1838355495382452	10.0	10.0	pseudo_transcript_0	0.9217949046845757	-0.1421562405070963	10.0	10.0
pseudo_7807	pseudo_transcript_0	0.40208702020996034	-0.138238311910973	10.0	10.0	pseudo_transcript_0	0.9506441030268492	-0.09653715434341699	10.0	10.0	pseudo_transcript_0	0.5506333329874374	-0.11738773312719501	10.0	10.0
pseudo_7808	pseudo_transcript_0	0.8727972606512513	-0.2491129087327817	10.0	10.0	pseudo_transcript_0	0.30472460251033073	-0.2629958092976439	10.0	10.0	pseudo_transcript_0	0.8127036639080691	-0.21720421316242874	10.0	10.0
pseudo_7809	pseudo_transcript_0	0.4568511264949897	-0.08230340131866494	9.0	9.0	pseudo_transcript_0	0.1299215323120038	-0.2302286546083254	9.0	9.0	pseudo_transcript_0	0.22758175819290405	-0.1962814367739382	9.0	9.0
pseudo_781	pseudo_transcript_0	0.02806612644529558	0.12463191496498306	10.0	10.0	pseudo_transcript_0	0.19129205665306415	-0.18455093888213944	10.0	10.0	pseudo_transcript_0	0.07440736287132885	0.0037365629679763277	10.0	10.0
pseudo_7810	pseudo_transcript_0	0.7446708397618065	0.10254606757632408	10.0	10.0	pseudo_transcript_0	0.8771359470117179	-0.11096391824677122	10.0	10.0	pseudo_transcript_0	0.6045088780552275	-0.007938031419230182	10.0	10.0
pseudo_7811	pseudo_transcript_0	0.5827956129278327	-0.34200536120914515	10.0	10.0	pseudo_transcript_0	0.9167671999476338	-0.22884373967280347	10.0	10.0	pseudo_transcript_0	0.7543228285114478	-0.28542455044097426	10.0	10.0
pseudo_7812	pseudo_transcript_0	0.6924568281549162	0.09221410089323902	10.0	10.0	pseudo_transcript_0	0.3527165969583702	0.06961378979771597	10.0	10.0	pseudo_transcript_0	0.47898266424448754	0.10505956922608466	10.0	10.0
pseudo_7813	pseudo_transcript_0	0.4775339155722903	-0.1294291638302815	10.0	10.0	pseudo_transcript_0	0.4130760927761665	-0.47261749505580947	10.0	10.0	pseudo_transcript_0	0.27711956092225587	-0.19286448002655443	10.0	10.0
pseudo_7814	pseudo_transcript_0	0.6135311690738969	0.08953493249171705	10.0	10.0	pseudo_transcript_0	0.16219055841087238	0.15195870980250925	10.0	10.0	pseudo_transcript_0	0.3442796657555235	0.13914975543676314	10.0	10.0
pseudo_7815	pseudo_transcript_0	0.9759221934559024	0.06833661032453482	10.0	10.0	pseudo_transcript_0	0.39587600361010844	-0.12735300927440776	10.0	10.0	pseudo_transcript_0	0.5334671391605752	-0.050105516719171045	10.0	10.0
pseudo_7816	pseudo_transcript_0	0.5262019701916698	-0.06211083226760953	10.0	10.0	pseudo_transcript_0	0.7776158280971297	-0.14267775501368843	10.0	10.0	pseudo_transcript_0	0.9149397582696952	0.08426707435326923	10.0	10.0
pseudo_7817	pseudo_transcript_0	0.2281055049841516	0.1879748814009696	10.0	10.0	pseudo_transcript_0	0.23830745824202249	0.18359050793916157	10.0	10.0	pseudo_transcript_0	0.16357877907399843	0.17547859230732746	10.0	10.0
pseudo_7818	pseudo_transcript_0	0.8529141444710175	-0.13065380001847093	10.0	10.0	pseudo_transcript_0	0.8051186637344402	0.15533422904611907	10.0	10.0	pseudo_transcript_0	0.9533956232361371	-0.09265661105534412	10.0	10.0
pseudo_7819	pseudo_transcript_0	0.2532086344817832	-0.11428036659731944	10.0	10.0	pseudo_transcript_0	0.8608207084228144	-0.08715760177079628	10.0	10.0	pseudo_transcript_0	0.2998670103074048	-0.08106210620772024	10.0	10.0
pseudo_782	pseudo_transcript_0	0.7687155880895177	-0.11388814532589352	10.0	10.0	pseudo_transcript_0	0.6631350960413673	0.10915318801454349	10.0	10.0	pseudo_transcript_0	0.6489899433874249	-0.045143349512790386	10.0	10.0
pseudo_7820	pseudo_transcript_0	0.18637442140789684	-0.5061115196676332	10.0	10.0	pseudo_transcript_0	0.36219245465262484	0.24767734184621104	10.0	10.0	pseudo_transcript_0	0.5003317416063775	-0.2306293148297791	10.0	10.0
pseudo_7821	pseudo_transcript_0	0.7003205954510598	-0.10362061537992863	10.0	10.0	pseudo_transcript_0	0.946517936202701	0.048166306794848394	10.0	10.0	pseudo_transcript_0	0.7191583385342181	-0.046721592281399736	10.0	10.0
pseudo_7822	pseudo_transcript_0	0.9896796611599431	-0.1559869803950417	10.0	10.0	pseudo_transcript_0	0.029026519918832722	0.15920367758445253	10.0	10.0	pseudo_transcript_0	0.2665700029436343	0.16285359072949354	10.0	10.0
pseudo_7823	pseudo_transcript_0	0.06975701708685043	0.040051455862105345	10.0	10.0	pseudo_transcript_0	0.5529425328984521	0.08940889407361124	10.0	10.0	pseudo_transcript_0	0.2024785181439107	0.10585849284728399	10.0	10.0
pseudo_7824	pseudo_transcript_0	0.21698958447782035	-0.1382702329987903	10.0	10.0	pseudo_transcript_0	0.3463398662983921	-0.31203614287119047	10.0	10.0	pseudo_transcript_0	0.19207568964990396	-0.27205956780093676	10.0	10.0
pseudo_7825	pseudo_transcript_0	0.5835847805818285	-0.08647111031495756	10.0	10.0	pseudo_transcript_0	0.1982290046995473	-0.24312337482434299	10.0	10.0	pseudo_transcript_0	0.15488081188568123	-0.12289163614201036	10.0	10.0
pseudo_7826	pseudo_transcript_0	0.019131569466657426	0.27989091081177914	10.0	10.0	pseudo_transcript_0	0.38665055583594576	-0.28047274379979775	10.0	10.0	pseudo_transcript_0	0.5537133212313681	0.0388327261298416	10.0	10.0
pseudo_783	pseudo_transcript_0	0.6888547685976802	-0.3538235334168056	10.0	10.0	pseudo_transcript_0	0.1314674314500222	-0.36170098698491376	9.0	9.0	pseudo_transcript_0	0.31574843543252396	-0.22618452503028028	9.0	9.0
pseudo_784	pseudo_transcript_0	0.4174345986968605	-0.07960349654659055	10.0	10.0	pseudo_transcript_0	0.63087133355636	0.10047930983664988	10.0	10.0	pseudo_transcript_0	0.7058514584886912	-0.004789100473778988	10.0	10.0
pseudo_785	pseudo_transcript_0	0.4551964112071868	0.1600467432046736	10.0	10.0	pseudo_transcript_0	0.1542137636172084	0.2640767873918391	10.0	10.0	pseudo_transcript_0	0.2024785181439107	0.23752562910425146	10.0	10.0
pseudo_786	pseudo_transcript_0	0.05326397770295024	0.019843326795547716	10.0	10.0	pseudo_transcript_0	0.24513721843890024	0.09160464164588138	10.0	10.0	pseudo_transcript_0	0.0709213794273353	0.047158526860336135	10.0	10.0
pseudo_787	pseudo_transcript_0	0.593122898708455	0.1443978242738604	9.0	9.0	pseudo_transcript_0	0.5137973846597337	0.1260071705111189	9.0	9.0	pseudo_transcript_0	0.41089639745872186	0.07930879346773934	9.0	9.0
pseudo_788	pseudo_transcript_0	0.5269526922375659	-0.09955527048846487	10.0	10.0	pseudo_transcript_0	0.773204883908375	-0.1212200014758959	10.0	10.0	pseudo_transcript_0	0.573544205224197	0.007562383489045772	10.0	10.0
pseudo_789	pseudo_transcript_0	0.3000919615091937	0.18056633471379727	10.0	10.0	pseudo_transcript_0	0.24795434755373624	-0.18572928321803606	10.0	10.0	pseudo_transcript_0	0.8140440410948616	-0.07918773429496441	10.0	10.0
pseudo_79	pseudo_transcript_0	0.11594310262914559	-0.3587401828467806	10.0	10.0	pseudo_transcript_0	0.776291784929874	0.11416429794103992	10.0	10.0	pseudo_transcript_0	0.2599359114924088	-0.08118329363025416	10.0	10.0
pseudo_790	pseudo_transcript_0	0.4443376961991795	-0.2296914700895337	10.0	10.0	pseudo_transcript_0	0.9518319077147585	-0.16715219003217494	9.0	9.0	pseudo_transcript_0	0.9383011466743636	-0.07875420125215812	9.0	9.0
pseudo_791	pseudo_transcript_0	0.9539268352673219	-0.10757466142725634	10.0	10.0	pseudo_transcript_0	0.540491494918101	-0.09158788614049805	10.0	10.0	pseudo_transcript_0	0.7692412836281541	-0.06760929756413914	10.0	10.0
pseudo_792	pseudo_transcript_0	0.32656960282165304	0.15503832922593389	10.0	10.0	pseudo_transcript_0	0.5917146755633726	-0.19455856361177762	10.0	10.0	pseudo_transcript_0	0.8315171318647162	0.11575324422691113	10.0	10.0
pseudo_793	pseudo_transcript_0	0.19218784355871854	0.22178456985948994	10.0	10.0	pseudo_transcript_0	0.2352271942369487	0.35654025102992826	10.0	10.0	pseudo_transcript_0	0.06157858914321648	0.2624427509940565	10.0	10.0
pseudo_794	pseudo_transcript_0	0.31897380432541445	-0.5901782228033108	10.0	10.0	pseudo_transcript_0	0.984151127584266	-0.09186127043494274	10.0	10.0	pseudo_transcript_0	0.42067595114068035	-0.3586931866784531	10.0	10.0
pseudo_795	pseudo_transcript_0	0.4354874076299743	-0.18966384222429958	10.0	10.0	pseudo_transcript_0	0.040521783524497104	0.23165499618708132	10.0	10.0	pseudo_transcript_0	0.7062793375779552	-0.052329756934698705	10.0	10.0
pseudo_796	pseudo_transcript_0	0.23619249305727263	0.2774477322330651	10.0	10.0	pseudo_transcript_0	0.981854560516818	0.05144848201860586	10.0	10.0	pseudo_transcript_0	0.3404743751043243	0.07373087882954586	10.0	10.0
pseudo_797	pseudo_transcript_0	0.9048184215424308	-0.1376384856999973	10.0	10.0	pseudo_transcript_0	0.6866949627343506	-0.11989313303634959	10.0	10.0	pseudo_transcript_0	0.7842456631087875	-0.17782255318277118	10.0	10.0
pseudo_798	pseudo_transcript_0	0.8322269094032645	-0.21340915344134007	10.0	10.0	pseudo_transcript_0	0.06918518718601993	0.09722428403556027	10.0	10.0	pseudo_transcript_0	0.4602368536683106	0.07104223163616115	10.0	10.0
pseudo_799	pseudo_transcript_0	0.7390227318412298	0.37172959985290094	10.0	10.0	pseudo_transcript_0	0.9391861400288042	0.22674659103055242	10.0	10.0	pseudo_transcript_0	0.9703743612120985	0.3612351297627428	10.0	10.0
pseudo_8	pseudo_transcript_0	0.4167745575949656	0.16601193386133364	10.0	10.0	pseudo_transcript_0	0.13015860003871968	0.11524732769442148	10.0	10.0	pseudo_transcript_0	0.19168357907760736	0.19383097164193555	10.0	10.0
pseudo_80	pseudo_transcript_0	0.6867391942980356	-0.1983571839128273	10.0	10.0	pseudo_transcript_0	0.4029625215425179	-0.13512313920921137	10.0	10.0	pseudo_transcript_0	0.5361195687255575	-0.16692830164369754	10.0	10.0
pseudo_800	pseudo_transcript_0	0.1346153888599867	-0.33592733339730935	10.0	10.0	pseudo_transcript_0	0.32143235097871237	-0.3015466507732613	10.0	10.0	pseudo_transcript_0	0.10461553489337991	-0.2527404388542072	10.0	10.0
pseudo_801	pseudo_transcript_0	0.21613452251382226	0.1320306358160001	10.0	10.0	pseudo_transcript_0	0.883949812446012	-0.3342736721134177	10.0	10.0	pseudo_transcript_0	0.4686742533314048	0.013339166807684488	10.0	10.0
pseudo_802	pseudo_transcript_0	0.017189711136483782	0.22668310517872614	10.0	10.0	pseudo_transcript_0	0.74471794177262	0.05976433445249144	10.0	10.0	pseudo_transcript_0	0.14039472421478172	0.14479079574389794	10.0	10.0
pseudo_803	pseudo_transcript_0	0.07552427938472472	-0.6040232274722048	10.0	10.0	pseudo_transcript_0	0.47791056703135937	-0.44533552914999647	10.0	10.0	pseudo_transcript_0	0.2258247165195425	-0.5886386131903234	10.0	10.0
pseudo_804	pseudo_transcript_0	0.9933490065312265	-0.06257833591808142	10.0	10.0	pseudo_transcript_0	0.6202673579285067	-0.16431418938769035	10.0	10.0	pseudo_transcript_0	0.6803531931314927	-0.0812670637740256	10.0	10.0
pseudo_805	pseudo_transcript_0	0.07938395966813792	0.12461236485373794	10.0	10.0	pseudo_transcript_0	0.2175516379375695	-0.18355403264976025	10.0	10.0	pseudo_transcript_0	0.5502489281325053	-0.06277256370600004	10.0	10.0
pseudo_806	pseudo_transcript_0	0.297418593610416	0.07493666692831306	10.0	10.0	pseudo_transcript_0	0.40328643150152976	0.04774516513740362	10.0	10.0	pseudo_transcript_0	0.27941669213526876	0.14313533123554992	10.0	10.0
pseudo_807	pseudo_transcript_0	0.6171698590068461	-0.3227249385049002	10.0	10.0	pseudo_transcript_0	0.4223893415640424	-0.2488100839101055	9.0	9.0	pseudo_transcript_0	0.8538134902609302	-0.1858685629843315	9.0	9.0
pseudo_808	pseudo_transcript_0	0.1477376827276845	-0.7249919411187634	10.0	10.0	pseudo_transcript_0	0.7015778008276856	-0.3547183142682118	10.0	10.0	pseudo_transcript_0	0.3390180046924469	-0.6087153746057973	10.0	10.0
pseudo_809	pseudo_transcript_0	0.61433894877158	-0.060989479912354726	10.0	10.0	pseudo_transcript_0	0.8091320160623763	-0.06384138186847181	10.0	10.0	pseudo_transcript_0	0.6243366349558421	-0.045881628740705706	10.0	10.0
pseudo_81	pseudo_transcript_0	0.6913966724184148	-0.053360320073630306	10.0	10.0	pseudo_transcript_0	0.4127475196217609	-0.14289392736840548	10.0	10.0	pseudo_transcript_0	0.7451536807578456	-0.1498831174910875	10.0	10.0
pseudo_810	pseudo_transcript_0	0.49589982672276434	-0.05770587230317065	10.0	10.0	pseudo_transcript_0	0.5106373401737474	-0.4308808808881907	10.0	10.0	pseudo_transcript_0	0.2587200279735199	-0.1325060172749192	10.0	10.0
pseudo_811	pseudo_transcript_0	0.8936702227570784	0.12355142789671092	10.0	10.0	pseudo_transcript_0	0.37105587506444904	0.015591381061010287	10.0	10.0	pseudo_transcript_0	0.6325095557197735	-0.0030099456665401148	10.0	10.0
pseudo_812	pseudo_transcript_0	0.24869970983899337	-0.455195183935761	10.0	10.0	pseudo_transcript_0	0.9076345813876022	-0.06576523116875503	10.0	10.0	pseudo_transcript_0	0.4055581692198964	-0.19288378787416963	10.0	10.0
pseudo_813	pseudo_transcript_0	0.3653797470885979	0.11590961707785712	10.0	10.0	pseudo_transcript_0	0.47883202185348417	-0.2509092813057787	9.0	9.0	pseudo_transcript_0	0.7377640814440675	-0.020284485035069615	9.0	9.0
pseudo_814	pseudo_transcript_0	0.27256517748432674	0.07120601612883638	10.0	10.0	pseudo_transcript_0	0.32016941168607804	-0.2888699484716222	10.0	10.0	pseudo_transcript_0	0.8953251097198517	-0.060159168376758575	10.0	10.0
pseudo_815	pseudo_transcript_0	0.8317784204449061	-0.30738292368125886	10.0	10.0	pseudo_transcript_0	0.3585639569503488	-0.4393319210605459	10.0	10.0	pseudo_transcript_0	0.5606739910712206	-0.3733574223709024	10.0	10.0
pseudo_816	pseudo_transcript_0	0.41809525265654923	0.04698656215950114	10.0	10.0	pseudo_transcript_0	0.8513303836696506	0.06415361526220988	10.0	10.0	pseudo_transcript_0	0.40947031575193105	-0.08868623553620858	10.0	10.0
pseudo_817	pseudo_transcript_0	0.4446801294459821	-0.08680255011180538	10.0	10.0	pseudo_transcript_0	0.9094601678079405	0.1403322562727183	10.0	10.0	pseudo_transcript_0	0.4743464086256758	0.024725686370937267	10.0	10.0
pseudo_818	pseudo_transcript_0	0.5907095904679432	-0.3988471753610087	10.0	10.0	pseudo_transcript_0	0.8306189681721406	-0.2620305907471004	10.0	10.0	pseudo_transcript_0	0.573544205224197	-0.3157747518926651	10.0	10.0
pseudo_819	pseudo_transcript_0	0.3260029533274732	0.18231091032089955	10.0	10.0	pseudo_transcript_0	0.20720848274644532	0.09788008249038256	10.0	10.0	pseudo_transcript_0	0.2287058891660042	0.14009549640564106	10.0	10.0
pseudo_82	pseudo_transcript_0	0.33716793612850393	-0.10235021238655743	10.0	10.0	pseudo_transcript_0	0.6069215442672375	-0.06457492392905144	10.0	10.0	pseudo_transcript_0	0.4768397851654117	-0.02387218453554033	10.0	10.0
pseudo_820	pseudo_transcript_0	0.8355923078032328	-0.140185065032452	10.0	10.0	pseudo_transcript_0	0.07822680217067551	0.32646789487339195	10.0	10.0	pseudo_transcript_0	0.2845676722953271	0.060818617093342874	10.0	10.0
pseudo_821	pseudo_transcript_0	0.6499192799608174	-0.32555077680326566	10.0	10.0	pseudo_transcript_0	0.06757045341801336	-0.534395973553711	10.0	10.0	pseudo_transcript_0	0.11982470705595508	-0.2963547894857978	10.0	10.0
pseudo_822	pseudo_transcript_0	0.16112728463877146	0.10882404677815925	10.0	10.0	pseudo_transcript_0	0.29215006469772375	-0.0826406997591864	10.0	10.0	pseudo_transcript_0	0.19742702459614192	0.10479102044139355	10.0	10.0
pseudo_823	pseudo_transcript_0	0.36720969919029	-0.26917000303971145	10.0	10.0	pseudo_transcript_0	0.7316843504666991	-0.09732356630383816	10.0	10.0	pseudo_transcript_0	0.41373370472192883	-0.10396972179148568	10.0	10.0
pseudo_824	pseudo_transcript_0	0.7509868775194579	0.11109632850997615	10.0	10.0	pseudo_transcript_0	0.47755349340852793	0.34749076351802527	10.0	10.0	pseudo_transcript_0	0.8082397224100983	0.15428515291034176	10.0	10.0
pseudo_825	pseudo_transcript_0	0.1539483027647765	-0.10159338764548777	10.0	10.0	pseudo_transcript_0	0.46425447299678435	-0.011800043421922127	9.0	9.0	pseudo_transcript_0	0.5367570065816859	0.05917607336694603	9.0	9.0
pseudo_826	pseudo_transcript_0	0.32998292889562886	0.10660749822275094	10.0	10.0	pseudo_transcript_0	0.46620453858660915	0.12169495713305227	10.0	10.0	pseudo_transcript_0	0.701577801442169	-0.00194749670837611	10.0	10.0
pseudo_827	pseudo_transcript_0	0.6127238583035324	-0.08667717621450416	10.0	10.0	pseudo_transcript_0	0.4315536751828748	-0.04554971095257332	10.0	10.0	pseudo_transcript_0	0.4581408601775292	-0.05273341735871731	10.0	10.0
pseudo_828	pseudo_transcript_0	0.16172958063557796	-0.1834246016366031	10.0	10.0	pseudo_transcript_0	0.07119162929540537	-0.1954395867508508	10.0	10.0	pseudo_transcript_0	0.051390813579486785	-0.16616776400506092	10.0	10.0
pseudo_829	pseudo_transcript_0	0.4553699683135183	-0.22629903793925507	10.0	10.0	pseudo_transcript_0	0.5630035940305635	0.2087432378746791	10.0	10.0	pseudo_transcript_0	0.988285266534376	0.10438003158919411	10.0	10.0
pseudo_83	pseudo_transcript_0	0.5076131694596268	-0.28495417222967795	10.0	10.0	pseudo_transcript_0	0.13325599371669578	-0.6085575276504208	10.0	10.0	pseudo_transcript_0	0.38949948851243743	-0.5863270084644632	10.0	10.0
pseudo_830	pseudo_transcript_0	0.6050779449237125	0.11295404366245117	10.0	10.0	pseudo_transcript_0	0.12231107909947601	-0.32559658726899393	10.0	10.0	pseudo_transcript_0	0.32722685278375563	-0.12429996947855526	10.0	10.0
pseudo_831	pseudo_transcript_0	0.10815851264302648	0.26339918936933193	10.0	10.0	pseudo_transcript_0	0.5047348741753537	0.014895425922523173	10.0	10.0	pseudo_transcript_0	0.14944279959052123	0.06051931218913644	10.0	10.0
pseudo_832	pseudo_transcript_0	0.3702722838481316	0.22992179808814872	10.0	10.0	pseudo_transcript_0	0.5147161163624538	-0.05152191056939548	10.0	10.0	pseudo_transcript_0	0.19051078054096526	0.12919545945465427	10.0	10.0
pseudo_833	pseudo_transcript_0	0.584769464712874	-0.26030899140369984	10.0	10.0	pseudo_transcript_0	0.0860280880474191	-0.197088582275564	10.0	10.0	pseudo_transcript_0	0.39331786713071226	-0.4124556880858181	10.0	10.0
pseudo_834	pseudo_transcript_0	0.4295881828026289	-0.2773509538090792	10.0	10.0	pseudo_transcript_0	0.5433523253063204	-0.2085093569152053	10.0	10.0	pseudo_transcript_0	0.20928981114564826	-0.20884879576010676	10.0	10.0
