	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene															
LH00248	ENST00000436713	0.893215625324099	-0.11355024480216962	10.0	10.0	ENST00000436713	0.5372583539976425	0.04728088063197461	10.0	10.0	ENST00000436713	0.7652837050292277	0.058519486081321674	10.0	10.0
LH00251	CUFF.1219.3	0.1280048642499765	0.08098421667397428	10.0	10.0	CUFF.1219.3	0.04277153142517882	0.37447290678567907	10.0	10.0	CUFF.1219.3	0.014784000567861234	0.23629331444601345	10.0	10.0
LH00253	CUFF.1319.2	0.7555710276704752	0.2938840560599307	10.0	10.0	CUFF.1319.2	0.24373710853121144	0.40394199873812475	10.0	10.0	CUFF.1319.2	0.5039996056290019	0.3489130273990277	10.0	10.0
LH00254	CUFF.1319.3	0.34386628744140124	-0.01452309474643998	10.0	10.0	CUFF.1319.3	0.7221751090566395	-0.08826634886811635	10.0	10.0	CUFF.1319.3	0.7608935741925037	-0.0023958374766509666	10.0	10.0
LH00259	CUFF.1229.1	0.34651035144526887	0.3095284399911223	10.0	10.0	CUFF.1229.1	0.06958271771803587	0.3239107517632916	10.0	10.0	CUFF.1229.1	0.11982470865724634	0.27937103665885626	10.0	10.0
LH00260	CUFF.1239.1	0.8682708410482957	-0.057971606351836104	10.0	10.0	CUFF.1239.1	0.23750615323240432	0.12184249235115757	10.0	10.0	CUFF.1239.1	0.5661169800785908	0.13534141354891777	10.0	10.0
LH00265	CUFF.1268.1	0.1755054042678572	0.04068545700746775	10.0	10.0	CUFF.1268.1	0.15388106145516608	0.13448603813754048	10.0	10.0	CUFF.1268.1	0.14273391044757888	0.1208308573029759	10.0	10.0
LH00276	CUFF.1358.1	0.05280510909086688	0.4546527533155229	10.0	10.0	CUFF.1358.1	0.42300514647777543	0.14465530955578998	10.0	10.0	CUFF.1358.1	0.11955090639276342	0.32642632519567577	10.0	10.0
LH00279	P1P2	0.9745467731104765	-0.028891936051253213	10.0	10.0	P1P2	0.4651483078312144	-0.06817111079110671	10.0	10.0	P1P2	0.5349820024894103	-0.037692183076005255	10.0	10.0
LH00280	ENST00000588291,ENST00000586761	0.4027331357234847	0.030791094871592272	10.0	10.0	ENST00000588291,ENST00000586761	0.8989698703334603	-0.12445544703821625	10.0	10.0	ENST00000588291,ENST00000586761	0.6432016987150051	-0.045428003333268	10.0	10.0
LH00281	ENST00000591675,CUFF.1399.4	0.2381311584165573	0.23292558800749572	10.0	10.0	ENST00000591675,CUFF.1399.4	0.39172412921043887	0.00308478882435452	10.0	10.0	ENST00000591675,CUFF.1399.4	0.2188432241525451	0.12435583217102596	10.0	10.0
LH00284	ENST00000606527	0.5663392999838934	-0.23934638610610878	10.0	10.0	ENST00000606527	0.08719219144437827	-0.1615365619306761	10.0	10.0	ENST00000606527	0.157740229919208	-0.18692209203675247	10.0	10.0
LH00285	CUFF.1396.2	0.28274254034283963	-0.31758750899841554	10.0	10.0	CUFF.1396.2	0.7187277276491824	0.13065282439325862	10.0	10.0	CUFF.1396.2	0.4807724076786313	-0.07639153422277968	10.0	10.0
LH00287	P1P2	0.13371903693059958	-0.4503277405582484	10.0	10.0	P1P2	0.24513722048055375	-0.09745010577214645	10.0	10.0	P1P2	0.10049578706165077	-0.3035155676021515	10.0	10.0
LH00288	CUFF.1408.2	0.8854929487907671	-0.07313065473713562	10.0	10.0	CUFF.1408.2	0.7264922746881236	0.06546098587196776	10.0	10.0	CUFF.1408.2	0.8744129198735896	-0.0516694118705964	10.0	10.0
LH00289	P1P2	0.6204121644311387	-0.1017066269634831	10.0	10.0	P1P2	0.49832046929842655	0.24504245899992538	10.0	10.0	P1P2	0.6514771524607819	0.05606761042859278	10.0	10.0
LH00291	CUFF.1433.1	0.909602101290592	-0.2848353431239024	10.0	10.0	CUFF.1433.1	0.5171342376231465	-0.06812191363179976	10.0	10.0	CUFF.1433.1	0.564170146986018	-0.06964354320584441	10.0	10.0
LH00294	CUFF.1429.1	0.4498346630775928	-0.5016511244443146	10.0	10.0	CUFF.1429.1	0.024417594028028605	-0.5670965488604841	10.0	10.0	CUFF.1429.1	0.08676741999968193	-0.5050257530636982	10.0	10.0
LH00299	CUFF.1450.1	0.1210967937680589	-0.5179736533172299	10.0	10.0	CUFF.1450.1	0.8689713546498478	-0.12397178616703501	10.0	10.0	CUFF.1450.1	0.11643729682725663	-0.2253824971781974	10.0	10.0
LH00300	CUFF.1449.1	0.4768213474657227	-0.15913882661298298	10.0	10.0	CUFF.1449.1	0.39715883437254274	-0.2678861304932868	10.0	10.0	CUFF.1449.1	0.3014804400160891	-0.17417433694305737	10.0	10.0
LH00301	CUFF.1466.1	0.06435634330855453	0.24914801860676117	10.0	10.0	CUFF.1466.1	0.4003768573704981	0.19168108236707002	10.0	10.0	CUFF.1466.1	0.04909348494412506	0.2012491944977072	10.0	10.0
LH00303	P1P2	0.6766188134132476	0.39169899522225293	10.0	10.0	P1P2	0.31155744586032297	0.1796598473427482	10.0	10.0	P1P2	0.24003097200759527	0.08011022950057951	10.0	10.0
LH00304	CUFF.1524.2,CUFF.1524.4	0.3902464040545347	0.23817367559159838	10.0	10.0	CUFF.1524.2,CUFF.1524.4	0.07525317749462532	0.41645951649963503	10.0	10.0	CUFF.1524.2,CUFF.1524.4	0.06352501786894793	0.30769460953015776	10.0	10.0
LH00305	CUFF.1524.12	0.6875540488608476	-0.14629635611225078	9.0	9.0	CUFF.1524.12	0.21802146700933878	0.14715569265479736	9.0	9.0	CUFF.1524.12	0.48015237967191216	-0.01643624962204508	9.0	9.0
LH00306	CUFF.1524.22	0.2387034859225139	0.1843814448789104	10.0	10.0	CUFF.1524.22	0.13125833570383894	0.1128621538014563	10.0	10.0	CUFF.1524.22	0.09978237950260213	0.1247529488099835	10.0	10.0
LH00307	CUFF.1528.1	0.7735521958591588	-0.08676326520945983	10.0	10.0	CUFF.1528.1	0.13001251235596056	0.10554793883929281	10.0	10.0	CUFF.1528.1	0.32185405640152986	0.015734696413683302	10.0	10.0
LH00308	CUFF.1529.1	0.9055015974652616	0.036992698618672396	10.0	10.0	CUFF.1529.1	0.24211075632918788	-0.3051699263146709	10.0	10.0	CUFF.1529.1	0.2771195630004114	-0.26268699227529974	10.0	10.0
LH00309	ENST00000449140	0.12137292710437683	0.3221626272847687	10.0	10.0	ENST00000449140	0.3315094341633722	0.28136057088453637	10.0	10.0	ENST00000449140	0.09131176318349321	0.23674464674326634	10.0	10.0
LH00310	CUFF.1546.1	0.014267323322802245	0.9874257397267779	10.0	10.0	CUFF.1546.1	0.004567135971200173	1.0891629259517948	10.0	10.0	CUFF.1546.1	0.000443684113137154	0.9330546940720311	10.0	10.0
LH00311	CUFF.1611.3	0.7107842915186691	0.2420630928851996	10.0	10.0	CUFF.1611.3	0.6742442232407649	0.0671143965381817	10.0	10.0	CUFF.1611.3	0.6990181218350252	0.12126623715290175	10.0	10.0
LH00312	ENST00000429871	0.15419747133742623	0.3443057374893192	10.0	10.0	ENST00000429871	0.31100712942285036	0.04998445644550165	10.0	10.0	ENST00000429871	0.14701967300455493	0.2132711123675448	10.0	10.0
LH00313	CUFF.1604.1	0.4712773486758358	0.03361003747139182	9.0	9.0	CUFF.1604.1	0.5526833692278541	0.22469366650534783	9.0	9.0	CUFF.1604.1	0.34514881548738263	0.04913502605960001	9.0	9.0
LH00315	CUFF.1725.4	0.006248338963212468	-0.8124900054914717	10.0	10.0	CUFF.1725.4	0.14156060479691723	-0.6366601014361699	10.0	10.0	CUFF.1725.4	0.009785917415574679	-0.6151936055292794	10.0	10.0
LH00316	CUFF.1664.11	0.6086943676489742	0.08155972503918557	10.0	10.0	CUFF.1664.11	0.12328882265610001	0.2152031577982241	10.0	10.0	CUFF.1664.11	0.17427719989303636	0.11888840092375114	10.0	10.0
LH00318	ENST00000425820	0.8290886424442887	-0.16714551609412656	10.0	10.0	ENST00000425820	0.4711511918961907	0.001919582289883916	10.0	10.0	ENST00000425820	0.3099084225940282	0.002214741200788841	10.0	10.0
LH00319	P1P2	0.03179961668825012	-0.4141827842173507	10.0	10.0	P1P2	0.003176866237354354	-0.37121407857969574	10.0	10.0	P1P2	0.004872430442405666	-0.3926984313985233	10.0	10.0
LH00320	CUFF.1741.2	0.4729126393420445	-0.3218668069739452	10.0	10.0	CUFF.1741.2	0.020022643785510642	0.31633140778215785	10.0	10.0	CUFF.1741.2	0.3504837725168308	0.04813129982848866	10.0	10.0
LH00323	ENST00000607679	0.6212238976940163	0.09291714675668299	10.0	10.0	ENST00000607679	0.4480860624791778	0.09670198506328366	10.0	10.0	ENST00000607679	0.3719804047765053	0.15501429359938243	10.0	10.0
LH00325	ENST00000415780	0.9997581834895596	0.018282390079168622	9.0	9.0	ENST00000415780	0.2186275776696519	0.11696344629509327	10.0	10.0	ENST00000415780	0.7467124397203285	-0.0028687328376920305	9.0	9.0
LH00330	CUFF.1780.1	0.026776730699846808	0.24070476726044424	10.0	10.0	CUFF.1780.1	0.35525799210863696	0.10158294402425756	10.0	10.0	CUFF.1780.1	0.062302634723708804	0.20854586898127167	10.0	10.0
LH00331	CUFF.2159.12	0.7359872435997228	-0.27270952567791257	10.0	10.0	CUFF.2159.12	0.07764391499179163	-0.37268933746932564	10.0	10.0	CUFF.2159.12	0.49594906677128914	-0.22755892672950198	10.0	10.0
LH00335	CUFF.1819.1	0.5096409299494977	-0.04536374831643256	10.0	10.0	CUFF.1819.1	0.4562242466953681	-0.08766221825256898	10.0	10.0	CUFF.1819.1	0.8002204308694809	-0.010410903269606106	10.0	10.0
LH00339	CUFF.1893.1	0.46374437407501334	-0.07135585803037223	10.0	10.0	CUFF.1893.1	0.5704113262916288	0.08978814138006432	10.0	10.0	CUFF.1893.1	0.992419720054125	0.002665553744684764	10.0	10.0
LH00340	CUFF.1894.1	0.2037008738159216	-0.4012841304764057	10.0	10.0	CUFF.1894.1	0.5841774512597673	-0.11103842855117334	10.0	10.0	CUFF.1894.1	0.1870240989624855	-0.16858889998251678	10.0	10.0
LH00342	CUFF.2025.7	0.596278628177455	0.09374030820071282	10.0	10.0	CUFF.2025.7	0.2916228260738033	0.28988154876704886	10.0	10.0	CUFF.2025.7	0.2463082843001747	0.11094059013577884	10.0	10.0
LH00343	CUFF.1940.1,CUFF.1940.2	0.7744325304780301	-0.02619520484372102	10.0	10.0	CUFF.1940.1,CUFF.1940.2	0.2507940572439238	0.08279077792280921	10.0	10.0	CUFF.1940.1,CUFF.1940.2	0.5688479512616478	0.006149110047697327	10.0	10.0
LH00345	CUFF.1950.1	0.4327848418357556	-0.5250824878560699	10.0	10.0	CUFF.1950.1	0.9983920387253661	-0.022615927311158385	10.0	10.0	CUFF.1950.1	0.5751136994646808	-0.1280405837106892	10.0	10.0
LH00347	CUFF.2108.2	0.0893036532972471	0.3870605027714263	10.0	10.0	CUFF.2108.2	0.23004445290773734	0.4136297039075749	10.0	10.0	CUFF.2108.2	0.09501493384264852	0.3844347249322741	10.0	10.0
LH00350	P1P2	0.8660092391833751	-0.2026706590738688	10.0	10.0	P1P2	0.3346729182492205	-0.15679129622671195	10.0	10.0	P1P2	0.44567796005397287	-0.1301761550152768	10.0	10.0
LH00352	CUFF.2019.44	0.24031116417683307	-0.07183350714560162	10.0	10.0	CUFF.2019.44	0.18914920438653537	0.2511381013518169	10.0	10.0	CUFF.2019.44	0.9506441033466981	-0.0019820356872735597	10.0	10.0
LH00354	CUFF.1977.1	0.04859198538849084	-0.3607014047065298	10.0	10.0	CUFF.1977.1	0.5637811667103019	0.10929100854571346	10.0	10.0	CUFF.1977.1	0.21413423889705663	-0.1796654972381079	10.0	10.0
LH00359	P1P2	0.8425569451364934	-0.06272169934196255	10.0	10.0	P1P2	0.9373539720089055	0.14895148303793457	10.0	10.0	P1P2	0.9405604784525339	0.031145166676468772	10.0	10.0
LH00360	P1P2	0.8477322581102771	0.02403749682159297	10.0	10.0	P1P2	0.6448532941109031	-0.14293056911792237	10.0	10.0	P1P2	0.802000708923437	-0.01178218727019586	10.0	10.0
LH00363	ENST00000422980	0.6892781775552128	-0.27701957558762685	10.0	10.0	ENST00000422980	0.5080505813923568	0.10725484235167711	10.0	10.0	ENST00000422980	0.9222521271409437	-0.035741473130724045	10.0	10.0
LH00364	CUFF.2053.1,CUFF.2053.2	0.13506530567776695	-0.45043353438526507	10.0	10.0	CUFF.2053.1,CUFF.2053.2	0.7084201240402834	0.1868737381987445	10.0	10.0	CUFF.2053.1,CUFF.2053.2	0.22626628148649552	-0.043292935032154596	10.0	10.0
LH00365	CUFF.2053.3	0.20503327834391538	0.15729323542514806	10.0	10.0	CUFF.2053.3	0.5263012802725016	-0.04675760143581533	10.0	10.0	CUFF.2053.3	0.17445983141576316	0.06885500288850428	10.0	10.0
LH00366	ENST00000564623	0.13238317331042743	0.20817924880206662	10.0	10.0	ENST00000564623	0.4619876063135784	0.06692292769290105	10.0	10.0	ENST00000564623	0.1879878602339512	0.16230129820693356	10.0	10.0
LH00367	CUFF.2071.1	0.7368541081769717	-0.10162790828590813	10.0	10.0	CUFF.2071.1	0.2236261290892344	0.1427502264127314	10.0	10.0	CUFF.2071.1	0.3732153263903851	0.028154787483158666	10.0	10.0
LH00370	P1P2	0.8466066233843879	-0.005054893273749361	10.0	10.0	P1P2	0.057002732678215214	-0.32664768570289077	10.0	10.0	P1P2	0.20186741542991093	-0.07456608011183559	10.0	10.0
LH00371	ENST00000451213	0.34094358903748234	-0.13459463633401844	10.0	10.0	ENST00000451213	0.26483897178093796	-0.13918330221423386	10.0	10.0	ENST00000451213	0.19051078245899278	-0.15351185688826002	10.0	10.0
LH00372	CUFF.2109.3	0.5146360756217271	0.09785388711428993	10.0	10.0	CUFF.2109.3	0.8006654030567542	0.19729955983364214	10.0	10.0	CUFF.2109.3	0.39683789337894204	0.17804648005892254	10.0	10.0
LH00381	CUFF.2203.1	0.25729092813817966	-0.19695730170114542	10.0	10.0	CUFF.2203.1	0.6905106744384952	-0.05707788551140208	10.0	10.0	CUFF.2203.1	0.24072283003271877	-0.1759819253955477	10.0	10.0
LH00383	P2	0.278387743649826	-0.1347216301564139	5.0	5.0	P2	0.44876536683083956	-0.0980768391625562	5.0	5.0	P2	0.1576471506550713	-0.1374261691788464	5.0	5.0
LH00386	P1P2	0.6330454547738802	0.0430555101707115	10.0	10.0	P1P2	0.27281572566131684	-0.29586508710591153	10.0	10.0	P1P2	0.2128627474101309	-0.0803379528924825	10.0	10.0
LH00389	P1P2	0.9127930534751147	-0.13801806340086878	10.0	10.0	P1P2	0.6527222137376396	-0.1171772309180727	10.0	10.0	P1P2	0.9167672004857467	-0.07433203952669594	10.0	10.0
LH00399	ENST00000599202	0.0016003144726999584	0.30370297541151364	10.0	10.0	ENST00000599202	0.8046730512262054	-0.057602800992279546	10.0	10.0	ENST00000599202	0.06254554233607829	0.1891802655382965	10.0	10.0
LH00400	CUFF.2288.2	0.9287678906538436	-0.015586166293539691	10.0	10.0	CUFF.2288.2	0.9433096814022028	-0.08978666811848801	10.0	10.0	CUFF.2288.2	0.9460595600782381	-0.020078613784491776	10.0	10.0
LH00402	CUFF.2280.1	0.6816718450863934	-0.0034485458311136474	10.0	10.0	CUFF.2280.1	0.5106373420025234	0.09713895356004183	10.0	10.0	CUFF.2280.1	0.43781774410034524	0.07412180558873371	10.0	10.0
LH00403	CUFF.2281.1	0.9970184925917039	-0.2653844846009919	10.0	10.0	CUFF.2281.1	0.5433523270502523	-0.0507904654401033	10.0	10.0	CUFF.2281.1	0.700297536768415	-0.08872674065668255	10.0	10.0
LH00404	P1P2	0.7118551265186797	0.06153406674406753	10.0	10.0	P1P2	0.21012656910730998	-0.07393917028726492	10.0	10.0	P1P2	0.591316870400074	-0.18700089978605747	10.0	10.0
LH00405	CUFF.2306.5	0.9118812070857395	0.19201505616920167	10.0	10.0	CUFF.2306.5	0.2638532959968838	0.12372047022691945	10.0	10.0	CUFF.2306.5	0.5270532598715512	0.14112732752048182	10.0	10.0
LH00407	P1P2	0.046985959667740114	-0.6389514519710439	18.0	18.0	P1P2	0.0947383108679991	-0.4905276011606326	18.0	18.0	P1P2	0.022893207160174775	-0.5058493341097346	18.0	18.0
LH00410	CUFF.2382.1	0.010511258483660415	0.43018382728459353	10.0	10.0	CUFF.2382.1	0.11234191168845231	0.11000070262405533	10.0	10.0	CUFF.2382.1	0.00502291693357126	0.26651249014892014	10.0	10.0
LH00411	CUFF.2312.1	0.05372617488404311	-0.3282915997320837	10.0	10.0	CUFF.2312.1	0.24350430379073418	-0.08583709430340213	10.0	10.0	CUFF.2312.1	0.07940326716054297	-0.2665635064509479	10.0	10.0
LH00414	CUFF.2320.2	0.12814897099403005	0.3571183040987051	10.0	10.0	CUFF.2320.2	0.15995369197907594	0.08740164174184073	10.0	10.0	CUFF.2320.2	0.10085401228253514	0.2773438983136606	10.0	10.0
LH00415	CUFF.2321.1	0.02611278251885473	0.36584689554607946	10.0	10.0	CUFF.2321.1	0.626783723478973	-0.09705733107867909	10.0	10.0	CUFF.2321.1	0.36067779702320224	0.12663674686734144	10.0	10.0
LH00417	CUFF.2326.1	0.7381550328091387	0.056480524823629856	10.0	10.0	CUFF.2326.1	0.13671350716833883	-0.26563862874237415	10.0	10.0	CUFF.2326.1	0.5087889545783848	-0.186662950246026	10.0	10.0
LH00418	CUFF.2326.2	0.9837174750292459	0.1219364433940381	10.0	10.0	CUFF.2326.2	0.10013857600481406	-0.10167559963470969	10.0	10.0	CUFF.2326.2	0.291359446732134	-0.040153602729295294	10.0	10.0
LH00420	CUFF.2440.2	0.18618290546177252	0.08226831677004791	10.0	10.0	CUFF.2440.2	0.5268652127304534	-0.06259712194936944	10.0	10.0	CUFF.2440.2	0.744282286607805	0.0949061679727619	10.0	10.0
LH00421	CUFF.2370.1	0.4324477047290253	-0.12210352265718423	10.0	10.0	CUFF.2370.1	0.4260108933030028	-0.08924445272019225	10.0	10.0	CUFF.2370.1	0.3475206453049917	-0.2005990891381826	10.0	10.0
LH00422	CUFF.2370.2	0.15419747133742623	-0.25056896138602475	10.0	10.0	CUFF.2370.2	0.44636523516545	-0.11006581503574349	10.0	10.0	CUFF.2370.2	0.1662058044058835	-0.21414598832521725	10.0	10.0
LH00425	CUFF.2395.1	0.6070858809395334	-0.07341660968189198	10.0	10.0	CUFF.2395.1	0.32157288067045664	0.055770041667477295	10.0	10.0	CUFF.2395.1	0.727356756880696	-0.0005095327060490132	10.0	10.0
LH00426	CUFF.2428.2	0.2287717926561823	-0.2019049302704151	10.0	10.0	CUFF.2428.2	0.76264871115392	0.007748017979464288	10.0	10.0	CUFF.2428.2	0.31073221287932606	-0.05055231107465639	10.0	10.0
LH00427	CUFF.2428.4	0.19653499471575409	0.30218318423666846	10.0	10.0	CUFF.2428.4	0.3121084039894527	0.24017711609754558	10.0	10.0	CUFF.2428.4	0.21096574576143745	0.25609319465066444	10.0	10.0
LH00429	CUFF.2432.1	0.3880303651725032	-0.05392345234255558	10.0	10.0	CUFF.2432.1	0.38665055789013125	0.011163714634307764	10.0	10.0	CUFF.2432.1	0.8925929848954969	0.03897831447325592	10.0	10.0
LH00432	P1P2	0.9379096935633691	-0.12232712927594576	10.0	10.0	P1P2	0.5259254965823513	0.16816490829284314	10.0	10.0	P1P2	0.46832099628152124	-0.09681082317762929	10.0	10.0
LH00433	CUFF.2442.1	0.20278213939925704	0.1293930859036547	10.0	10.0	CUFF.2442.1	0.1796317005506397	0.30619920951782037	10.0	10.0	CUFF.2442.1	0.14846991820039682	0.2666031829999159	10.0	10.0
LH00439	CUFF.2466.1	0.8569739791363272	-0.11207536407691772	10.0	10.0	CUFF.2466.1	0.04384497417405583	0.3335410805628671	10.0	10.0	CUFF.2466.1	0.23228775517858224	0.18473356153553935	10.0	10.0
LH00441	CUFF.2473.3	0.6598813328593585	-0.03198632328607024	10.0	10.0	CUFF.2473.3	0.8095782570581636	0.11536029651302689	10.0	10.0	CUFF.2473.3	0.707135375413282	0.06645010398905864	10.0	10.0
LH00442	P1P2	0.7739923268365163	-0.16625318758324284	10.0	10.0	P1P2	0.630871335033999	0.056836876751056496	10.0	10.0	P1P2	0.9570651755134684	0.08431844407652496	10.0	10.0
LH00446	CUFF.2664.7,CUFF.2664.10,CUFF.2664.16,ENST00000447407,ENST00000428930,CUFF.2664.14	0.00631411371396122	-0.3438300648590685	10.0	10.0	CUFF.2664.7,CUFF.2664.10,CUFF.2664.16,ENST00000447407,ENST00000428930,CUFF.2664.14	0.39076976963916865	-0.055013427856558626	10.0	10.0	CUFF.2664.7,CUFF.2664.10,CUFF.2664.16,ENST00000447407,ENST00000428930,CUFF.2664.14	0.02039429142562653	-0.22842578109368347	10.0	10.0
LH00459	CUFF.2506.1	0.11369404455846843	-0.49401208856883705	10.0	10.0	CUFF.2506.1	0.07002661429493617	-0.35773271362494946	10.0	10.0	CUFF.2506.1	0.05236258922028251	-0.418266764871744	10.0	10.0
LH00460	CUFF.2513.7	0.27483294103784495	-0.16026680687501474	10.0	10.0	CUFF.2513.7	0.41901686198588606	0.07818443153186538	10.0	10.0	CUFF.2513.7	0.7626487116518719	0.014392569354581173	10.0	10.0
LH00464	ENST00000437377	0.9493483254050407	0.15869490174872597	10.0	10.0	ENST00000437377	0.4276861233108761	-0.2968554224630101	10.0	10.0	ENST00000437377	0.5877421470560305	-0.06616073911766039	10.0	10.0
LH00465	P1P2	0.8434565178275664	0.015769323618908326	10.0	10.0	P1P2	0.7139969219427375	-0.0956276091597482	10.0	10.0	P1P2	0.9965543770819757	-0.09495995353447002	10.0	10.0
LH00466	P1P2	0.5172361326577783	0.04588768769609309	10.0	10.0	P1P2	0.5418256132906684	0.12246162669120626	10.0	10.0	P1P2	0.4327347718121771	0.027425111544566654	10.0	10.0
LH00467	ENST00000606152	0.0029321822467331905	0.32570907508751795	10.0	10.0	ENST00000606152	0.18188277747471127	0.06074610591536991	10.0	10.0	ENST00000606152	0.0065327940273320504	0.22309316909024204	10.0	10.0
LH00468	CUFF.2548.1	0.5920996036986839	-0.04948953985694208	10.0	10.0	CUFF.2548.1	0.7013643653258552	-0.08670746442357596	10.0	10.0	CUFF.2548.1	0.8884971960556336	-0.05671468928173918	10.0	10.0
LH00473	ENST00000594699,ENST00000598757	0.9014036115047981	0.07372895053795538	10.0	10.0	ENST00000594699,ENST00000598757	0.07412715769270878	0.3081550184876674	10.0	10.0	ENST00000594699,ENST00000598757	0.2776289213931248	0.11635727477353726	10.0	10.0
LH00481	CUFF.2602.1	0.9369951248322845	-0.05846443272832716	10.0	10.0	CUFF.2602.1	0.14863172774865105	-0.14628082755763122	10.0	10.0	CUFF.2602.1	0.31653917262235676	-0.11340599701704605	10.0	10.0
LH00487	P1P2	0.5365720792566722	-0.07778043450579142	10.0	10.0	P1P2	0.0437245902773743	-0.3838638055824936	10.0	10.0	P1P2	0.08384059542397714	-0.2477274033893422	10.0	10.0
LH00488	P1P2	0.5581955991066878	0.18680034784489918	10.0	10.0	P1P2	0.7243325960251206	-0.03574861935907921	10.0	10.0	P1P2	0.4323971258235473	0.06201935034972422	10.0	10.0
LH00491	CUFF.2604.1	0.5851646093799555	0.03421300704217096	10.0	10.0	CUFF.2604.1	0.10339015729050012	-0.31965769370343566	10.0	10.0	CUFF.2604.1	0.2331894088911941	-0.29361379768338386	10.0	10.0
LH00492	CUFF.2606.1	0.8466066233843879	-0.08822186102010549	10.0	10.0	CUFF.2606.1	0.2853458265988146	0.19494539559035648	10.0	10.0	CUFF.2606.1	0.5960986501350505	-0.021569833217278105	10.0	10.0
LH00493	CUFF.2615.1	0.5649780659961217	-0.1551078895231437	10.0	10.0	CUFF.2615.1	0.5833866654809354	0.07722602161428767	10.0	10.0	CUFF.2615.1	0.963030104261581	-0.0033320391467179336	10.0	10.0
LH00494	CUFF.2628.4	0.8076450377093543	0.016966772014617108	10.0	10.0	CUFF.2628.4	0.7771744093440403	-0.04086184808753904	10.0	10.0	CUFF.2628.4	0.7565111289309389	-0.04171490463469749	10.0	10.0
LH00497	CUFF.2646.4	0.923287240137059	-0.18484293721756387	10.0	10.0	CUFF.2646.4	0.16761979265226667	0.15626480476355994	10.0	10.0	CUFF.2646.4	0.30499599484230533	-0.10183089522761209	10.0	10.0
LH00498	CUFF.2646.5	0.2668280805973624	0.0005423422930914504	10.0	10.0	CUFF.2646.5	0.9547715937842973	0.22539230936146792	10.0	10.0	CUFF.2646.5	0.34105804604504253	0.16426105290517393	10.0	10.0
LH00499	CUFF.2665.1,CUFF.2665.2,CUFF.2665.4,CUFF.2665.5,CUFF.2665.6,TUCPT_00000083	0.3380368476962865	0.12017291651030543	10.0	10.0	CUFF.2665.1,CUFF.2665.2,CUFF.2665.4,CUFF.2665.5,CUFF.2665.6,TUCPT_00000083	0.10169382739275698	0.05947599147495026	10.0	10.0	CUFF.2665.1,CUFF.2665.2,CUFF.2665.4,CUFF.2665.5,CUFF.2665.6,TUCPT_00000083	0.1507475365299072	0.1858196017400334	10.0	10.0
LH00500	CUFF.2653.1	0.9853226033956892	0.07163394114411374	10.0	10.0	CUFF.2653.1	0.4429348918230186	0.15929675835643128	10.0	10.0	CUFF.2653.1	0.6998709704111892	0.11379891396620224	10.0	10.0
LH00504	ENST00000412838	0.10904482399240918	0.11341277968811166	10.0	10.0	ENST00000412838	0.8985141571190248	0.39900569527520857	10.0	10.0	ENST00000412838	0.3044533767897327	0.2945590895289976	10.0	10.0
LH00508	P1P2	0.48829206152725246	0.1912897093221975	10.0	10.0	P1P2	0.8912273978393467	-0.02171737609804872	10.0	10.0	P1P2	0.7771744098132631	0.08303537391019498	10.0	10.0
LH00509	CUFF.2675.1	0.8549435811754655	-0.0883155268842837	10.0	10.0	CUFF.2675.1	0.5626150043331879	-0.11261233462865931	10.0	10.0	CUFF.2675.1	0.9382700154332827	0.0016940027773247694	10.0	10.0
LH00511	P1P2	0.9263314688189909	0.05804125566062266	14.0	14.0	P1P2	0.6012626445532464	-0.23724983530962163	14.0	14.0	P1P2	0.5621132673335898	-0.05131525240932729	14.0	14.0
LH00512	P1P2	0.8886716001934165	0.07960980538776817	10.0	10.0	P1P2	0.1914877456903522	-0.11373539004516613	10.0	10.0	P1P2	0.32637466859704023	-0.003769988219200354	10.0	10.0
LH00514	CUFF.2685.1	0.019911559247565967	0.30072356083729984	10.0	10.0	CUFF.2685.1	0.03387839360152636	0.2920634433581051	10.0	10.0	CUFF.2685.1	0.006521428203154746	0.28720608508434026	10.0	10.0
LH00515	CUFF.2782.1	0.3509458091146498	0.4552009843657719	10.0	10.0	CUFF.2782.1	0.06774351181792661	-0.27351244002923913	10.0	10.0	CUFF.2782.1	0.8907722739446171	0.005964503856470464	10.0	10.0
LH00516	P1P2	0.37350502052939283	0.11908602266236545	10.0	10.0	P1P2	0.1006150818765339	0.1678761308460951	10.0	10.0	P1P2	0.13716954525185346	0.1378752881231415	10.0	10.0
LH00519	CUFF.2728.4	0.2046226346454395	0.08477622454622635	10.0	10.0	CUFF.2728.4	0.26336140816873677	0.1406795943323723	10.0	10.0	CUFF.2728.4	0.08901623107993187	0.07290538510255849	10.0	10.0
