	neg	neg	pos	pos
	Rep1	Rep2	Rep1	Rep2
	analysis/screen/output/003_merge_counts/to_process/Common_Negative_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Negative_R2.counts	analysis/screen/output/003_merge_counts/to_process/Common_Positive_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Positive_R2.counts
hek_unique:TSS92801_+_92123879.23-CUFF.45015.1	2352	2100	1345	1489
hek_unique:TSS92801_-_92123650.23-CUFF.45015.1	1664	1686	1271	1353
hek_unique:TSS92801_-_92123661.23-CUFF.45015.1	3902	4097	2960	3093
hek_unique:TSS92801_-_92123681.23-CUFF.45015.1	2005	2048	1608	1281
hek_unique:TSS92801_-_92123895.23-CUFF.45015.1	2516	2294	2053	2306
hek_unique:TSS9280_+_236699974.23-ENST00000608547	2533	2280	2053	2348
hek_unique:TSS9280_+_236699983.23-ENST00000608547	3414	3726	2798	2601
hek_unique:TSS9280_-_236699709.23-ENST00000608547	1479	1108	1150	1132
hek_unique:TSS9280_-_236699779.23-ENST00000608547	2788	2713	2365	2123
hek_unique:TSS9280_-_236699804.23-ENST00000608547	3108	3473	2516	2314
hek_unique:TSS9280_-_236699807.23-ENST00000608547	3295	2936	2392	2463
hek_unique:TSS9280_-_236699852.23-ENST00000608547	1985	2061	1850	1598
hek_unique:TSS9280_-_236699884.23-ENST00000608547	4824	4688	3616	3347
hek_unique:TSS9280_-_236699988.23-ENST00000608547	3860	4182	3017	2624
hek_unique:TSS9280_-_236699994.23-ENST00000608547	2407	2876	1321	1822
hek_unique:TSS92816_+_93362427.23-CUFF.45042.1	0	0	0	0
hek_unique:TSS92816_+_93362431.23-CUFF.45042.1	0	0	0	0
hek_unique:TSS92816_+_93362475.23-CUFF.45042.1	0	0	0	0
hek_unique:TSS92816_+_93362599.23-CUFF.45042.1	0	0	0	0
hek_unique:TSS92816_+_93362603.23-CUFF.45042.1	0	0	0	0
hek_unique:TSS92816_+_93362679.23-CUFF.45042.1	0	0	0	0
hek_unique:TSS92816_-_93362367.23-CUFF.45042.1	0	0	0	0
hek_unique:TSS92816_-_93362389.23-CUFF.45042.1	0	0	0	0
hek_unique:TSS92816_-_93362410.23-CUFF.45042.1	0	0	0	0
hek_unique:TSS92816_-_93362735.23-CUFF.45042.1	0	0	0	0
hek_unique:TSS92923_+_98610915.23-ENST00000360902	3964	4066	3010	3050
hek_unique:TSS92923_+_98610971.23-ENST00000360902	2445	2661	1926	1669
hek_unique:TSS92923_+_98610982.23-ENST00000360902	2753	2520	2029	2124
hek_unique:TSS92923_+_98611043.23-ENST00000360902	2589	2318	1921	1887
hek_unique:TSS92923_+_98611179.23-ENST00000360902	1575	1422	1319	1309
hek_unique:TSS92923_-_98610950.23-ENST00000360902	3638	3507	1962	3115
hek_unique:TSS92923_-_98610989.23-ENST00000360902	1621	1667	1253	1287
hek_unique:TSS92923_-_98611010.23-ENST00000360902	3015	2877	1921	1921
hek_unique:TSS92923_-_98611053.23-ENST00000360902	2047	1976	1799	1212
hek_unique:TSS92923_-_98611152.23-ENST00000360902	2772	2530	1852	1738
hek_unique:TSS92924_+_98630623.23-ENST00000468960	2948	3111	2588	2759
hek_unique:TSS92924_+_98630632.23-ENST00000468960	2502	2632	1848	2375
hek_unique:TSS92924_+_98630646.23-ENST00000468960	3950	3652	3337	2517
hek_unique:TSS92924_+_98630718.23-ENST00000468960	2867	2818	1792	2160
hek_unique:TSS92924_+_98630786.23-ENST00000468960	4228	4056	2975	3301
hek_unique:TSS92924_-_98630620.23-ENST00000468960	1916	1832	1590	1481
hek_unique:TSS92924_-_98630706.23-ENST00000468960	2183	2278	1806	1957
hek_unique:TSS92924_-_98630791.23-ENST00000468960	3774	3685	2691	2741
hek_unique:TSS92924_-_98630874.23-ENST00000468960	3280	3637	2702	2646
hek_unique:TSS92924_-_98630891.23-ENST00000468960	6836	6090	4303	4840
hek_unique:TSS92930_+_98741848.23-CUFF.45156.1	2204	2476	1251	1069
hek_unique:TSS92930_+_98741876.23-CUFF.45156.1	3575	3126	2448	2209
hek_unique:TSS92930_+_98741883.23-CUFF.45156.1	1144	1093	560	841
hek_unique:TSS92930_+_98741903.23-CUFF.45156.1	4826	4268	3244	2911
hek_unique:TSS92930_+_98741908.23-CUFF.45156.1	3887	3716	2586	2670
hek_unique:TSS92930_+_98742003.23-CUFF.45156.1	3457	3578	2203	2255
hek_unique:TSS92930_-_98741866.23-CUFF.45156.1	1947	2199	1535	1209
hek_unique:TSS92930_-_98741889.23-CUFF.45156.1	2911	2306	1990	1708
hek_unique:TSS92930_-_98741894.23-CUFF.45156.1	4296	4587	2885	3144
hek_unique:TSS92930_-_98741922.23-CUFF.45156.1	1908	1884	1326	1411
hek_unique:TSS92933_+_99151675.23-CUFF.45163.1	2744	2769	1962	2132
hek_unique:TSS92933_+_99151710.23-CUFF.45163.1	4860	4811	3985	4743
hek_unique:TSS92933_+_99151797.23-CUFF.45163.1	1683	1707	1171	1629
hek_unique:TSS92933_-_99151658.23-CUFF.45163.1	2811	2772	2103	2054
hek_unique:TSS92933_-_99151694.23-CUFF.45163.1	1516	1619	1010	1445
hek_unique:TSS92933_-_99151714.23-CUFF.45163.1	5293	5627	4081	4317
hek_unique:TSS92933_-_99151717.23-CUFF.45163.1	2573	2849	2098	2165
hek_unique:TSS92933_-_99151746.23-CUFF.45163.1	1719	1458	1294	926
hek_unique:TSS92933_-_99151781.23-CUFF.45163.1	4025	4189	2801	3291
hek_unique:TSS92933_-_99151802.23-CUFF.45163.1	5065	5066	3748	3369
hek_unique:TSS92983_+_100951632.23-P1P2	4646	4495	3553	3088
hek_unique:TSS92983_+_100951841.23-P1P2	3671	4017	2685	3156
hek_unique:TSS92983_+_100951886.23-P1P2	6821	6234	4221	5082
hek_unique:TSS92983_+_100951896.23-P1P2	2513	2079	2109	1684
hek_unique:TSS92983_+_100951948.23-P1P2	418	329	278	338
hek_unique:TSS92983_-_100951599.23-P1P2	9522	9985	7356	6651
hek_unique:TSS92983_-_100951607.23-P1P2	4440	4431	3557	3826
hek_unique:TSS92983_-_100951795.23-P1P2	5385	5086	3927	3857
hek_unique:TSS92983_-_100951801.23-P1P2	9393	9350	6764	6221
hek_unique:TSS92983_-_100951867.23-P1P2	3912	4179	2308	2910
hek_unique:TSS93401_+_128807918.23-P1P2	0	0	0	0
hek_unique:TSS93401_+_128807922.23-P1P2	0	0	0	0
hek_unique:TSS93401_+_128807936.23-P1P2	0	0	0	0
hek_unique:TSS93401_+_128808147.23-P1P2	0	0	0	0
hek_unique:TSS93401_-_128807893.23-P1P2	0	0	0	0
hek_unique:TSS93401_-_128807896.23-P1P2	0	0	0	0
hek_unique:TSS93401_-_128808119.23-P1P2	0	0	0	0
hek_unique:TSS93401_-_128808138.23-P1P2	0	0	0	0
hek_unique:TSS93401_-_128808162.23-P1P2	0	0	0	0
hek_unique:TSS93401_-_128808259.23-P1P2	0	0	0	0
hek_unique:TSS93580_+_139122612.23-CUFF.45787.1	0	0	0	0
hek_unique:TSS93580_+_139122617.23-CUFF.45787.1	0	0	0	0
hek_unique:TSS93580_+_139122624.23-CUFF.45787.1	0	0	0	0
hek_unique:TSS93580_+_139122627.23-CUFF.45787.1	0	0	0	0
hek_unique:TSS93580_+_139122674.23-CUFF.45787.1	0	0	0	0
hek_unique:TSS93580_+_139122708.23-CUFF.45787.1	0	0	0	0
hek_unique:TSS93580_+_139122817.23-CUFF.45787.1	0	0	0	0
hek_unique:TSS93580_-_139122728.23-CUFF.45787.1	0	0	0	0
hek_unique:TSS93580_-_139122846.23-CUFF.45787.1	0	0	0	0
hek_unique:TSS93580_-_139122854.23-CUFF.45787.1	0	0	0	0
hek_unique:TSS93581_+_139135300.23-CUFF.45787.2	0	0	0	0
hek_unique:TSS93581_+_139135501.23-CUFF.45787.2	0	0	0	0
hek_unique:TSS93581_+_139135576.23-CUFF.45787.2	0	0	0	0
hek_unique:TSS93581_+_139135648.23-CUFF.45787.2	0	0	0	0
hek_unique:TSS93581_+_139135692.23-CUFF.45787.2	0	0	0	0
hek_unique:TSS93581_+_139135736.23-CUFF.45787.2	0	0	0	0
hek_unique:TSS93581_-_139135422.23-CUFF.45787.2	0	0	0	0
hek_unique:TSS93581_-_139135528.23-CUFF.45787.2	0	0	0	0
hek_unique:TSS93581_-_139135545.23-CUFF.45787.2	0	0	0	0
hek_unique:TSS93581_-_139135630.23-CUFF.45787.2	0	0	0	0
hek_unique:TSS93704_+_148882761.23-CUFF.45922.1	0	0	0	0
hek_unique:TSS93704_+_148882771.23-CUFF.45922.1	0	0	0	0
hek_unique:TSS93704_+_148882827.23-CUFF.45922.1	0	0	0	0
hek_unique:TSS93704_+_148882859.23-CUFF.45922.1	0	0	0	0
hek_unique:TSS93704_-_148882661.23-CUFF.45922.1	0	0	0	0
hek_unique:TSS93704_-_148882711.23-CUFF.45922.1	0	0	0	0
hek_unique:TSS93704_-_148882741.23-CUFF.45922.1	0	0	0	0
hek_unique:TSS93704_-_148882837.23-CUFF.45922.1	0	0	0	0
hek_unique:TSS93704_-_148882857.23-CUFF.45922.1	0	0	0	0
hek_unique:TSS93704_-_148882888.23-CUFF.45922.1	0	0	0	0
hek_unique:TSS93705_+_148883995.23-CUFF.45923.1	0	0	0	0
hek_unique:TSS93705_+_148884000.23-CUFF.45923.1	0	0	0	0
hek_unique:TSS93705_+_148884005.23-CUFF.45923.1	0	0	0	0
hek_unique:TSS93705_+_148884064.23-CUFF.45923.1	0	0	0	0
hek_unique:TSS93705_+_148884085.23-CUFF.45923.1	0	0	0	0
hek_unique:TSS93705_+_148884137.23-CUFF.45923.1	0	0	0	0
hek_unique:TSS93705_-_148884062.23-CUFF.45923.1	0	0	0	0
hek_unique:TSS93705_-_148884068.23-CUFF.45923.1	0	0	0	0
hek_unique:TSS93705_-_148884081.23-CUFF.45923.1	0	0	0	0
hek_unique:TSS93705_-_148884151.23-CUFF.45923.1	0	0	0	0
hek_unique:TSS93712_+_149159032.23-CUFF.45936.1	0	0	0	0
hek_unique:TSS93712_+_149159053.23-CUFF.45936.1	0	0	0	0
hek_unique:TSS93712_+_149159056.23-CUFF.45936.1	0	0	0	0
hek_unique:TSS93712_+_149159081.23-CUFF.45936.1	0	0	0	0
hek_unique:TSS93712_-_149158689.23-CUFF.45936.1	0	0	0	0
hek_unique:TSS93712_-_149158704.23-CUFF.45936.1	0	0	0	0
hek_unique:TSS93712_-_149158714.23-CUFF.45936.1	0	0	0	0
hek_unique:TSS93712_-_149159086.23-CUFF.45936.1	0	0	0	0
hek_unique:TSS93712_-_149159138.23-CUFF.45936.1	0	0	0	0
hek_unique:TSS93712_-_149159144.23-CUFF.45936.1	0	0	0	0
hek_unique:TSS93713_+_149159032.23-CUFF.45936.2	1304	1280	1097	826
hek_unique:TSS93713_+_149159053.23-CUFF.45936.2	174	224	40	58
hek_unique:TSS93713_+_149159056.23-CUFF.45936.2	3916	3824	2390	2651
hek_unique:TSS93713_+_149159081.23-CUFF.45936.2	4152	4122	3243	3397
hek_unique:TSS93713_+_149159180.23-CUFF.45936.2	1832	1981	1409	1377
hek_unique:TSS93713_+_149159412.23-CUFF.45936.2	4891	4942	3614	3814
hek_unique:TSS93713_+_149159443.23-CUFF.45936.2	2771	2629	1764	2162
hek_unique:TSS93713_-_149159086.23-CUFF.45936.2	4294	4149	2797	3131
hek_unique:TSS93713_-_149159423.23-CUFF.45936.2	2885	2971	1964	2365
hek_unique:TSS93713_-_149159430.23-CUFF.45936.2	3592	3547	3215	2662
hek_unique:TSS93714_+_149160726.23-CUFF.45934.1	3092	3159	2648	2585
hek_unique:TSS93714_+_149160781.23-CUFF.45934.1	4100	3648	2509	3021
hek_unique:TSS93714_+_149160850.23-CUFF.45934.1	3740	3715	2662	3017
hek_unique:TSS93714_+_149160911.23-CUFF.45934.1	4073	3949	3231	3222
hek_unique:TSS93714_+_149160975.23-CUFF.45934.1	1365	1499	1174	1249
hek_unique:TSS93714_+_149161006.23-CUFF.45934.1	1088	1315	805	871
hek_unique:TSS93714_+_149161021.23-CUFF.45934.1	2790	2525	2228	2128
hek_unique:TSS93714_-_149160786.23-CUFF.45934.1	4726	4561	3744	3646
hek_unique:TSS93714_-_149160847.23-CUFF.45934.1	1625	1826	1018	1275
hek_unique:TSS93714_-_149161098.23-CUFF.45934.1	1811	1678	844	1551
hek_unique:TSS9374_+_243245230.23-ENST00000438255	4032	3966	3794	2730
hek_unique:TSS9374_+_243245372.23-ENST00000438255	3064	2975	2691	2068
hek_unique:TSS9374_+_243245380.23-ENST00000438255	2858	2890	2160	2184
hek_unique:TSS9374_-_243245307.23-ENST00000438255	4585	4353	3146	3294
hek_unique:TSS9374_-_243245363.23-ENST00000438255	3757	3670	3382	2495
hek_unique:TSS9374_-_243245371.23-ENST00000438255	2250	1958	1575	1655
hek_unique:TSS9374_-_243245386.23-ENST00000438255	3969	3819	3209	2656
hek_unique:TSS9374_-_243245406.23-ENST00000438255	2328	2263	2199	1518
hek_unique:TSS9374_-_243245421.23-ENST00000438255	1526	1180	1183	832
hek_unique:TSS9374_-_243245424.23-ENST00000438255	2360	2499	2127	1732
hek_unique:TSS93802_+_151573808.23-CUFF.46014.1	3632	3476	2331	2468
hek_unique:TSS93802_+_151573819.23-CUFF.46014.1	2347	2492	1873	1953
hek_unique:TSS93802_+_151573903.23-CUFF.46014.1	2013	1949	1493	1335
hek_unique:TSS93802_+_151573908.23-CUFF.46014.1	3592	3822	2661	2996
hek_unique:TSS93802_+_151573941.23-CUFF.46014.1	5155	4878	3746	3800
hek_unique:TSS93802_+_151574041.23-CUFF.46014.1	3507	3435	2923	2753
hek_unique:TSS93802_+_151574055.23-CUFF.46014.1	1507	1402	1009	1208
hek_unique:TSS93802_-_151573827.23-CUFF.46014.1	2259	2394	1845	1902
hek_unique:TSS93802_-_151573838.23-CUFF.46014.1	1946	2027	1623	1960
hek_unique:TSS93802_-_151573868.23-CUFF.46014.1	3268	3680	3120	2645
hek_unique:TSS93803_+_151574572.23-P1P2	1926	1762	1739	1744
hek_unique:TSS93803_+_151574590.23-P1P2	1572	1636	1234	1063
hek_unique:TSS93803_+_151574613.23-P1P2	1298	1050	629	705
hek_unique:TSS93803_+_151574651.23-P1P2	3679	3252	2974	2632
hek_unique:TSS93803_+_151574654.23-P1P2	2917	3106	2329	2360
hek_unique:TSS93803_+_151574657.23-P1P2	2687	2693	2015	2652
hek_unique:TSS93803_+_151574676.23-P1P2	2746	2818	1878	1908
hek_unique:TSS93803_+_151574735.23-P1P2	2598	2386	1735	2293
hek_unique:TSS93803_-_151574606.23-P1P2	1519	1704	805	1389
hek_unique:TSS93803_-_151574751.23-P1P2	2737	2837	1720	3020
hek_unique:TSS93804_+_151574572.23-P1P2	1926	1762	1739	1744
hek_unique:TSS93804_+_151574613.23-P1P2	1298	1050	629	705
hek_unique:TSS93804_+_151574654.23-P1P2	2917	3106	2329	2360
hek_unique:TSS93804_+_151574657.23-P1P2	2687	2693	2015	2652
hek_unique:TSS93804_+_151574676.23-P1P2	2746	2818	1878	1908
hek_unique:TSS93804_+_151574735.23-P1P2	2598	2386	1735	2293
hek_unique:TSS93804_+_151574834.23-P1P2	884	1063	494	587
hek_unique:TSS93804_-_151574606.23-P1P2	1519	1704	805	1389
hek_unique:TSS93804_-_151574751.23-P1P2	2737	2837	1720	3020
hek_unique:TSS93804_-_151575083.23-P1P2	1560	1590	1228	1410
hek_unique:TSS93891_+_155301306.23-CUFF.46100.1	3387	3177	2502	2289
hek_unique:TSS93891_+_155301327.23-CUFF.46100.1	1376	1306	947	820
hek_unique:TSS93891_+_155301331.23-CUFF.46100.1	2363	2516	2068	1851
hek_unique:TSS93891_+_155301355.23-CUFF.46100.1	2400	2608	1929	1938
hek_unique:TSS93891_+_155301375.23-CUFF.46100.1	1834	1830	1394	1469
hek_unique:TSS93891_+_155301658.23-CUFF.46100.1	960	977	758	682
hek_unique:TSS93891_+_155301692.23-CUFF.46100.1	4553	4396	3445	4184
hek_unique:TSS93891_+_155301758.23-CUFF.46100.1	3075	2833	2007	2452
hek_unique:TSS93891_+_155301770.23-CUFF.46100.1	3253	3402	2213	2641
hek_unique:TSS93891_-_155301389.23-CUFF.46100.1	3989	4025	3098	3437
hek_unique:TSS93944_+_156803522.23-P1P2	0	0	0	0
hek_unique:TSS93944_+_156803604.23-P1P2	0	0	0	0
hek_unique:TSS93944_+_156803608.23-P1P2	0	0	0	0
hek_unique:TSS93944_+_156803702.23-P1P2	0	0	0	0
hek_unique:TSS93944_-_156803527.23-P1P2	0	0	0	0
hek_unique:TSS93944_-_156803538.23-P1P2	0	0	0	0
hek_unique:TSS93944_-_156803563.23-P1P2	0	0	0	0
hek_unique:TSS93944_-_156803581.23-P1P2	0	0	0	0
hek_unique:TSS93944_-_156803593.23-P1P2	0	0	0	0
hek_unique:TSS93944_-_156803764.23-P1P2	0	0	0	0
hek_unique:TSS94105_-_807758.23-CUFF.43403.1	2943	3071	2369	2351
hek_unique:TSS94105_-_807817.23-CUFF.43403.1	2755	2749	2169	1834
hek_unique:TSS94105_-_807850.23-CUFF.43403.1	2855	2517	2046	2340
hek_unique:TSS94105_-_807931.23-CUFF.43403.1	2533	2529	2400	1948
hek_unique:TSS94105_-_807934.23-CUFF.43403.1	3539	3343	1980	2601
hek_unique:TSS94105_-_807993.23-CUFF.43403.1	6002	5919	4587	4571
hek_unique:TSS94105_-_808031.23-CUFF.43403.1	2150	2289	1422	1734
hek_unique:TSS94105_-_808087.23-CUFF.43403.1	2998	2948	4234	4049
hek_unique:TSS94105_-_808091.23-CUFF.43403.1	1945	1732	1561	1476
hek_unique:TSS94105_-_808169.23-CUFF.43403.1	2360	2304	1482	1647
hek_unique:TSS94144_+_2485361.23-CUFF.43511.1	3511	3603	2860	2789
hek_unique:TSS94144_+_2485397.23-CUFF.43511.1	3172	3123	2685	2716
hek_unique:TSS94144_+_2485603.23-CUFF.43511.1	1878	1877	1788	1606
hek_unique:TSS94144_-_2485403.23-CUFF.43511.1	126	149	183	47
hek_unique:TSS94144_-_2485417.23-CUFF.43511.1	2630	2959	2154	2291
hek_unique:TSS94144_-_2485470.23-CUFF.43511.1	1761	2073	1219	1366
hek_unique:TSS94144_-_2485506.23-CUFF.43511.1	3967	3763	2537	2881
hek_unique:TSS94144_-_2485524.23-CUFF.43511.1	2633	2332	1907	1865
hek_unique:TSS94144_-_2485528.23-CUFF.43511.1	2815	3198	2475	1573
hek_unique:TSS94144_-_2485545.23-CUFF.43511.1	1675	1504	1005	1659
hek_unique:TSS94145_+_2491920.23-CUFF.43511.2	2787	2861	2090	1899
hek_unique:TSS94145_-_2491878.23-CUFF.43511.2	2612	2145	1664	2017
hek_unique:TSS94145_-_2491896.23-CUFF.43511.2	1600	1384	953	1384
hek_unique:TSS94145_-_2491907.23-CUFF.43511.2	1028	935	619	467
hek_unique:TSS94145_-_2491958.23-CUFF.43511.2	2623	2474	2075	1716
hek_unique:TSS94145_-_2492044.23-CUFF.43511.2	2219	2264	1562	1639
hek_unique:TSS94145_-_2492060.23-CUFF.43511.2	1671	1473	1655	1234
hek_unique:TSS94145_-_2492072.23-CUFF.43511.2	3841	3477	3101	2163
hek_unique:TSS94145_-_2492075.23-CUFF.43511.2	2799	3028	2290	2317
hek_unique:TSS94145_-_2492118.23-CUFF.43511.2	3377	2683	1764	2467
hek_unique:TSS94146_+_2490256.23-CUFF.43511.4	3719	3464	2849	2554
hek_unique:TSS94146_+_2490479.23-CUFF.43511.4	4670	4527	3215	3000
hek_unique:TSS94146_+_2490575.23-CUFF.43511.4	3133	2948	1925	2460
hek_unique:TSS94146_+_2490598.23-CUFF.43511.4	1158	1189	555	786
hek_unique:TSS94146_-_2490291.23-CUFF.43511.4	4739	4580	4233	4205
hek_unique:TSS94146_-_2490473.23-CUFF.43511.4	4664	5039	3823	4351
hek_unique:TSS94146_-_2490487.23-CUFF.43511.4	4748	4365	3192	3550
hek_unique:TSS94146_-_2490496.23-CUFF.43511.4	4310	4042	4049	2439
hek_unique:TSS94146_-_2490586.23-CUFF.43511.4	1739	1740	1493	1426
hek_unique:TSS94146_-_2490589.23-CUFF.43511.4	659	671	538	627
hek_unique:TSS9418_+_245018441.23-P1P2	1130	978	914	924
hek_unique:TSS9418_+_245018618.23-P1P2	5258	4988	4043	3827
hek_unique:TSS9418_+_245018629.23-P1P2	2870	2520	1631	1821
hek_unique:TSS9418_+_245018650.23-P1P2	1855	1877	1310	1437
hek_unique:TSS9418_+_245018673.23-P1P2	1569	1402	1017	1138
hek_unique:TSS9418_+_245018876.23-P1P2	2126	2085	1727	1920
hek_unique:TSS9418_-_245018406.23-P1P2	2257	2399	1342	1392
hek_unique:TSS9418_-_245018709.23-P1P2	4584	4378	3354	2860
hek_unique:TSS9418_-_245018728.23-P1P2	4425	4323	2331	2345
hek_unique:TSS9418_-_245018799.23-P1P2	2077	2188	1708	2020
hek_unique:TSS9421_+_245129690.23-CUFF.4469.1	3149	2842	2016	2303
hek_unique:TSS9421_+_245129701.23-CUFF.4469.1	4050	4114	3285	2801
hek_unique:TSS9421_+_245129704.23-CUFF.4469.1	1984	1975	1487	1995
hek_unique:TSS9421_+_245129711.23-CUFF.4469.1	2015	2124	1705	1372
hek_unique:TSS9421_+_245129775.23-CUFF.4469.1	1860	1677	1211	1708
hek_unique:TSS9421_+_245129791.23-CUFF.4469.1	3721	3515	3030	3292
hek_unique:TSS9421_-_245129637.23-CUFF.4469.1	1858	1545	1450	1157
hek_unique:TSS9421_-_245129708.23-CUFF.4469.1	6033	6315	4931	4762
hek_unique:TSS9421_-_245129801.23-CUFF.4469.1	2208	2138	1871	1566
hek_unique:TSS9421_-_245129872.23-CUFF.4469.1	1635	1795	975	1528
hek_unique:TSS94236_+_5886610.23-CUFF.43614.3	4419	4026	3166	3638
hek_unique:TSS94236_+_5886623.23-CUFF.43614.3	3232	3319	2361	3239
hek_unique:TSS94236_+_5886630.23-CUFF.43614.3	4377	4421	3589	3426
hek_unique:TSS94236_+_5886664.23-CUFF.43614.3	2996	2920	2385	2368
hek_unique:TSS94236_+_5886700.23-CUFF.43614.3	1654	1630	1388	1373
hek_unique:TSS94236_+_5886703.23-CUFF.43614.3	1614	1625	1066	1055
hek_unique:TSS94236_-_5886492.23-CUFF.43614.3	2764	2644	2251	2105
hek_unique:TSS94236_-_5886643.23-CUFF.43614.3	2223	2014	1319	1448
hek_unique:TSS94236_-_5886663.23-CUFF.43614.3	2903	3018	2263	2309
hek_unique:TSS94236_-_5886669.23-CUFF.43614.3	5747	5299	3464	4104
hek_unique:TSS94247_+_6629295.23-CUFF.43619.1	3521	3319	1897	1896
hek_unique:TSS94247_+_6629475.23-CUFF.43619.1	2486	2507	2129	1640
hek_unique:TSS94247_+_6629502.23-CUFF.43619.1	2683	2482	2172	2323
hek_unique:TSS94247_+_6629533.23-CUFF.43619.1	1931	2072	1286	1412
hek_unique:TSS94247_-_6629251.23-CUFF.43619.1	3990	4367	3050	3522
hek_unique:TSS94247_-_6629440.23-CUFF.43619.1	4250	3978	3310	2563
hek_unique:TSS94247_-_6629480.23-CUFF.43619.1	3421	2921	2407	2402
hek_unique:TSS94247_-_6629505.23-CUFF.43619.1	2312	2244	1738	1528
hek_unique:TSS94247_-_6629508.23-CUFF.43619.1	3889	3502	2886	2659
hek_unique:TSS94247_-_6629513.23-CUFF.43619.1	3035	2823	2933	2457
hek_unique:TSS94253_+_6699224.23-CUFF.43631.2	5966	6142	4367	4943
hek_unique:TSS94253_+_6699301.23-CUFF.43631.2	1666	1621	1176	976
hek_unique:TSS94253_+_6699415.23-CUFF.43631.2	4362	4542	2779	3431
hek_unique:TSS94253_+_6699419.23-CUFF.43631.2	2512	2782	1757	2278
hek_unique:TSS94253_+_6699611.23-CUFF.43631.2	1804	1813	1481	1050
hek_unique:TSS94253_-_6699330.23-CUFF.43631.2	2089	2043	2058	1411
hek_unique:TSS94253_-_6699427.23-CUFF.43631.2	3149	3513	2391	2714
hek_unique:TSS94253_-_6699463.23-CUFF.43631.2	1936	2084	1159	1515
hek_unique:TSS94253_-_6699498.23-CUFF.43631.2	3033	3277	2250	2679
hek_unique:TSS94253_-_6699532.23-CUFF.43631.2	1974	1841	1429	1329
hek_unique:TSS94443_+_20371138.23-ENST00000605357,ENST00000603156	2872	3068	2184	1691
hek_unique:TSS94443_+_20371237.23-ENST00000605357,ENST00000603156	2471	2667	1933	2034
hek_unique:TSS94443_+_20371291.23-ENST00000605357,ENST00000603156	2486	2532	2262	1963
hek_unique:TSS94443_+_20371349.23-ENST00000605357,ENST00000603156	1999	1958	1596	1403
hek_unique:TSS94443_-_20371236.23-ENST00000605357,ENST00000603156	2775	2721	1794	1613
hek_unique:TSS94443_-_20371369.23-ENST00000605357,ENST00000603156	1046	1021	879	981
hek_unique:TSS94443_-_20371386.23-ENST00000605357,ENST00000603156	1307	1510	1122	784
hek_unique:TSS94443_-_20371390.23-ENST00000605357,ENST00000603156	3733	3550	2981	2846
hek_unique:TSS94443_-_20371398.23-ENST00000605357,ENST00000603156	3697	3767	2619	2665
hek_unique:TSS94443_-_20371401.23-ENST00000605357,ENST00000603156	4853	4747	3285	4256
hek_unique:TSS94453_+_20837406.23-CUFF.43769.1	1674	1595	1135	828
hek_unique:TSS94453_+_20837439.23-CUFF.43769.1	5829	6253	3594	2958
hek_unique:TSS94453_+_20837602.23-CUFF.43769.1	1972	1958	953	1199
hek_unique:TSS94453_+_20837647.23-CUFF.43769.1	3274	3132	1544	1900
hek_unique:TSS94453_+_20837688.23-CUFF.43769.1	2397	2197	1510	1992
hek_unique:TSS94453_-_20837392.23-CUFF.43769.1	3884	3877	2361	2481
hek_unique:TSS94453_-_20837629.23-CUFF.43769.1	2743	2738	1395	1837
hek_unique:TSS94453_-_20837635.23-CUFF.43769.1	2715	2828	1585	2547
hek_unique:TSS94453_-_20837663.23-CUFF.43769.1	3033	2580	1965	2314
hek_unique:TSS94453_-_20837678.23-CUFF.43769.1	2824	2835	1904	1451
hek_unique:TSS94480_+_22897743.23-CUFF.43822.1	0	0	0	0
hek_unique:TSS94480_+_22897751.23-CUFF.43822.1	0	0	0	0
hek_unique:TSS94480_+_22898105.23-CUFF.43822.1	0	0	0	0
hek_unique:TSS94480_+_22898197.23-CUFF.43822.1	0	0	0	0
hek_unique:TSS94480_-_22897801.23-CUFF.43822.1	0	0	0	0
hek_unique:TSS94480_-_22898038.23-CUFF.43822.1	0	0	0	0
hek_unique:TSS94480_-_22898114.23-CUFF.43822.1	0	0	0	0
hek_unique:TSS94480_-_22898180.23-CUFF.43822.1	0	0	0	0
hek_unique:TSS94480_-_22898191.23-CUFF.43822.1	0	0	0	0
hek_unique:TSS94480_-_22898227.23-CUFF.43822.1	0	0	0	0
hek_unique:TSS94583_+_26415939.23-P1P2	2160	2228	1414	1400
hek_unique:TSS94583_+_26416227.23-P1P2	2731	2770	2429	2194
hek_unique:TSS94583_-_26415954.23-P1P2	2562	2554	2143	2197
hek_unique:TSS94583_-_26416185.23-P1P2	3339	3501	2292	2747
hek_unique:TSS94583_-_26416200.23-P1P2	3348	3533	2192	2449
hek_unique:TSS94583_-_26416231.23-P1P2	2166	2362	1524	1725
hek_unique:TSS94583_-_26416247.23-P1P2	2307	2295	1810	1362
hek_unique:TSS94583_-_26416256.23-P1P2	1562	1641	1705	1057
hek_unique:TSS94583_-_26416289.23-P1P2	3325	3168	2213	2906
hek_unique:TSS94583_-_26416305.23-P1P2	3960	3983	2598	3156
hek_unique:TSS94584_+_26415637.23-P1P2	2881	2702	1846	2103
hek_unique:TSS94584_+_26415705.23-P1P2	3073	2831	2145	2689
hek_unique:TSS94584_+_26415737.23-P1P2	3259	3051	2322	2352
