gene,Mann-Whitney p-value,average log2 enrichment of strongest 3 sgRNAs,sgRNAs passing filter,screen score
LH04847,0.431442615,0.270108106,10,0.15002544
LH04850,0.296362483,-0.248360601,10,0.199574417
LH04851,0.448020716,-0.919689641,11,0.487908606
LH04852,0.228475197,0.6696593,9,0.653226548
LH04861,0.430810366,0.484375769,9,0.269504914
LH04864,0.249800504,0.797339476,10,0.730761936
LH04874,0.873408742,0.246426078,10,0.022038261
LH04876,0.875055227,0.156099766,10,0.013765991
LH04877,0.115614459,1.047013384,10,1.492550579
LH04885,0.873408742,0.244376536,10,0.021854968
LH04886,0.808072617,0.069072449,10,0.009725732
LH04887,0.525121785,-0.569947549,8,0.242567309
LH04897,0.799181995,0.427808078,10,0.063364648
LH04898,0.640859165,-0.059247729,10,0.0174183
LH04899,0.294813844,0.414805667,8,0.334760141
LH04905,0.419308673,0.245465345,10,0.140964926
LH04911,0.337091285,-0.831781204,8,0.597621496
LH04912,0.199675236,0.691548589,10,0.736143385
LH04913,0.517810701,0.354743255,10,0.154263532
LH04914,0.861078059,0.374813898,10,0.037041426
LH04915,0.435660505,0.720997182,9,0.395826913
LH04916,0.117806352,-0.585502486,10,0.827386532
LH04917,0.232198332,0.471514567,10,0.45490818
LH04918,0.865184679,0.310547046,10,0.029713924
LH04919,0.500714525,-0.225452291,10,0.103041371
LH04920,0.377601872,-0.104047903,10,0.066954768
LH04921,0.872632388,-0.309132493,9,0.02782783
LH04922,0.934218696,0.475212749,10,0.021365334
LH04924,0.666603601,-0.130190661,9,0.034886854
LH04925,0.508387333,-0.813427576,10,0.363597887
LH04926,0.231382667,0.002742041,10,0.002651844
LH04927,0.415103651,-1.606943872,8,0.933531366
LH04928,0.237758992,-0.46797511,9,0.444175791
LH04929,0.70721331,1.586027201,10,0.363031626
LH04930,0.034862703,0.771608866,10,1.711157703
LH04943,0.731019445,0.168310688,9,0.034843387
LH04944,0.384988651,0.81150788,10,0.511816988
LH04956,0.770500717,-0.358360463,8,0.061732345
LH04960,0.091623383,-1.789750363,9,2.826376624
LH04962,0.630056514,0.012941398,10,0.003950021
LH04965,0.058987326,1.111598561,8,2.078873102
LH04966,0.912947159,-0.310108379,8,0.018661679
LH04970,0.612716377,0.304522216,10,0.098562576
LH04971,0.413019539,0.247231939,10,0.144448127
LH04973,0.998332761,0.505357194,10,0.000557168
LH04977,0.42567158,-0.217869366,9,0.122949154
LH04978,0.563698381,0.339254964,9,0.128495172
LH04979,0.564070522,0.820644195,9,0.310466836
LH04980,0.135847328,1.153466655,10,1.521392984
LH04982,0.503376347,-0.359748603,10,0.163160279
LH04983,0.052744076,0.703549175,9,1.367757646
LH04987,0.697449899,-0.156907543,8,0.037356391
LH04989,0.397688902,-0.565502448,10,0.344534513
LH04990,0.330443924,-0.539053886,10,0.394395397
LH04991,0.368311302,-0.37360754,9,0.246565882
LH04993,0.666106685,-0.352846485,10,0.094725215
LH04996,0.887420624,-0.659832326,10,0.052071098
LH04999,0.289410767,0.248080956,10,0.203240454
LH05008,0.027955605,-1.102830545,5,2.606583289
LH05009,0.313484939,-0.258360172,7,0.19802144
LH05011,0.996248723,-0.011687123,10,2.90E-05
LH05012,0.094797521,0.434297245,10,0.676070137
LH05013,0.469042318,-0.694703613,10,0.347502829
LH05014,0.604941604,0.450228901,9,0.149521348
LH05016,0.817393915,0.245904604,10,0.032761059
LH05017,0.208288534,0.621967176,9,0.644719488
LH05024,0.682897719,0.263155301,10,0.066318025
LH05028,0.120154415,0.293510769,9,0.410939205
LH05029,0.161039743,0.189039727,10,0.22808976
LH05032,0.87306636,0.064876374,9,0.0058188
LH05035,0.823893641,-0.079392155,10,0.010161677
LH05037,0.267862783,0.945447583,10,0.822892064
LH05042,0.783887226,0.184687542,10,0.029712973
LH05048,0.006383187,1.026238191,10,3.427031747
LH05051,0.674100361,0.256455148,10,0.066826602
LH05053,0.875236788,0.013737241,9,0.001209565
LH05055,0.637125359,0.543408362,10,0.1618552
LH05056,0.850553481,0.142815849,9,0.015274414
LH05057,0.152177575,0.301578052,10,0.375154092
LH05058,0.326822785,0.229552088,10,0.169621615
LH05061,0.606861827,-0.53576149,10,0.176804898
LH05063,0.783084489,-0.380609111,10,0.061490964
LH05064,0.061098406,0.876556027,10,1.618939211
LH05068,0.613449947,0.313261913,10,0.101143632
LH05069,0.582639945,0.211968995,8,0.075655889
LH05071,0.984578985,-0.293121426,10,0.003009941
LH05076,0.655424187,0.242890144,9,0.067800931
LH05077,0.880822138,0.185092011,10,0.015519401
LH05078,0.370582177,-1.083793346,10,0.710858162
LH05079,0.572983385,0.592842452,10,0.218143645
LH05080,0.575475063,-0.559761625,10,0.204366288
LH05090,0.119781954,0.474016193,10,0.664634016
LH05091,0.002870248,1.252352855,10,4.843495233
LH05093,0.58298065,0.151268781,10,0.053932364
LH05094,0.301221345,-0.367552143,10,0.29140351
LH05098,0.88697292,0.719420056,9,0.057013376
LH05100,0.537583223,-0.374238322,9,0.153474906
LH05103,0.616755786,-0.588526631,10,0.187929104
LH05108,0.224531607,-1.023430891,10,1.010090665
LH05112,0.274689862,0.34809127,10,0.297180744
LH05113,0.143834806,0.575984758,10,0.737965559
LH05120,0.157655585,-0.57177534,8,0.697910948
LH05121,0.915265884,-0.513239582,8,0.030025492
LH05123,0.634889484,0.349150659,10,0.104806188
LH05126,0.035864807,0.258527532,10,0.568482546
LH05127,0.519841686,0.290731748,10,0.125675531
LH05128,0.8799979,-0.122011404,10,0.010305758
LH05129,0.97249598,0.648949974,10,0.011958497
LH05135,0.368075053,0.668039834,10,0.44116252
LH05137,0.440365594,0.266640362,10,0.14449285
LH05138,0.008879168,-1.925755285,10,6.010941834
LH05139,0.701008376,-0.245812618,10,0.057696257
LH05143,0.86691955,-0.314642418,7,0.029689325
LH05145,0.014189275,1.692749855,8,4.759342584
LH05146,0.615750659,0.89998738,9,0.28835506
LH05155,0.469465547,0.342361325,9,0.171051066
LH05158,0.590892267,-0.884006676,10,0.307304434
LH05161,0.0362091,-1.001453724,9,2.1957994
LH05163,0.133721834,-0.782403982,9,1.040123244
LH05164,0.160727787,0.497211475,10,0.600557719
LH05166,0.655978529,0.077662491,8,0.02163551
LH05171,0.248085011,0.700154437,10,0.644879766
LH05173,0.183341199,0.352002926,10,0.394551182
LH05178,0.653038504,-0.045066862,9,0.012688655
LH05179,0.65815076,-0.44835642,10,0.123925449
LH05180,0.35271343,0.584734042,10,0.402619389
LH05192,0.212414153,0.408933385,10,0.418593131
LH05193,0.627460673,0.838678699,10,0.258272359
LH05195,0.291678027,0.401733752,9,0.327049223
LH05196,0.295638201,0.560420155,10,0.451241278
LH05213,0.893200723,0.556809446,10,0.04155246
LH05216,0.412982234,-0.164874409,9,0.096339626
LH05219,0.342524,0.791754672,10,0.560499133
LH05229,0.23817297,-0.92506887,10,0.876960293
LH05231,0.909745541,0.211492928,10,0.013218124
LH05234,0.566599823,0.359362951,10,0.134892188
LH05235,0.006619492,1.022053756,10,3.388510079
LH05236,0.849190469,-0.160563572,10,0.01734271
LH05240,0.445365248,0.338524605,1,0.180921872
LH05244,0.511027059,-0.126964228,9,0.05631789
LH05245,0.930586642,-0.882780534,8,0.041961492
LH05249,0.404721511,0.565725946,10,0.338118372
LH05258,0.788708445,0.421389543,10,0.066086966
LH05262,0.205973162,-0.10854012,10,0.113312324
LH05263,0.346791129,0.664266681,10,0.464813764
LH05267,0.204725859,-0.360056167,9,0.377331853
LH05269,0.570496839,-1.27263297,10,0.47193793
LH05270,0.936711371,0.9107893,10,0.03934509
LH05271,0.695595353,-0.065452878,10,0.015698104
LH05274,0.737678736,0.030900477,3,0.006211814
LH05278,0.123255562,-1.23248327,6,1.704826579
LH05279,0.725159875,-0.121851992,10,0.02587354
LH05287,0.530471983,0.480837657,8,0.201421942
LH05288,0.5815475,-0.464356183,10,0.166313642
LH05292,0.463289357,-0.312163221,10,0.158694927
LH05297,0.687120518,-0.45422493,10,0.112619533
LH05298,0.579400868,-0.913783746,10,0.329513234
LH05302,0.596314706,-0.72733456,10,0.248451022
LH05303,0.010826854,-2.227358704,10,6.660480746
LH05306,0.249692931,0.585215403,8,0.536516693
LH05308,0.347573251,-0.214902376,9,0.150055844
LH05313,0.647227497,0.393015315,10,0.112975231
LH05315,0.292034587,-0.339555427,10,0.276156099
LH05317,0.187503581,0.875635968,10,0.968490029
LH05321,0.665347339,0.537551316,10,0.144716226
LH05328,0.954592233,0.38623706,10,0.011859414
LH05331,0.075346813,0.466846908,9,0.797575882
LH05334,0.91803311,-0.371636427,10,0.02100015
LH05335,0.005765071,-0.811891205,10,2.765875902
LH05336,0.946272159,0.173363983,10,0.006325899
LH05338,0.698686631,0.272869152,10,0.064644996
LH05341,0.010210686,0.984239095,10,2.981279947
LH05343,0.498360165,0.31574082,9,0.145290353
LH05345,0.296239694,-0.93507627,9,0.751652594
LH05356,0.767877284,0.249018691,10,0.043457946
LH05372,0.246803812,-0.636565213,10,0.588488442
LH05375,0.935719328,0.294596798,11,0.012932513
LH05377,0.656262137,0.160330955,10,0.044619812
LH05379,0.825586722,0.066126163,9,0.008374024
LH05380,0.52630014,0.074965904,10,0.031794153
LH05383,0.359289719,-0.163387182,9,0.110506176
LH05386,0.631913488,0.13489212,10,0.040909962
LH05393,0.959586712,0.532582971,10,0.014516628
LH05394,0.345721187,0.46544727,10,0.32664223
LH05399,0.783084489,0.258692684,10,0.041794224
LH05402,0.063101917,0.792776641,8,1.447303308
LH05404,0.195495374,-0.81967682,10,0.883991609
LH05413,0.147365124,0.323788547,9,0.409658141
LH05418,0.52971572,0.175862562,10,0.073834255
LH05419,0.770272656,-0.446427283,10,0.076990345
LH05420,0.023088593,-1.271089315,9,3.164915741
LH05422,0.016898536,1.449926534,10,3.909215115
LH05423,0.913059442,0.39545986,10,0.023765819
LH05424,0.534172752,-0.255072313,10,0.105677605
LH05425,0.129769629,1.106148463,9,1.49243409
LH05426,0.333829569,0.618941983,10,0.448676276
LH05428,0.331418945,-0.273899665,9,0.199863767
LH05432,0.48653601,-0.055073493,10,0.02621623
LH05439,0.084345493,-1.007726032,9,1.64651086
LH05440,0.425957338,-0.263851838,10,0.148781223
LH05441,0.020287017,1.119512695,9,2.883187393
LH05447,0.197322044,0.863185631,6,0.925609907
LH05448,0.208230055,0.285094662,10,0.295576665
LH05449,0.141640971,-0.822065666,8,1.06159882
LH05451,0.99416471,-0.889858837,10,0.00344097
LH05456,0.79555234,-0.435976889,10,0.065885857
LH05476,0.297330036,0.293122469,10,0.234912306
LH05487,0.606861829,-0.335523793,10,0.110725109
LH05488,0.814554199,0.121674381,10,0.016490062
LH05492,0.240202853,-1.264976229,8,1.192097405
LH05507,0.378166966,-0.266066861,10,0.170950986
LH05510,0.682298665,-0.45185174,9,0.114133613
LH05511,0.860257182,-0.076553611,10,0.007613744
LH05512,0.926741276,-0.761229565,4,0.038266451
LH05514,0.340317572,-0.09599864,7,0.068369292
LH05518,0.302199448,-2.146699621,10,1.697352928
LH05519,0.672574882,-0.334089773,10,0.087556595
LH05526,0.106369995,0.433303634,9,0.64154741
LH05528,0.864773851,-0.618577251,10,0.059381153
LH05529,0.82796215,-0.305813839,10,0.038146819
LH05535,0.187945156,-1.23899022,9,1.368449382
LH05540,0.457259687,-0.329255866,10,0.170234334
LH05541,0.707601772,0.548255094,10,0.125293209
LH05543,0.801604181,-0.679967268,10,0.099353494
LH05544,0.306546835,0.355175569,9,0.277478331
LH05545,0.309326895,0.01776064,8,0.013769425
LH05546,0.031831745,-1.737677941,10,3.957987683
LH05547,0.686352006,0.372333724,10,0.092590916
LH05548,0.450019939,-0.251735717,10,0.132808852
LH05549,0.031665591,-1.592877053,10,3.633676169
LH05550,0.204725857,0.356994413,9,0.374123197
LH05557,0.502563823,-0.34276267,9,0.155822344
LH05558,0.523575804,0.392171758,10,0.167670661
LH05560,0.894026922,0.306629565,10,0.02269522
LH05561,0.468721675,-0.413185959,10,0.206869497
LH05562,0.865834347,0.346378247,8,0.032970554
LH05566,0.28303798,1.044001118,10,0.870657677
LH05567,0.866828354,-0.048052738,10,0.004537546
LH05582,0.538648643,0.107488922,10,0.043940524
LH05591,0.682130997,0.018883088,10,0.004772762
LH05598,0.272761638,0.002371318,7,0.002035535
LH05599,0.488173448,0.188278762,10,0.089206983
LH05600,0.484248596,0.644897923,10,0.308994055
LH05601,0.649857313,0.365721333,10,0.104149507
LH05604,0.797390689,0.511624541,9,0.076537654
LH05605,0.051664614,-0.655246275,10,1.282805392
LH05606,0.854874018,-0.175180287,9,0.018149376
LH05608,0.154584472,1.356416317,8,1.673277197
LH05609,0.09951076,0.600692136,9,0.915838415
LH05611,0.410044454,-0.390819525,10,0.230207654
LH05618,0.469127265,0.588473098,9,0.294294066
LH05620,0.674100359,0.49617938,10,0.129293494
LH05622,0.119760767,0.301407554,9,0.422648879
LH05624,0.69791334,0.152180963,10,0.036164299
LH05625,0.034548908,1.130555506,10,2.513929481
LH05626,0.974815847,0.09008413,8,0.001518203
LH05632,0.372539477,0.489661938,10,0.319464086
LH05633,0.867239362,0.274558604,10,0.025840148
LH05635,0.368631278,0.415793066,10,0.274168054
LH05638,0.139447197,0.482549258,10,0.628131139
LH05639,0.730190913,0.6192714,9,0.128664509
LH05640,0.388714939,-0.195131913,10,0.121827538
LH05641,0.310100287,-0.489587224,10,0.378758202
LH05642,0.265918359,0.870645312,8,0.761977286
LH05643,0.882471003,-0.260252669,10,0.021499796
LH05645,0.950431521,0.314469077,10,0.010563395
LH05646,0.028214799,1.087446303,9,2.563590919
LH05649,0.088079497,-2.467526122,10,3.961034356
LH05654,0.412125673,-0.420346608,10,0.246194118
LH05655,0.322240309,-0.399022709,4,0.298570422
LH05656,0.613040446,1.092446938,9,0.353202989
LH05664,0.260046362,-0.487783715,10,0.434098541
LH05673,0.556036986,0.227090814,10,0.088065539
LH05674,0.847478683,0.181858846,8,0.019885307
LH05675,0.378664809,0.542529613,9,0.34810985
LH05676,0.577257962,0.275396504,10,0.099983067
LH05679,0.427172759,0.413688464,10,0.232492524
LH05680,0.498723066,0.725308804,10,0.333407084
LH05681,0.52323577,0.84668043,10,0.36235653
LH05703,0.156336985,-0.109902479,9,0.134757247
LH05704,0.49343316,0.29434281,10,0.137376214
LH05708,0.189258363,-1.277704614,10,1.405330716
LH05709,0.511381304,0.411676914,9,0.18242023
LH05710,0.921350682,-0.226329995,10,0.012249838
LH05712,0.001187034,0.885769519,10,3.94247688
LH05717,0.094282398,1.165590038,10,1.818669312
LH05718,0.661934539,-0.725572918,10,0.197799631
LH05719,0.379865369,0.957848948,10,0.612592836
LH05720,0.598852912,-0.121348973,10,0.041111172
LH05723,0.849190469,-0.103809438,10,0.011212612
LH05726,0.17516374,0.507346756,9,0.583967547
LH05727,0.117683732,0.468821875,10,0.662825169
LH05728,0.65890682,-0.274078126,10,0.075547118
LH05729,0.861305554,0.112212344,2,0.011069932
LH05732,0.314431312,0.533547851,9,0.407877753
LH05733,0.770672098,0.11707005,10,0.020149666
LH05734,0.924507803,-0.331032295,9,0.017168519
LH05736,0.701395598,-0.626424867,10,0.146803634
LH05737,0.780427466,0.231586739,9,0.03793508
LH05739,0.926329595,-0.004775737,10,0.000241475
LH05740,0.266511481,0.787353166,10,0.687922031
LH05742,0.282450214,0.643853299,9,0.537833794
LH05745,0.489485535,-0.75989826,10,0.358694152
LH05751,0.062998739,1.286730446,10,2.350463058
LH05753,0.269218785,0.536515234,10,0.465178352
LH05759,0.923424867,0.369180328,10,0.019432911
LH05760,0.590790282,-0.239375077,9,0.083240498
LH05764,0.952511715,-0.220620199,10,0.007092199
LH05768,0.674863604,-1.107501258,10,0.28776254
LH05771,0.227938797,0.863308275,10,0.843464341
LH05775,0.419406722,-0.415084796,6,0.23830923
LH05783,0.517905234,0.603338792,8,0.262294931
LH05785,0.199675236,1.184872034,10,1.261278997
LH05790,0.955424528,-0.310848019,10,0.009365596
LH05792,0.032958823,-0.497803906,9,1.122425855
LH05797,0.568723888,0.174044773,10,0.064899979
LH05817,0.144552294,0.792203706,10,1.012385932
LH05818,0.331693287,0.60761869,9,0.443045346
LH05827,0.215301554,0.539687353,10,0.54762117
LH05829,0.753923959,-0.863903569,9,0.161233466
LH05831,0.936448373,-0.345942947,2,0.015008538
LH05833,0.563698381,0.179181295,9,0.067866159
LH05840,0.650656362,0.093851954,9,0.026650801
LH05841,0.625239328,-0.78736979,10,0.244316742
LH05846,0.432054608,0.454974521,10,0.252279192
LH05847,0.22131849,-0.242566009,7,0.241714315
LH05848,0.673337454,-0.552373204,10,0.144349663
LH05852,0.612267067,-0.046850498,9,0.015186482
LH05854,0.063601219,-0.751371191,8,1.367800164
LH05861,0.184720988,0.528790119,10,0.590087884
LH05862,0.498391565,-0.099119122,10,0.045606233
LH05865,0.234657568,0.196854032,10,0.18855066
LH05868,0.463060756,0.739696342,9,0.376281859
LH05872,0.641607022,0.376120577,10,0.110286229
LH05873,0.323444152,0.909517882,8,0.678309706
LH05874,0.410044454,0.040823763,10,0.024046759
LH05875,0.011600001,-1.527012492,11,4.496639271
LH05877,0.753552316,0.224144521,10,0.041905931
LH05880,0.062115674,0.695874773,10,1.277640957
LH05881,0.831168347,-0.599751457,9,0.073280636
LH05882,0.85530631,-0.123828878,9,0.012787802
LH05883,0.730652513,-0.647793464,10,0.134319977
LH05887,0.893200723,-0.050159378,10,0.003743194
LH05891,0.359010678,-2.199669217,8,1.48886547
LH05900,0.052168747,-0.508198735,10,0.991663107
LH05907,0.149237237,-0.413857308,8,0.520161378
LH05914,0.986662697,0.061767744,10,0.000547986
LH05915,0.220963832,0.452532149,10,0.451422758
LH05921,0.397132588,0.015804716,9,0.009643701
LH05928,0.100830698,0.852817484,10,1.292813352
LH05932,0.832442838,0.243465588,10,0.029501366
LH05937,0.754345977,-0.200078416,10,0.037267384
LH05938,0.243409964,-0.314728165,10,0.293837659
LH05939,0.10705214,0.763824721,10,1.127689257
LH05940,0.595228407,-0.227497204,10,0.077985101
LH05946,0.65890682,0.465498218,10,0.128310309
LH05950,0.705272149,0.629719065,10,0.145282344
LH05951,0.619332399,0.263532943,10,0.083425763
LH05954,0.165455123,0.723270343,10,0.859750312
LH05956,0.562363159,-0.534446019,10,0.203262577
LH05957,0.334090928,-0.416523871,10,0.301726293
LH05958,0.905191503,-0.149005446,10,0.009806789
LH05959,0.002889896,-1.162390973,10,4.490326698
LH05964,0.630421703,-0.584514398,8,0.178183823
LH05966,0.955840693,0.285334697,10,0.008514798
LH05967,0.878761785,0.294641118,10,0.025160674
LH05968,0.785082318,0.509489336,9,0.081455025
LH05974,0.423115661,-0.3147571,9,0.178877847
LH05984,0.840202717,-0.495827916,9,0.057040992
LH05985,0.887007985,1.592445451,10,0.126158237
LH05988,0.663401774,0.04783909,9,0.012971507
LH05991,0.640111673,-0.435588803,10,0.128395086
LH05992,0.279771285,-0.372982118,10,0.313913927
LH05997,0.847144267,-0.672949804,10,0.073759007
LH06001,0.928820145,-0.327585372,10,0.015982485
LH06002,0.241725398,0.675622709,10,0.633877533
LH06003,0.044968571,0.899640441,10,1.843778486
LH06004,0.484139909,0.522682763,9,0.250513848
LH06006,0.189610765,1.061383806,10,1.166097662
LH06008,0.778673588,-2.067377019,10,0.341720095
LH06011,0.676391092,0.45411655,10,0.117314935
LH06012,0.40442701,-0.667426842,10,0.399223127
LH06016,0.006193734,-1.697172371,10,5.701343653
LH06017,0.28337975,0.571139001,8,0.475853048
LH06018,0.340828913,0.33640708,9,0.239252103
LH06021,0.017523427,1.003439307,9,2.681344986
LH06022,0.555336227,0.794785293,10,0.308879001
LH06023,0.489485535,-0.313738584,10,0.148093766
LH06025,0.046845501,1.001580239,9,2.025639267
LH06027,0.704884155,-0.211071734,10,0.048773056
LH06032,0.195675769,-0.438067659,10,0.472173054
LH06034,0.447204774,0.100154647,10,0.053254113
LH06037,0.503617661,1.378993764,9,0.624991748
LH06040,0.905277555,0.321951761,9,0.021169023
LH06041,0.109581853,0.353858414,8,0.516965839
LH06042,0.042798517,1.022659014,8,2.129320992
LH06043,0.627460673,-0.056831397,10,0.017501314
LH06044,0.677454368,-0.141476137,9,0.036401636
LH06048,0.588279239,0.137985293,5,0.048371461
LH06049,0.020713799,1.17847872,10,3.018837271
LH06051,0.120285857,0.230643441,9,0.322753158
LH06052,0.022041435,1.088871746,10,2.744601075
LH06053,0.323227521,0.626416817,10,0.467452955
LH06055,0.688658512,-0.095281634,10,0.023483162
LH06058,0.189963649,0.77448016,10,0.849937232
LH06069,0.857035928,-0.310503813,9,0.031651253
LH06072,0.232811416,0.22692016,10,0.218532848
LH06075,0.565892655,0.275263615,10,0.1035514
LH06077,0.881646507,0.130654318,10,0.010874209
LH06087,0.216464398,0.470653574,10,0.475897474
LH06093,0.480990988,-0.33553634,10,0.162264116
LH06094,0.649105491,-0.893471824,10,0.255124776
LH06096,0.165381053,0.048304971,9,0.057434334
LH06098,0.091238608,-0.946096883,10,1.49670844
LH06099,0.876417366,0.115678333,5,0.010082456
LH06100,0.610151939,0.081603159,10,0.026638064
