gene,Mann-Whitney p-value,average log2 enrichment of strongest 3 sgRNAs,sgRNAs passing filter,screen score
pseudo_4361,0.942945719,0.507190997,10,0.019687073
pseudo_4362,0.315358669,-0.22008395,10,0.167817854
pseudo_4363,0.178909613,-0.827315544,10,0.940692268
pseudo_4364,0.135984432,1.181590716,10,1.557700355
pseudo_4365,0.068359016,0.78044995,10,1.383534406
pseudo_4366,0.993747912,0.093390169,10,0.000387003
pseudo_4367,0.960419283,-0.528488315,10,0.014102181
pseudo_4368,0.083693411,-0.581250831,10,0.952679088
pseudo_4369,0.383846497,0.319169413,10,0.201926314
pseudo_437,0.979161862,0.214671897,10,0.002986937
pseudo_4370,0.89176157,-0.630685311,9,0.047737487
pseudo_4371,0.270579479,-0.469377459,10,0.405403902
pseudo_4372,0.555336217,0.589035708,10,0.228918135
pseudo_4373,0.202570589,0.650640951,9,0.686408865
pseudo_4374,0.12651189,0.481952576,10,0.658354764
pseudo_4375,0.529373643,-0.128915797,10,0.054179118
pseudo_4376,0.137499777,-0.208135011,10,0.272862023
pseudo_4377,0.22996865,-0.863329826,9,0.838428039
pseudo_4378,0.729474336,-0.171489442,10,0.035741194
pseudo_4379,0.616525965,0.36619333,9,0.117023517
pseudo_438,0.474556404,-0.099069675,9,0.048791326
pseudo_4380,0.197849945,-0.272274576,10,0.291484408
pseudo_4381,0.204106022,-0.487950442,10,0.512340174
pseudo_4382,0.447829485,-0.339342294,10,0.1801217
pseudo_4383,0.403303914,0.330158528,9,0.198091834
pseudo_4384,0.888278512,0.26873855,9,0.021036105
pseudo_4385,0.578686141,-0.110251392,10,0.039846908
pseudo_4386,0.778272943,0.140825461,10,0.023325156
pseudo_4387,0.009694577,-1.576874669,9,4.830426199
pseudo_4388,0.520180573,0.213281021,10,0.092103823
pseudo_4389,0.775470117,-0.763619176,10,0.128299854
pseudo_439,0.662692327,0.330132068,10,0.089748274
pseudo_4390,0.583339177,-0.851019764,10,0.30307122
pseudo_4391,0.248727338,0.240574744,10,0.221171206
pseudo_4392,0.626253248,0.494215792,9,0.15282347
pseudo_4393,0.908089173,-0.264352408,10,0.016840101
pseudo_4394,0.249790889,0.384928729,9,0.352797118
pseudo_4395,0.444399641,-0.975332218,10,0.522657537
pseudo_4396,0.766510672,-0.441848743,9,0.077630076
pseudo_4397,0.453711477,-0.799302122,9,0.417375272
pseudo_4398,0.063742522,0.003381895,10,0.006151461
pseudo_4399,0.266286707,0.613078092,10,0.535997127
pseudo_44,0.729866987,0.426776471,10,0.088795429
pseudo_440,0.823871051,-0.0745601,9,0.009544557
pseudo_4400,0.028044237,0.995449392,10,2.350701699
pseudo_4401,0.434200528,-0.234768358,10,0.12940836
pseudo_4402,0.417081475,-0.667303035,9,0.385564486
pseudo_4403,0.731045368,0.080532127,10,0.016669734
pseudo_4404,0.213950589,1.34065934,10,1.365943877
pseudo_4405,0.13631129,0.232569454,9,0.306229227
pseudo_4406,0.788472506,1.464382362,9,0.229950116
pseudo_4407,0.440365576,0.652179003,10,0.353416889
pseudo_4408,0.202991674,-0.078551482,10,0.082761944
pseudo_4409,0.11238688,2.576691436,10,3.721359406
pseudo_441,0.551852737,0.307901423,9,0.120940504
pseudo_4410,0.117291055,1.516794093,9,2.147808661
pseudo_4411,0.311097385,0.814755249,10,0.628588976
pseudo_4412,0.228543854,0.603962546,10,0.589022024
pseudo_4413,0.252389243,-0.710699503,10,0.646515007
pseudo_4414,0.08749709,-0.59565768,10,0.958799728
pseudo_4415,0.567798422,-0.30332517,9,0.11343406
pseudo_4416,0.239735352,-1.118299615,9,1.055310745
pseudo_4417,0.087207058,-1.128146245,10,1.8183943
pseudo_4418,0.702170285,-0.990078115,10,0.231304196
pseudo_4419,0.349744309,0.397521676,10,0.275934455
pseudo_442,0.679067391,0.277070054,10,0.070854413
pseudo_4420,0.458706717,-0.370990839,9,0.191037967
pseudo_4421,0.932141957,-0.088457844,10,0.004107092
pseudo_4422,0.039134639,-0.579372098,7,1.240594692
pseudo_4423,0.46744031,0.471454542,10,0.236895528
pseudo_4424,0.161664994,-1.207786748,10,1.454187461
pseudo_4425,0.804836722,-0.151160244,10,0.021684844
pseudo_4426,0.773469885,0.245978035,10,0.04174788
pseudo_4427,0.754742898,0.424662655,10,0.078951715
pseudo_4428,0.614551017,0.432928363,10,0.139267661
pseudo_4429,0.189241624,0.275766918,9,0.303328569
pseudo_443,0.127291963,-0.560351921,10,0.763173577
pseudo_4430,0.434364028,-0.2098369,9,0.115613513
pseudo_4431,0.831168344,0.30761843,9,0.037586361
pseudo_4432,0.495457531,0.384341267,8,0.178340738
pseudo_4433,0.457038219,0.058752649,9,0.030395541
pseudo_4434,0.846795542,0.100218887,7,0.011011806
pseudo_4435,0.381568439,0.129627743,10,0.082520357
pseudo_4436,0.260488703,-0.392908261,10,0.349223801
pseudo_4437,0.757125823,-0.257772025,10,0.047387129
pseudo_4438,0.150095106,1.406996851,10,1.763071709
pseudo_4439,0.637125346,0.949937129,10,0.282940568
pseudo_444,0.03076259,1.162002724,9,2.672977015
pseudo_4440,0.634144921,-0.314399945,10,0.094618666
pseudo_4441,0.03755758,1.284018332,10,2.784332554
pseudo_4442,0.027015482,-1.370761298,10,3.270830279
pseudo_4443,0.958260376,1.033556946,9,0.029116251
pseudo_4444,0.384417303,-0.250588659,10,0.158291851
pseudo_4445,0.920935909,-0.249844897,10,0.013596887
pseudo_4446,0.344120204,0.696760881,10,0.491110693
pseudo_4447,0.117583167,1.035455822,8,1.464522936
pseudo_4448,0.175721895,0.655553731,10,0.753179096
pseudo_4449,0.214721812,0.85350168,10,0.867569371
pseudo_445,0.230975586,-0.471297387,10,0.456342814
pseudo_4450,0.037797981,-1.375685593,10,2.977309037
pseudo_4451,0.79313501,0.292835335,10,0.044842782
pseudo_4452,0.447204765,0.849261174,10,0.451568184
pseudo_4453,0.477097675,0.574958357,10,0.281135225
pseudo_4454,0.114650622,0.376826051,10,0.539261789
pseudo_4455,0.12015524,-0.330415292,10,0.462607072
pseudo_4456,0.677155328,-0.652762342,10,0.168145375
pseudo_4457,0.556738166,0.508464547,10,0.196758538
pseudo_4458,0.499905116,-0.394808386,8,0.180866403
pseudo_4459,0.450960543,0.480074384,10,0.252611759
pseudo_446,0.530338082,0.040509386,9,0.016976059
pseudo_4460,0.763093201,-0.122309201,10,0.021850079
pseudo_4461,0.8088821,0.144726688,10,0.020282467
pseudo_4462,0.523235759,0.588004196,10,0.251650044
pseudo_4463,0.156103238,0.399580668,10,0.49034205
pseudo_4464,0.452845108,0.255918971,10,0.133957586
pseudo_4465,0.69482331,-0.731963504,10,0.176089935
pseudo_4466,0.525618368,-0.38808481,10,0.164924912
pseudo_4467,0.231898988,-0.34347251,9,0.331668428
pseudo_4468,0.592336023,0.373043549,10,0.129078435
pseudo_4469,0.925499569,-0.5262281,10,0.026919279
pseudo_447,0.338290579,0.210729777,10,0.150911483
pseudo_4470,0.908089174,0.252368477,10,0.016076685
pseudo_4471,0.99912087,0.179738572,9,0.000104451
pseudo_4472,0.844281314,0.328216702,10,0.0367085
pseudo_4473,0.529715707,-0.173765004,10,0.072953617
pseudo_4474,0.453789053,0.479233556,10,0.250189458
pseudo_4475,0.398272112,-1.414090758,10,0.860170958
pseudo_4476,0.44973748,0.601340573,9,0.317500239
pseudo_4477,0.447608896,-0.412442395,8,0.219057244
pseudo_4478,0.44595679,-0.372468789,10,0.198736418
pseudo_4479,0.277453664,0.008866582,10,0.007511139
pseudo_448,0.29491509,-0.275102102,10,0.221952919
pseudo_4480,0.531085088,-0.598526261,10,0.250264659
pseudo_4481,0.574162791,-0.332655008,9,0.121952531
pseudo_4482,0.142692501,1.210163564,10,1.556866314
pseudo_4483,0.105693979,-0.700407581,10,1.03997084
pseudo_4484,0.90601928,0.665689071,10,0.043410262
pseudo_4485,0.253690593,0.092143349,10,0.083508615
pseudo_4486,0.992497528,0.279191329,10,0.00138921
pseudo_4487,0.959586711,0.514222065,10,0.014016164
pseudo_4488,0.229960139,0.876218982,10,0.850966849
pseudo_4489,0.426632358,0.25959654,9,0.146110136
pseudo_449,0.838049716,0.441831027,9,0.051578119
pseudo_4490,0.849599828,0.240692449,10,0.025920904
pseudo_4491,0.119106922,0.951327589,9,1.337440707
pseudo_4492,0.203919987,0.425274348,10,0.446787508
pseudo_4493,0.86682835,-0.453299598,10,0.042804379
pseudo_4494,0.507383037,0.885672353,10,0.397048094
pseudo_4495,0.605402097,0.074903234,10,0.02483776
pseudo_4496,0.581693253,-0.455656379,9,0.163122276
pseudo_4497,0.706436614,0.114171824,10,0.026216105
pseudo_4498,0.46205393,0.703160248,9,0.358707309
pseudo_4499,0.449706637,0.23365519,10,0.123377581
pseudo_45,0.632916608,-0.026893222,8,0.008127967
pseudo_450,0.380756797,0.64494088,9,0.411473468
pseudo_4500,0.742073864,0.427756855,10,0.084311509
pseudo_4501,0.245285958,0.195613028,9,0.181636634
pseudo_4502,0.376755194,0.179866999,10,0.116011093
pseudo_4503,0.357847728,-0.471477502,9,0.320134452
pseudo_4504,0.425653783,-0.112338431,10,0.063398501
pseudo_4505,0.939620272,-0.951778954,10,0.039165895
pseudo_4506,0.254125426,-0.445860136,10,0.403574159
pseudo_4507,0.348399977,0.291673623,10,0.203203609
pseudo_4508,0.638244525,-0.227528595,10,0.067505972
pseudo_4509,0.99291432,-0.439455614,10,0.002064747
pseudo_451,0.609785972,0.23992193,10,0.07841384
pseudo_4510,0.118174808,-0.564274519,10,0.796224542
pseudo_4511,0.211648913,-0.156509402,10,0.160579658
pseudo_4512,0.366554263,-0.579589792,9,0.384337116
pseudo_4513,0.7440489,-0.093633306,10,0.018290823
pseudo_4514,0.496735814,-0.327357907,10,0.151342183
pseudo_4515,0.769035546,-0.091545489,9,0.015885056
pseudo_4516,0.855729113,-0.42655668,8,0.0439112
pseudo_4517,0.273772756,0.180254036,10,0.15428906
pseudo_4518,0.725943673,-0.133182219,10,0.028184291
pseudo_4519,0.110982724,0.799984279,9,1.162014472
pseudo_452,0.610721596,0.442764705,9,0.144260545
pseudo_4520,0.242566642,-0.494357624,10,0.462677616
pseudo_4521,0.177058891,0.956932604,10,1.094646909
pseudo_4522,0.825927308,0.43196488,10,0.054585047
pseudo_4523,0.873820308,-0.084394947,10,0.007521299
pseudo_4524,0.859436452,-0.090504009,10,0.009058279
pseudo_4525,0.422927615,-0.211472673,10,0.120242966
pseudo_4526,0.596314696,-0.247534644,10,0.084555638
pseudo_4527,0.057303065,-0.432739282,10,0.817576852
pseudo_4528,0.038991997,2.743983579,9,5.882242507
pseudo_4529,0.242832681,0.318163963,9,0.297544567
pseudo_453,0.590170983,0.173069744,10,0.060303358
pseudo_4530,0.91223082,-0.085082601,10,0.005164222
pseudo_4531,0.694051598,0.178801862,10,0.043146011
pseudo_4532,0.832457631,0.390682949,9,0.047335493
pseudo_4533,0.1446961,-0.584495832,10,0.746564472
pseudo_4534,0.402956412,-0.450646556,10,0.270640123
pseudo_4535,0.407657825,0.128356171,9,0.076101764
pseudo_4536,0.084842214,0.699253714,9,1.139788911
pseudo_4537,0.135847318,-0.92356624,10,1.218160269
pseudo_4538,0.2560037,0.318695664,3,0.286919486
pseudo_4539,0.392173995,1.028997583,10,0.636415029
pseudo_454,0.151580345,0.46419089,10,0.578645666
pseudo_4540,0.350822138,0.017169312,10,0.011882946
pseudo_4541,0.649105482,0.364272989,10,0.104015667
pseudo_4542,0.863130903,-0.072370278,10,0.007038215
pseudo_4543,0.593781404,-0.164358415,10,0.056605707
pseudo_4544,0.098608482,-0.837386087,9,1.281750791
pseudo_4545,0.932557267,0.356744709,10,0.016458638
pseudo_4546,0.004492984,0.770478045,10,2.751707573
pseudo_4547,0.520858708,0.324251074,10,0.139746297
pseudo_4548,0.543414898,-0.331942186,9,0.133762865
pseudo_4549,0.772270468,0.212935804,10,0.03635823
pseudo_455,0.341387709,-0.727650582,9,0.51671616
pseudo_4550,0.301954709,0.313771035,10,0.248260518
pseudo_4551,0.860064398,0.608465388,9,0.060605864
pseudo_4552,0.87670225,0.102551526,10,0.008916309
pseudo_4553,0.155373499,0.424458067,9,0.522184259
pseudo_4554,0.182825738,1.072097937,10,1.203681861
pseudo_4555,0.228543859,0.237115929,10,0.231250271
pseudo_4556,0.273772769,-0.183149338,10,0.156767298
pseudo_4557,0.088762891,0.725714762,10,1.16125877
pseudo_4558,0.479695401,0.292544619,8,0.141994837
pseudo_4559,0.352713418,0.243108828,10,0.167392907
pseudo_456,0.775870394,-0.191654474,8,0.032135574
pseudo_4560,0.960419283,0.308054136,10,0.008220116
pseudo_4561,0.623760309,-0.191330357,10,0.059668213
pseudo_4562,0.763148027,-0.621739632,9,0.111041932
pseudo_4563,0.907261141,-0.547633548,10,0.035216114
pseudo_4564,0.061026267,0.201865583,10,0.37298954
pseudo_4565,0.122137868,-0.621927049,9,0.864020955
pseudo_4566,0.778272943,-0.259807503,10,0.043032351
pseudo_4567,0.058476156,-1.022206453,10,1.917573507
pseudo_4568,0.930636325,-0.27088288,9,0.012866408
pseudo_4569,0.064956286,-1.945006703,9,3.513607655
pseudo_457,0.879173788,0.320360927,10,0.02725778
pseudo_4570,0.142954229,0.719064336,9,0.924200199
pseudo_4571,0.762308064,-0.585199252,9,0.104941681
pseudo_4572,0.532506402,-0.258914371,9,0.107803885
pseudo_4573,0.548004402,0.632080919,10,0.251197459
pseudo_4574,0.696753984,-0.060367209,10,0.014411983
pseudo_4575,0.136533967,-1.079961466,10,1.420843881
pseudo_4576,0.497728905,0.377095663,10,0.173839019
pseudo_4577,0.229352395,0.821022583,10,0.798796751
pseudo_4578,0.462652562,0.916406222,10,0.466707768
pseudo_4579,0.886595374,0.223450479,10,0.017771102
pseudo_458,0.70507606,0.106058298,9,0.024488172
pseudo_4580,0.723593122,-0.041746297,10,0.008923893
pseudo_4581,0.771562874,-0.171815961,9,0.02944119
pseudo_4582,0.99958319,0.63283535,10,0.00017432
pseudo_4583,0.778736726,0.219320237,9,0.036240047
pseudo_4584,0.700913023,-0.075802243,8,0.017798844
pseudo_4585,0.49607434,0.638824233,10,0.295899917
pseudo_4586,0.06995762,-0.576217731,10,1.012682944
pseudo_4587,0.475895231,-0.169006071,3,0.082920059
pseudo_4588,0.381355812,0.093095259,9,0.059298252
pseudo_4589,0.701395597,-0.346173435,10,0.081126279
pseudo_459,0.686345608,0.027245041,9,0.006775389
pseudo_4590,0.54835245,-0.305932668,10,0.121453415
pseudo_4591,0.360445907,-0.544332265,9,0.367001129
pseudo_4592,0.674481931,-0.364677592,10,0.094890651
pseudo_4593,0.856155074,0.356300674,10,0.03656165
pseudo_4594,0.744839385,-0.171676054,10,0.033415656
pseudo_4595,0.112623497,-0.636059389,10,0.917738169
pseudo_4596,0.159581309,0.891758058,9,1.081329433
pseudo_4597,0.85530631,0.151079674,9,0.015601991
pseudo_4598,0.773469887,-0.643513747,10,0.109218428
pseudo_4599,0.644227365,-0.309745962,10,0.089989703
pseudo_46,0.901881419,-0.398494732,10,0.02719151
pseudo_460,0.772736759,0.711926556,8,0.121275658
pseudo_4600,0.135436607,-0.072241222,10,0.095428855
pseudo_4601,0.985540821,0.095525214,8,0.00091928
pseudo_4602,0.283190937,0.608426258,9,0.507187431
pseudo_4603,0.006692955,-0.811922994,10,2.685923095
pseudo_4604,0.695981478,0.130221488,10,0.031184346
pseudo_4605,0.106145172,0.81921246,10,1.214067541
pseudo_4606,0.45937507,0.347203017,9,0.178454655
pseudo_4607,0.788708438,0.361385634,10,0.056676492
pseudo_4608,0.671050742,0.390643435,10,0.102963477
pseudo_4609,0.767877278,0.32501797,10,0.056721099
pseudo_461,0.328371521,0.094929381,10,0.069849098
pseudo_4610,0.10202947,0.852929052,10,1.286321861
pseudo_4611,0.138054028,0.286346552,10,0.374635119
pseudo_4612,0.198943643,-1.520674603,10,1.622424055
pseudo_4613,0.860497207,0.018400386,9,0.001826644
pseudo_4614,0.654375707,0.350855009,10,0.098309641
pseudo_4615,0.302199436,0.157082762,10,0.124202237
pseudo_4616,0.310349347,-0.591702777,10,0.45744374
pseudo_4617,0.454103951,0.611006971,10,0.318703252
pseudo_4618,0.052613222,-1.393358094,10,2.71108996
pseudo_4619,0.226330839,-0.233956791,10,0.229673428
pseudo_462,0.73537151,0.239594607,10,0.048660778
pseudo_4620,0.817872902,0.293552879,9,0.038995455
pseudo_4621,0.157628654,-1.018077065,9,1.242783286
pseudo_4622,0.162763609,-1.836165112,10,2.202544678
pseudo_4623,0.106711304,0.79243307,10,1.171595489
pseudo_4624,0.590283603,0.293731374,8,0.102308924
pseudo_4625,0.642355234,-0.77772592,10,0.22744621
pseudo_4626,0.146430581,-0.806966623,10,1.024368435
pseudo_4627,0.903122504,0.26304796,10,0.017710214
pseudo_4628,0.599186245,0.196482617,9,0.066493057
pseudo_4629,0.93131139,0.17382775,10,0.008173196
pseudo_463,0.671431645,-0.252416344,10,0.06643576
pseudo_4630,0.737340727,0.569649647,10,0.114687172
pseudo_4631,0.24109579,0.760995788,10,0.71528697
pseudo_4632,0.148909993,-1.12787561,9,1.419219508
pseudo_4633,0.755934072,0.514946175,10,0.095200329
pseudo_4634,0.984616177,-0.213130803,9,0.002183232
pseudo_4635,0.431777866,-0.85945009,9,0.47692103
pseudo_4636,0.617123584,0.111914245,10,0.035692521
pseudo_4637,0.01886635,1.047619634,10,2.748288822
pseudo_4638,0.741679062,-0.642223487,10,0.126809019
pseudo_4639,0.426260994,0.37852671,10,0.213266053
pseudo_464,0.277453669,1.08116894,10,0.915889508
pseudo_4640,0.979578533,-0.854454367,10,0.011648652
pseudo_4641,0.215495033,0.312510711,10,0.316919384
pseudo_4642,0.553586207,-0.760082202,10,0.296977382
pseudo_4643,0.692123696,-0.479352613,10,0.116551801
pseudo_4644,0.884120373,0.03494474,10,0.002843714
pseudo_4645,0.875961557,-0.209320748,8,0.018316223
pseudo_4646,0.325535776,2.399504908,10,1.779308155
pseudo_4647,0.740819541,0.502393911,7,0.099584149
pseudo_4648,0.282450204,0.508193177,9,0.424512032
pseudo_4649,0.202621208,-0.70554214,10,0.74421168
pseudo_465,0.622282814,0.610736953,10,0.19142118
pseudo_4650,0.028647124,0.910972412,10,2.138411146
pseudo_4651,0.69058281,0.360372181,10,0.0881531
pseudo_4652,0.883927726,-0.706881786,9,0.057626024
pseudo_4653,0.863541584,-0.641925706,10,0.062227336
pseudo_4654,0.759113362,0.242954448,10,0.04424231
pseudo_4655,0.220569924,0.241005068,10,0.240698368
pseudo_4656,0.43956318,0.0656943,9,0.035679014
pseudo_4657,0.633689845,0.333992239,9,0.100673389
pseudo_4658,0.95043152,0.341300883,10,0.011464708
pseudo_4659,0.51140642,-1.228471118,10,0.544314156
pseudo_466,0.213513638,-0.165761849,9,0.169111992
pseudo_4660,0.475480568,-0.212245652,10,0.104257097
pseudo_4661,0.914449401,0.160497878,9,0.009484075
pseudo_4662,0.570414952,-0.031432272,9,0.011659195
pseudo_4663,0.508550937,0.26491546,9,0.11835951
pseudo_4664,0.519164219,0.169694073,10,0.073500409
pseudo_4665,0.75895101,0.455056936,9,0.082930751
pseudo_4666,0.442845591,1.11831834,10,0.601868904
pseudo_4667,0.313097942,0.93341799,10,0.716184702
pseudo_4668,0.78932068,0.161571938,9,0.02525666
pseudo_4669,0.950015521,-0.120622454,10,0.004086745
pseudo_467,0.066017521,0.910825236,10,1.635631009
pseudo_4670,0.369745277,0.221319824,10,0.145493904
pseudo_4671,0.61785947,-0.325982061,10,0.103707932
pseudo_4672,0.371140739,-0.22372061,10,0.146515322
pseudo_4673,0.755179749,-0.37518014,9,0.069608667
pseudo_4674,0.245527244,0.213826864,10,0.198410196
pseudo_4675,0.358972903,-1.224962783,10,0.829212008
pseudo_4676,0.774669845,0.004924077,10,0.000830681
pseudo_4677,0.279771273,0.428957267,10,0.361024452
pseudo_4678,0.701395597,-0.32440642,10,0.076025145
pseudo_4679,0.135436607,0.309905447,10,0.409377375
pseudo_468,0.401782252,-0.236823769,10,0.142683411
pseudo_4680,0.202066438,0.14075557,10,0.148725125
pseudo_4681,0.480362489,0.432725709,9,0.209638376
pseudo_4682,0.763093201,-0.787709829,10,0.140721398
pseudo_4683,0.270125382,0.371644294,10,0.321403679
pseudo_4684,0.224133155,-0.952304487,10,0.941008983
pseudo_4685,0.535892014,-1.623844627,10,0.669318388
pseudo_4686,0.73615899,0.048534064,10,0.009822767
pseudo_4687,0.994998311,-0.423063517,10,0.001401644
pseudo_4688,0.378963207,0.857713844,9,0.54989891
pseudo_4689,0.031335509,1.198872237,10,2.743171704
pseudo_469,0.593781404,0.420417219,10,0.144793401
pseudo_4690,0.990329806,-0.108925365,9,0.000699358
pseudo_4691,0.727119917,0.353619394,10,0.074455378
pseudo_4692,0.927159697,-0.207079537,10,0.010347974
pseudo_4693,0.721636317,0.364034243,10,0.078469089
pseudo_4694,0.588729646,0.338637577,10,0.118539915
pseudo_4695,0.483922285,0.140586277,10,0.067422615
pseudo_4696,0.477097678,-0.279459847,10,0.136646429
pseudo_4697,0.537269435,0.630727734,10,0.258904381
pseudo_4698,0.145128245,0.481442287,10,0.613987676
pseudo_4699,0.544876909,0.568629614,10,0.228131417
pseudo_47,0.133938878,1.055655565,10,1.402251081
pseudo_470,0.915131398,0.090312769,10,0.005292238
pseudo_4700,0.344120211,-0.435592035,10,0.307026281
pseudo_4701,0.879173788,0.788417907,10,0.06708222
pseudo_4702,0.962917257,-0.432695683,10,0.01080342
pseudo_4703,0.555541332,1.002487955,9,0.389354309
pseudo_4704,0.347326877,0.790918182,10,0.55263014
pseudo_4705,0.817799781,-0.621692719,10,0.082622155
pseudo_4706,0.529715709,-0.106055501,10,0.044526413
pseudo_4707,0.664967784,0.735911914,10,0.198395096
pseudo_4708,0.94904514,-0.27792577,9,0.009603923
pseudo_4709,0.33971305,-0.241949076,9,0.172597992
pseudo_471,0.999560435,-0.331966924,9,9.64E-05
pseudo_4710,0.766927009,-0.560109967,8,0.098206878
pseudo_4711,0.48256747,-0.251777861,7,0.12121447
pseudo_4712,0.498060172,-0.101807321,10,0.046887857
pseudo_4713,0.294460061,-0.518936918,9,0.419208773
pseudo_4714,0.651738419,0.620455875,10,0.175507417
pseudo_4715,0.398855849,-1.434729619,10,0.871336873
pseudo_4716,0.776624782,-0.155292033,9,0.025938801
pseudo_4717,0.714996866,-0.482335533,10,0.106915172
pseudo_4718,0.928820143,0.162290477,10,0.007917952
pseudo_4719,0.41451185,0.477482875,10,0.277837043
pseudo_472,0.247531249,0.403592806,9,0.372326514
pseudo_4720,0.687504887,0.219114451,10,0.054245792
pseudo_4721,0.678664194,0.208280819,9,0.053344854
pseudo_4722,0.775470117,-0.294879984,10,0.049544407
pseudo_4723,0.885770249,0.119090382,10,0.009544569
pseudo_4724,0.866560865,-0.103456014,9,0.009790288
pseudo_4725,0.78991501,0.408839108,10,0.063705733
pseudo_4726,0.955626828,0.302012091,9,0.009057129
pseudo_4727,0.722810181,-1.213425135,10,0.260255688
pseudo_4728,0.20354829,-0.621938447,10,0.654149885
pseudo_4729,0.313108043,0.226787946,9,0.174003016
pseudo_473,0.28542107,-0.511034254,9,0.42335228
pseudo_4730,0.264717042,-0.6647075,10,0.583731842
pseudo_4731,0.95625687,0.099512372,10,0.00294097
pseudo_4732,0.880409998,0.525822243,10,0.044251195
pseudo_4733,0.301954701,-0.185867046,10,0.147060899
pseudo_4734,0.303425031,1.018575495,10,0.802643602
pseudo_4735,0.118326015,-0.647381681,9,0.912946678
pseudo_4736,0.505043759,-0.231358046,10,0.104424536
pseudo_4737,0.507048503,1.045743613,10,0.469263976
pseudo_4738,0.655822137,0.20665168,9,0.057602362
pseudo_4739,0.436959165,0.865580384,9,0.473500686
pseudo_474,0.847144264,0.171079381,10,0.018751243
pseudo_4740,0.93795794,-0.054247001,10,0.002295743
pseudo_4741,0.24128052,0.32547091,9,0.305756958
pseudo_4742,0.069796391,-1.543882064,10,2.71567359
pseudo_4743,0.611616738,1.151858411,10,0.374181077
pseudo_4744,0.270806709,-0.620271753,10,0.535388105
pseudo_4745,0.19280415,0.286031437,10,0.311094248
pseudo_4746,0.4132967,-0.637536953,9,0.372205774
pseudo_4747,0.128994956,0.886084919,10,1.199026143
pseudo_4748,0.599579003,0.05302952,10,0.017923131
pseudo_4749,0.683660891,0.344709345,8,0.086616147
pseudo_475,0.460427678,0.110044959,10,0.056394252
pseudo_4750,0.31234674,-1.206714568,10,0.927792552
pseudo_4751,0.415502001,0.049071183,9,0.028476112
pseudo_4752,0.017549599,-0.579572062,9,1.548134647
pseudo_4753,0.802411994,0.229590211,10,0.033393803
pseudo_4754,0.396523991,-1.793629541,10,1.096252135
pseudo_4755,0.332264178,-0.31782284,10,0.231379493
pseudo_4756,0.076487854,0.476438867,10,0.809231542
pseudo_4757,0.596314696,1.200450782,10,0.410063334
pseudo_4758,0.938789073,-0.144026662,10,0.006010946
pseudo_4759,0.46074515,0.662459716,10,0.33918609
pseudo_476,0.313372398,-0.292765623,9,0.224461126
pseudo_4760,0.246803795,-0.313272005,10,0.28961206
pseudo_4761,0.373660792,-0.215790129,10,0.140356777
pseudo_4762,0.203362625,-0.542551107,10,0.570978053
pseudo_4763,0.764686898,-0.013243393,10,0.002347626
pseudo_4764,0.258062193,-0.475943463,10,0.425970065
pseudo_4765,0.428390186,-0.653442029,10,0.366005073
pseudo_4766,0.117291059,0.391909021,9,0.554950458
pseudo_4767,0.00515125,-0.932440803,10,3.245912027
pseudo_4768,0.150095106,1.244837798,10,1.559874354
pseudo_4769,0.203919984,-1.21283062,10,1.274183542
pseudo_477,0.826283906,-0.61581771,7,0.077641886
pseudo_4770,0.684048399,-0.194403854,10,0.048775651
pseudo_4771,0.974995485,-0.235061072,10,0.003932905
pseudo_4772,0.713437752,0.270679106,10,0.060389529
pseudo_4773,0.842646264,-0.205581367,10,0.023256001
pseudo_4774,0.957921699,-0.281921701,10,0.008007841
pseudo_4775,0.614918239,0.109105248,10,0.035054735
pseudo_4776,0.229150073,0.629316234,10,0.612647036
pseudo_4777,0.725639636,-0.281588272,9,0.059668219
pseudo_4778,0.069993436,-0.817830436,9,1.43703242
pseudo_4779,0.362474897,0.527911158,9,0.353971667
pseudo_478,0.634889475,0.108128007,10,0.032457291
pseudo_4780,0.088469487,-0.678906373,10,1.08784314
pseudo_4781,0.476942467,0.113728712,9,0.05563395
pseudo_4782,0.37243137,2.700967424,9,1.762676745
pseudo_4783,0.808882098,0.176816593,10,0.024779651
pseudo_4784,0.908089174,0.160546695,10,0.010227342
pseudo_4785,0.969677315,0.148939931,9,0.003030227
pseudo_4786,0.6916201,0.257433558,9,0.062717281
pseudo_4787,0.493433149,-0.45067903,10,0.210341747
pseudo_4788,0.092794807,-0.703927525,9,1.105734641
pseudo_4789,0.09143903,-0.32096376,10,0.507293614
pseudo_479,0.954592232,-0.192237836,10,0.005902665
pseudo_4790,0.008664129,-1.656223387,10,5.196469364
pseudo_4791,0.362541572,-0.479234042,10,0.321274753
pseudo_4792,0.219391256,-1.081233448,10,1.083685331
pseudo_4793,0.73261753,0.071903906,10,0.014781675
pseudo_4794,0.986662696,-0.520918731,10,0.004621443
pseudo_4795,0.704108375,0.289524202,10,0.067111987
pseudo_4796,0.334090902,-0.994820624,10,0.720639515
pseudo_4797,0.385274491,0.690197072,10,0.434967952
pseudo_4798,0.409450957,-0.367637456,10,0.216904371
pseudo_4799,0.15682041,-0.390229012,9,0.477684394
pseudo_48,0.04914741,-0.72696397,9,1.447202384
pseudo_480,0.142834904,0.366928635,10,0.471809097
pseudo_4800,0.372539465,-0.533279415,10,0.347920909
pseudo_4801,0.596126912,-0.269423188,9,0.092088638
pseudo_4802,0.834607442,0.037960757,9,0.004534669
